sentence,count
Ich danke Ihnen.,191
Aber ich...,191
Willkommen.,190
Sebastian.,189
Alexander!,189
Das ist er.,189
Hilf mir!,189
Stop!,189
Das ist es.,189
Ist das alles?,189
Gut so.,189
Blödsinn!,188
Lass das!,188
Ich gehe.,187
Weiß ich nicht.,187
Bis bald.,187
Leider.,187
So ist es.,186
Bist du sicher?,186
Harry!,186
Was gibt's?,185
Perfekt.,185
Sieh mal!,184
No!,184
Für dich.,183
Es reicht.,183
Augenblick.,183
Sehr erfreut.,182
Wieso denn?,182
"Ja, ja, ja.",182
Franz!,180
Steig ein.,180
Na schön.,179
Klopfen,179
Wartet!,179
Kommen Sie mit.,178
Aber nein.,178
Woher wissen Sie das?,178
Aufstehen!,178
Vorsichtig!,177
Psst!,177
Was machen wir jetzt?,177
Bleib stehen!,176
Das tut mir leid.,176
Mahlzeit.,176
Verpiss dich!,176
Was hast du gesagt?,175
Gern geschehen.,175
Es ist vorbei.,175
David!,175
Ey!,174
Keine Bewegung!,174
"Danke, Sir.",173
Wie schön.,173
Von wem?,173
Prima.,173
Das glaube ich nicht.,172
Ich denke schon.,172
Wie heißen Sie?,172
Schnauze!,171
Wasser.,171
Over.,171
Los geht's.,170
Auf geht's!,170
Geh weg!,170
Beeilt euch!,170
Mich?,169
"Los, los!",169
Hierher!,169
Ich glaube nicht.,168
Das ist unmöglich.,168
Genug!,168
Guten Appetit.,168
Hört auf!,168
Halt's Maul!,167
Sag mal...,167
Das bin ich.,165
Was ist denn passiert?,165
Also dann.,165
Das weiß ich.,164
Zu spät.,164
Gut gemacht.,163
Und wie?,163
Hier entlang.,163
O Gott!,162
"Doch, doch.",162
Mach auf!,162
"Jawohl, Sir.",162
Das ist mir egal.,162
Wo denn?,161
Schau mal.,160
Welche?,160
Was soll ich tun?,159
Vier.,158
Oskar!,158
Im Ernst?,158
"Oh, Scheiße.",158
Komm jetzt!,157
Anhalten!,157
Ich will nicht.,157
Ich bin gleich wieder da.,156
Ho!,156
Was hast du denn?,156
Ich wusste es.,156
Was ist mit dir?,156
"Ja, das stimmt.",155
Ganz sicher.,155
Festhalten!,155
Verzeihen Sie.,155
Kinder!,155
Mach ich.,154
Um Gottes willen!,154
Mal sehen.,154
Sehr.,154
Haha!,153
Kommst du mit?,153
Nein danke.,153
Aber natürlich.,153
Hörst du?,153
Entschuldigen Sie mich.,153
Ich komme gleich.,152
Kaffee?,152
Es geht los.,152
Thomas!,152
Was ist los mit dir?,151
Weitergehen.,151
"Oh, Mann!",151
Verdammt noch mal!,151
Das stimmt nicht.,151
Viel Spaß.,150
Ich bitte Sie.,150
Macht nichts.,150
Das gibt's doch nicht.,150
Schon wieder?,149
Das freut mich.,149
Opa!,149
Alles gut.,149
Sind Sie sicher?,148
Juhu!,147
"Los, komm!",147
Captain.,147
Wach auf!,147
Dankeschön.,147
Bleib hier!,146
Was machst du denn da?,146
Mach dir keine Sorgen.,146
Wirklich nicht?,146
Hören Sie auf!,146
Kommst du?,145
Stimmengewirr,145
*Spannende Musik.*,144
Pscht!,144
Nanu?,144
Yeah!,144
Angenehm.,144
Das ist schön.,144
Gar nicht.,143
Was machen Sie hier?,143
Wer weiß?,143
Du lügst.,143
Für mich?,143
Er...,143
Sieh mich an.,143
Hörst du mich?,143
Für immer.,142
Sorry.,142
Was kann ich für Sie tun?,142
Doktor!,142
Los jetzt!,142
Mh.,142
Ich weiß es.,141
Rudi!,141
Halt die Klappe!,141
Alarm!,141
Was hast du vor?,141
Dick!,141
Robert!,141
Weil...,140
Du hast recht.,140
Allein?,140
Loslassen!,140
Nach Hause?,140
Nacht.,139
Komisch.,139
Hier lang.,139
Na dann.,139
Fein.,138
"Na, komm.",138
Und ich?,138
Schluss!,138
Abgemacht.,137
Aber ja.,137
Kann ich Ihnen helfen?,137
Dort!,136
Papi!,136
Alles wird gut.,136
Was sagst du?,136
Stimmt das?,136
Warten.,136
Ist schon gut.,135
Hoffentlich.,135
Ich kann das nicht.,135
Wie spät ist es?,135
Taxi!,135
Lasst mich los!,135
Wie meinen Sie das?,134
Thank you.,134
Du bleibst hier.,134
Im Gegenteil.,134
Verdammte Scheiße!,134
Darf ich bitten?,134
Sechs.,133
Ich hab's!,133
"Ja, ich...",133
Korben!,133
Und warum?,133
Nicht jetzt.,133
Meinst du?,133
Er kommt.,133
Frohe Weihnachten.,133
Komm zurück!,132
Einfach so.,132
Dad!,132
Hier bin ich.,132
Meine Mutter?,132
Wunderschön.,132
Das war's.,131
Bereit?,131
Hinsetzen!,131
Setzen!,131
Wer sagt das?,131
Links!,130
Glückwunsch.,130
Gelächter,130
Da bist du ja.,130
Absolut.,130
Mir geht's gut.,130
Ich bin hier.,130
Pass auf dich auf.,129
Passen Sie auf.,129
Verschwindet!,129
Was sagt er?,129
Da sind sie.,129
Madame!,129
Hören Sie mich?,128
Ist das wahr?,128
Geil.,128
Hans!,128
Das macht nichts.,128
"Ach, ja?",128
Traurige Musik,128
Ich muss.,127
Worüber?,127
Kapiert?,127
Gleich.,127
In Deckung!,127
Kommt schon!,127
Karl!,127
Nehmen Sie Platz.,127
Ein bisschen.,127
Oje!,127
Meine Frau.,127
Überhaupt nicht.,127
Michael!,127
Haut ab!,126
Dramatische Musik,126
Hanna!,126
Warum denn nicht?,125
Heinrich!,125
Hier ist es.,125
Toni!,125
Immer.,124
Scheisse!,124
Ich bin müde.,124
Wovon redest du?,124
Wir müssen los.,124
Halt den Mund!,123
Hoppla!,123
Mensch!,123
Nicht doch!,123
Finger weg!,123
Jakob!,123
Uh!,122
Donnerwetter!,122
Überraschung!,122
Georg!,122
Wo sind wir?,121
Was ist es?,121
Was bedeutet das?,121
"Komm, komm!",121
Wir sind da.,120
"Nein, ich...",120
Fritz!,120
Grüß dich.,120
Herr Oberst!,120
Mein Vater.,120
Meine Güte!,120
Hör mal.,120
Was weiß ich?,120
Wir gehen.,120
Was jetzt?,119
Da drüben.,119
Heitere Musik,119
Aufwachen!,119
Keine Ursache.,119
Johann!,119
Huhu!,119
Du hast Recht.,118
Wie immer.,118
Weitermachen!,118
Ich schon.,118
Ist alles in Ordnung?,118
Klasse.,117
Sehr witzig.,117
"Oh, danke.",117
Das ist ein Befehl!,117
Ich komme mit.,117
Monsieur.,117
Ich habe Angst.,117
Nicht nötig.,117
"Ah, ja.",116
Oh Mann.,116
Das kann ich nicht.,116
Manchmal.,116
Fünf.,116
Schluss jetzt!,116
"Ja, gern.",116
Tempo!,116
Shit!,116
Zu Befehl!,116
Ich muss mit dir reden.,116
Rachael?,116
Ach du Scheiße!,116
Und weiter?,115
Wohin gehst du?,115
Was machen Sie da?,115
Wo sind sie?,115
Bestimmt nicht.,115
Was soll ich machen?,115
'tschuldigung.,114
Schuss,113
"Na, los!",113
Seit wann?,113
Entschuldigen Sie bitte.,113
Still!,113
Also los!,113
Ich will nach Hause.,112
Deckard.,112
An die Arbeit!,112
Lachen,112
Zigarette?,112
Uah!,112
Und ob.,112
Nicht zu verstehen,112
Hör mir zu.,112
Aber sicher.,112
Halt an!,111
"Ach so, ja.",111
Wie alt bist du?,111
Hast du verstanden?,111
Walter!,111
Herr Doktor!,111
"Ja, gerne.",111
Hannes.,111
Fass mich nicht an!,111
Schlaf gut.,111
Christian!,110
Mutti!,110
Ben?,110
Simon!,110
Sie auch.,110
Werner!,110
Sam.,110
Merci.,109
Na bitte.,109
Hüa!,109
Was meinst du damit?,108
Ich bin...,108
Das kann nicht sein.,108
Wo bin ich?,108
Das verstehe ich nicht.,108
Was geht hier vor?,108
Ich dich auch.,108
Jo.,108
"Ja, Mama.",108
Ist was?,108
Krass.,107
Name?,107
Deckung!,107
Es tut mir so leid.,107
Ganz genau.,106
Hör auf damit!,106
Heute?,106
"Eins, zwei...",106
O nein!,106
Zeig mal.,106
Da ist sie.,106
Genau so.,106
Meinetwegen.,106
Liebst du mich?,105
Schrecklich.,105
Sissi!,105
Türklingel,105
Sieben.,105
Vertrau mir.,104
Steigen Sie ein.,104
Lecker!,104
Ich warte.,104
Mein Führer!,104
Stimmt's?,104
"So, so.",104
Helfen Sie mir.,104
Na endlich!,103
Weg hier!,103
Halt dich fest!,103
Ich dachte...,103
Großer Gott!,103
Die...,103
Jenny!,103
Möglich.,103
Leb wohl.,103
Fantastisch.,103
Er ist weg.,103
Geht nicht.,103
Boah!,102
"Ja, hallo?",102
Jetzt nicht.,102
Wer ist es?,102
Jan!,102
Beruhigen Sie sich.,102
Berlin.,102
Ganz einfach.,102
Beeilen Sie sich.,102
Bist du bescheuert?,102
Ich glaube schon.,102
Aber warum?,102
Wer denn?,101
Sch!,101
Ja oder nein?,101
Was machst du denn?,101
"Ja, sehr.",101
Gewiss.,101
Besser?,101
Albert!,101
Mörder!,101
Nur zu.,101
Herzlich willkommen.,101
Geh schon.,101
Was willst du hier?,101
Herrlich.,101
Adieu.,100
Ja und?,100
Nicht bewegen!,100
Gute Reise.,100
Wo gehst du hin?,100
Verzeih mir.,99
Bist du wahnsinnig?,99
Was dann?,99
Woher soll ich das wissen?,99
Frohes Fest.,99
Hmm.,99
Geht schon.,99
"Na, also.",99
Da lang.,99
"Nein, natürlich nicht.",99
Alles ok?,98
Ist es das?,98
Sieh dir das an!,98
Rührt euch!,98
Naja.,98
Du bist verrückt.,98
Merkwürdig.,98
Wer ist denn das?,98
Liebling!,98
Wo willst du denn hin?,98
Mmh.,98
Bewegt euch!,97
Laura!,97
Halt die Fresse!,97
Da ist es.,97
Ich hasse dich!,97
Männer!,97
Sophie!,97
Dann...,97
Weißt du...,97
Mir?,97
Bin gleich wieder da.,97
"Los, los, los!",97
Geht's?,97
Nur so.,97
Mitkommen!,97
Sarah!,97
Heirate mich,96
Bald.,96
"Einen Moment, bitte.",96
Jaja.,96
Leeloo!,96
Was wollen Sie von mir?,96
Es ist wichtig.,96
Sei vorsichtig.,96
Oma!,96
Nicht so schnell.,96
Und das?,96
Ich höre.,96
Aber wie?,96
Ich danke dir.,96
Puh!,95
Falsch.,95
Zum Beispiel?,95
Wie du willst.,95
Abführen!,95
Du spinnst!,95
Bäh!,95
Wie sieht's aus?,95
Na toll.,95
Lassen Sie mich los!,95
Wie heißt er?,94
Schönen Tag noch.,94
Essen.,94
"Hier, bitte.",94
Scht!,94
Ich bin es.,94
Ich will dich.,94
Lotte!,94
Ausziehen!,94
Leck mich!,94
Helft mir!,93
Wo ist es?,93
Roger.,93
Hmmm...,93
Der Nächste!,93
Ich habe Hunger.,93
Daddy!,93
Ups!,93
Womit?,93
Ist was passiert?,93
Und was?,93
Nicht wirklich.,93
Lieber nicht.,93
Punkt.,93
Tee?,92
Sag ich doch.,92
Leute!,92
Sind Sie verrückt?,92
Genial!,92
Wohin denn?,92
Weißt du noch?,92
Manuela!,92
Her damit.,92
Ganz recht.,92
Mein Sohn!,92
Theo!,91
Ist da jemand?,91
Chef!,91
Ich hab ihn.,91
Respekt!,91
Sie haben Recht.,91
Kapitän.,91
Anton!,91
Och...,91
Was machen Sie denn hier?,91
Seltsam.,91
Ehrenwort.,91
Geschafft!,91
Ts!,91
Wegtreten!,90
"Ja, richtig.",90
James!,90
Mm.,90
Sie ist tot.,90
Hupen,90
Geht's dir gut?,90
Lächerlich!,90
Feuer einstellen!,90
Du nicht?,90
Hab keine Angst.,89
Geben Sie her!,89
Nicht mehr.,89
Michel!,89
Klaus!,89
Woher?,89
Schatz.,89
Felix!,89
Wie war das?,89
Was ist mit ihm?,89
Was redest du da?,89
Wundervoll.,89
Umdrehen.,89
"Gut, danke.",88
Einen Augenblick.,88
Ulrike!,88
Hast du gehört?,88
Keineswegs.,88
"Los, weiter!",88
Zack!,88
Komm runter!,88
Das ist wahr.,88
Wie viele?,88
Applaus,88
Verschwinden Sie!,88
Mir auch.,88
Schon?,88
Ich bin bereit.,88
Ich verstehe das nicht.,87
Nix.,87
Geht es dir gut?,87
Macht schon!,87
Hanni!,87
Kommt mit.,87
"Bitte, bitte.",87
"Ach, so.",87
"Na, komm schon.",87
Leise!,86
Vincent!,86
"Schön, dich zu sehen.",86
Ganz bestimmt.,86
Lars!,86
Entspann dich.,86
Bye.,86
Sie wünschen?,86
"Gut, gut.",86
Sehr wohl.,85
Was noch?,85
Wissen Sie was?,85
Verflucht!,85
Fick dich!,85
Was denkst du?,85
Herrgott!,85
Es geht nicht.,85
Melancholische Musik,85
Hello.,85
"Ja, vielleicht.",85
Hast du Hunger?,85
Rose!,85
Kommen.,85
Und nun?,85
Aah!,85
Kommt her!,85
Stefan!,85
Go!,84
Mit wem?,84
Ich gratuliere.,84
Sag schon!,84
Trotzdem.,84
Danke vielmals.,84
Das bist du.,84
Marsch!,84
Hü!,84
Dodo!,84
Geld.,83
Fabelhaft.,83
Helen!,83
Herr Ober!,83
Pass mal auf.,83
Ausgeschlossen.,83
Major!,83
Wache!,83
Keine Panik.,83
"Oh, Entschuldigung.",83
Nicht so laut!,83
Willi!,83
Kann ich helfen?,82
Was tust du?,82
Joe!,82
Von mir aus.,82
Champagner!,82
Freunde?,82
Es geht schon.,82
Fräulein!,82
Wahrscheinlich.,82
Lisa?,82
Was tun Sie hier?,82
Lieutenant.,82
What?,82
Lassen Sie mich!,82
Na warte!,81
Keine Zeit.,81
Camille.,81
Es ist...,81
Freilich.,81
Ich weiß auch nicht.,81
"Ja, Papa.",81
Sonst noch was?,81
Aaah!,81
"Hey, hey!",81
Ahhh!,81
Leila!,81
Katharina!,81
Wie kommst du darauf?,81
Das ist sie.,81
Halt mal.,80
Was zum Teufel?,80
Eigentlich nicht.,80
Bestens.,80
Kommt rein.,80
Bonjour.,80
"Hallo, Mama.",80
Kennen wir uns?,80
Das sehe ich.,79
Mit Vergnügen.,79
Jungs!,79
Mach die Tür auf!,79
*Musik.*,79
Küss mich.,79
Zufrieden?,79
Zehn.,79
Ist doch egal.,79
Was machen Sie denn da?,79
Sie sind da.,79
Er lacht.,79
Hinterher!,79
Wo wollen Sie hin?,79
Mein Bruder.,79
Auf!,78
Worauf wartest du?,78
Verstehst du das?,78
Was soll ich sagen?,78
John!,78
Himmel!,78
Baby.,78
Sehr hübsch.,78
Hübsch.,78
Lass los!,78
Jetzt gleich?,77
Trink!,77
Ich habe...,77
Ist mir egal.,77
"Ja, wirklich.",77
Ich schwöre.,77
Heute Abend.,77
"Nein, noch nicht.",77
Kann sein.,77
Das werde ich.,77
Darf ich vorstellen?,77
Der?,77
Tiefer.,77
Schauen Sie.,77
Beweg dich!,77
Henry!,77
Setz dich doch.,76
Ethan!,76
Was ist damit?,76
"Nee, nee.",76
Neun.,76
Lucy!,76
Bist du krank?,76
Nicht gut.,76
Aussteigen!,76
Komm zu mir!,76
Geht!,76
Meine Damen und Herren!,76
"Ha, ha.",76
Wo kommst du her?,76
Alter!,76
Geh jetzt.,76
Oh doch.,75
Ich bitte dich.,75
Krieg!,75
Sehr gern.,75
Redmond!,75
Wo ich wohne.,75
Folgen Sie mir.,75
"Danke, danke.",75
Sag es mir.,75
Das ist das Hotel.,75
Mika.,75
Warum ich?,75
Ist es nett?,75
Es ist nichts.,75
Das ist für dich.,75
Ludwig!,75
Nicht hier.,75
Ich will...,75
Fahr!,75
Mein Freund!,75
Ich mach das schon.,75
Was gibt's denn?,75
Spring!,75
Nimm!,75
Wiederhören.,75
Charlotte!,74
Autsch!,74
Das ist unglaublich!,74
Sag es!,74
Scheiß drauf.,74
Pass doch auf!,74
Buh!,74
Eva!,74
Warte hier.,74
Sekunde.,74
Ne.,74
Was ist denn mit dir los?,74
Tim?,74
Tor!,74
Rammstein,74
Du Schwein!,74
Das tut mir Leid.,74
Mir nach!,74
Liebe.,74
Was ist da los?,74
Ich helfe Ihnen.,74
Ach nein?,74
Komm raus!,73
Jetzt geht's los!,73
Elisabeth!,73
Süß.,73
Es geht.,73
hallo?,73
Glaub mir.,73
Was wollen Sie hier?,73
Fast.,73
Mike!,73
Was ist geschehen?,73
Paris.,73
Sind Sie wahnsinnig?,73
Nicht ganz.,73
Es...,73
Kommt nicht in Frage.,73
Hach!,73
Wo sind die anderen?,73
"Weißt du, was das ist?",73
Ist er tot?,73
Er stöhnt.,73
Darf ich mal?,73
Was tust du da?,73
Ich bin da.,73
So ist gut.,73
"Ja, stimmt.",73
Bleib ruhig.,72
Oui.,72
Zieh!,72
Si.,72
Unbedingt.,72
Rechts!,72
Sieg!,72
Ich verspreche es.,72
Ich bleibe hier.,72
Das ist doch...,72
Grazie.,72
Warten Sie hier.,72
Ich habe eine Idee.,72
Salut.,72
Acht.,72
Angst?,71
Nicht direkt.,71
Wo ist er denn?,71
Lauft!,71
Jetzt schon?,71
Bist du verrückt geworden?,71
Polly!,71
Woher kommst du?,71
Was machen Sie?,71
Bitteschön.,71
Bleiben Sie stehen!,71
Fahr los!,71
Ab!,71
Romantische Musik,71
Julia!,71
Die Wahrheit.,71
Frank.,71
Colonel.,71
Was wollt ihr?,71
Auch.,71
Marco!,71
Sergeant!,71
Heil!,70
Sie haben recht.,70
Findest du?,70
Sicher nicht.,70
Nicht viel.,70
In der Tat.,70
Abwarten.,70
Hast du Angst?,70
Was sagen Sie?,70
Herr Müller!,70
Oder nicht?,70
Klappe!,70
Beide.,70
Sonst nichts.,70
Andi!,70
Das geht doch nicht.,70
Nick!,70
So was!,70
Sehr gerne.,70
"Ach, komm!",70
Nele!,70
Von wegen!,70
Maja.,70
Stehenbleiben!,70
Aber was?,69
Du siehst gut aus.,69
Da oben.,69
Es brennt!,69
Viel besser.,69
Setzt euch.,69
Stimmt was nicht?,69
So ist es gut.,69
Alles ist gut.,69
Kommen Sie her.,69
Muss das sein?,69
Lass.,69
Lauter!,69
Einspruch.,69
Nicht schon wieder!,69
"Oh, Verzeihung.",69
Auch das noch!,69
Und was ist das?,69
Ich wei?,69
Bist du fertig?,69
Ich muss jetzt gehen.,69
Kalt!,69
Was zum Teufel ist das?,69
Iss!,68
Und los!,68
Wie schade.,68
Wie siehst du denn aus?,68
Professor!,68
Das dachte ich mir.,68
"Schön, dass du da bist.",68
Wir werden sehen.,68
Wie Sie wollen.,68
Was sollen wir tun?,68
Schönen Abend.,68
Hatschi!,68
Ich komme sofort.,68
Helmut!,68
Da ist er ja.,67
Unerhört!,67
Geht doch.,67
Telefon klingelt.,67
Was denken Sie?,67
Oder was?,67
"Oh, oh!",67
"Hallo, Papa.",67
Ich glaub's nicht.,67
Igitt!,67
Was hat sie gesagt?,67
Wie konnte das passieren?,67
Charlie!,67
1187 Hunterwasser.,67
Gnädige Frau!,67
Mademoiselle.,67
Erinnerst du dich?,67
Mein Beileid.,67
Friedrich!,67
Geh heim.,67
Düstere Musik,67
Überall.,67
Nun gut.,67
Wir müssen weg.,67
Was hast du getan?,67
Gesundheit.,67
Lassen Sie das!,67
Hört zu!,66
Cheers!,66
"Komm, wir gehen.",66
Ich bin gleich zurück.,66
Verräter!,66
Lilly!,66
Mom?,66
Moin.,66
Ich freue mich.,66
Leider nicht.,66
Was sagst du dazu?,66
Wieso das denn?,66
Wir kommen.,66
"Nein, wirklich.",66
Ich bin fertig.,66
Was haben Sie?,66
Hast du mich verstanden?,66
Schau mich an!,66
Ich helfe dir.,66
Lasst mich!,65
Wieso ich?,65
Seien Sie vorsichtig.,65
Ohne mich.,65
Hau ruck!,65
Großvater!,65
Und wo?,65
Wichser!,65
Lassen Sie mich in Ruhe.,65
Brav.,65
"Schön, Sie zu sehen.",65
Ich vertraue dir.,65
Lena!,65
Maren!,65
Wo kommst du denn her?,65
"Na, na!",65
Herr General.,65
Das wusste ich nicht.,65
Bob!,65
Luise!,64
Es ist zu spät.,64
Wovon reden Sie?,64
Er ist hier.,64
Philipp!,64
Sie können gehen.,64
Was willst du von mir?,64
Leon...,64
"Sag mal, spinnst du?",64
O ja!,64
Feigling!,64
Mein Mann!,64
Gib Gas!,64
Lea?,64
Passt auf!,64
"Ja, ich komme.",64
Es ist alles in Ordnung.,64
Oh Scheiße.,64
Da kommt er.,64
Frechheit!,64
Wann war das?,64
Lass ihn.,64
Ich weiss nicht.,64
Ich mache das.,64
Brrr!,64
Was sagen Sie dazu?,64
Sei ruhig.,64
Steig aus!,64
Noch einmal.,64
Schweig!,63
