word,count
maybe,27161
guy,27027
sir,26910
everything,26663
years,26635
fuck,26578
Mr.,26299
after,26227
\cHFFFFFF}{\3cH000000}{\4cH000000}You,25899
old,25836
shit,25832
guys,25636
uh,25607
place,25483
believe,24484
made,24452
big,24423
\cHFFFFFF}{\3cH000000}{\4cH000000}And,24168
world,23891
money,23877
feel,23840
done,23769
wo,23633
ta,23628
leave,23332
every,23141
\fnarial,23118
through,23057
father,23015
coming,22818
kind,22608
girl,22309
stay,22284
hear,21805
nice,21637
lot,21628
three,21472
own,21300
fine,21220
house,21148
hell,21135
might,20990
someone,20825
left,20812
happened,20804
enough,20798
kill,20741
wanted,20574
dead,20420
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}It,20388
talking,20379
wrong,20333
bad,20230
being,20023
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}What,19946
\3cH202020}I,19943
another,19779
understand,19445
course,19403
else,19402
remember,19176
dad,19016
looking,18974
show,18931
may,18920
getting,18873
which,18810
wanna,18738
next,18526
move,18501
hello,18481
came,18421
trying,18407
best,18296
care,18219
mother,18205
found,18067
same,17929
ok,17911
ask,17910
\cHFFFFFF}{\3cH000000}{\4cH000000}What,17901
real,17893
car,17854
yourself,17826
listen,17826
friend,17731
son,17578
thanks,17567
mind,17525
family,17523
boy,17166
try,17098
\cHFFFFFF}{\3cH000000}{\4cH000000}It,17074
seen,16948
most,16796
today,16675
saw,16619
together,16431
baby,16294
hold,16242
job,16101
whole,16025
went,16023
many,15946
\fnMS,15879
head,15821
room,15786
morning,15651
knew,15541
heard,15509
men,15466
ready,15408
hi,15309
live,15172
idea,15162
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}That,15061
miss,14579
took,14565
actually,14486
mom,14461
tonight,14451
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}I'm,14438
yet,14275
called,14272
already,14209
used,14159
pretty,14133
meet,14102
woman,14096
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}The,14087
without,14012
wife,13944
guess,13932
run,13925
ai,13922
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}But,13832
de,13792
gone,13768
once,13679
use,13587
start,13537
happy,13493
killed,13330
bring,13327
face,13326
year,13280
myself,13275
days,13217
end,13202
die,13176
\cHFFFFFF}{\3cH000000}{\4cH000000}The,13160
matter,13038
play,13024
\cHFFFFFF}{\3cH000000}{\4cH000000}That,13022
few,12998
huh,12916
\fnsegoe,12852
hard,12848
saying,12843
ago,12811
hope,12767
\cHFFFFFF}{\3cH000000}{\4cH000000}I'm,12660
lost,12651
while,12636
bit,12608
open,12564
such,12533
anyone,12493
five,12460
friends,12408
both,12371
wants,12371
turn,12353
problem,12193
alone,12086
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}He,12049
until,12016
hand,11989
says,11982
tomorrow,11954
\3cH202020,11954
kid,11906
brother,11861
school,11845
second,11781
everyone,11762
watch,11752
looks,11713
business,11483
since,11445
door,11384
true,11286
phone,11266
beautiful,11253
exactly,11213
\cHFFFFFF}{\3cH000000}{\4cH000000}He,11128
each,11115
excuse,11000
que,10863
having,10841
kids,10827
thinking,10808
water,10799
working,10774
la,10748
minutes,10742
part,10740
minute,10707
under,10694
\cHFFFFFF}{\3cH000000}{\4cH000000}But,10660
probably,10617
heart,10611
knows,10575
hit,10510
crazy,10506
stuff,10498
everybody,10491
police,10481
hands,10414
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}We,10411
happen,10393
\3cH202020}And,10382
soon,10345
supposed,10344
deal,10311
shut,10297
four,10273
late,10258
far,10238
um,10197
death,10186
word,10153
eyes,10132
story,10038
worry,10015
gave,9978
makes,9977
sit,9907
somebody,9899
damn,9839
point,9838
means,9816
also,9785
check,9779
city,9769
later,9766
case,9726
hurt,9717
inside,9691
taking,9688
close,9625
side,9614
set,9605
bye,9603
read,9598
change,9572
easy,9553
number,9552
fight,9506
fire,9498
mine,9492
game,9490
pay,9455
ass,9428
\3cH202020}You,9416
person,9400
chance,9400
times,9323
rest,9289
wish,9288
different,9255
its,9252
eat,9234
\cHFFFFFF}{\3cH000000}{\4cH000000}We,9229
whatever,9200
half,9094
afraid,9084
party,9062
week,8984
young,8975
shall,8961
shot,8953
sleep,8919
quite,8906
\cHFFFFFF}{\3cH111111}{\4cH111111}I,8842
making,8838
không,8833
drink,8795
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}So,8753
fun,8702
blood,8692
hours,8684
behind,8631
forget,8620
moment,8602
asked,8601
anymore,8586
war,8556
high,8548
least,8545
comes,8523
cut,8497
against,8486
important,8480
'cause,8408
stand,8405
trust,8312
safe,8303
tôi,8296
question,8285
nobody,8240
walk,8233
waiting,8231
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}No,8213
town,8212
break,8208
ah,8188
six,8177
met,8153
husband,8147
speak,8141
gets,8140
couple,8139
line,8122
free,8108
children,8092
truth,8087
doctor,8069
yours,8049
body,8011
daughter,8004
clear,7987
office,7967
gun,7889
telling,7874
Jesus,7859
lady,7850
reason,7763
light,7750
girls,7744
goes,7727
'em,7721
alive,7711
\cHFFFFFF}{\3cH000000}{\4cH000000},7691
trouble,7675
almost,7625
anyway,7604
cool,7598
boys,7596
married,7592
started,7584
welcome,7556
died,7551
funny,7523
brought,7497
between,7436
hate,7421
full,7409
front,7378
months,7369
book,7338
able,7262
save,7233
outside,7212
dog,7206
needs,7202
sister,7201
plan,7194
bed,7190
hot,7186
though,7181
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}This,7178
answer,7165
bitch,7146
tried,7138
\3cH202020}It,7134
news,7098
pick,7074
promise,7070
child,7053
\cHFFFFFF}{\3cH000000}{\4cH000000}No,7034
power,7032
white,6991
lives,6982
country,6978
hour,6970
John,6964
lord,6929
black,6929
anybody,6928
perfect,6798
honey,6790
send,6716
living,6713
stupid,6701
seems,6691
ahead,6661
king,6659
along,6644
order,6624
drive,6623
lose,6608
women,6604
shoot,6558
running,6544
team,6540
sent,6529
dinner,6513
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}You're,6509
food,6504
\3cH202020}What,6472
Mrs.,6464
dear,6415
là,6410
\cHFFFFFF}{\3cH000000}{\4cH000000}This,6396
taken,6382
street,6326
buy,6299
red,6298
feeling,6280
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}She,6275
himself,6265
touch,6246
million,6241
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}How,6235
earth,6211
sort,6184
either,6156
special,6126
sound,6123
mr,6114
air,6095
Dr.,6083
hmm,6028
past,6014
sometimes,6002
daddy,5996
top,5969
human,5957
music,5940
pull,5929
captain,5913
leaving,5905
serious,5899
follow,5850
happens,5849
company,5810
fast,5764
ya,5744
control,5738
sick,5731
weeks,5722
known,5720
fact,5708
moving,5701
\cHFFFFFF}{\3cH000000}{\4cH000000}So,5685
\cHFFFFFF}{\3cH000000}{\4cH000000}You're,5671
till,5665
seem,5655
parents,5646
hang,5636
asking,5629
luck,5591
small,5569
playing,5555
hair,5554
win,5554
anh,5548
ten,5539
scared,5522
possible,5517
\fnMicrosoft,5515
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}There,5505
whoa,5500
\cHFFFFFF}{\3cH000000}{\4cH000000}There,5497
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Why,5486
\cHFFFFFF}{\3cH111111}{\4cH111111,5484
perhaps,5471
ha,5469
become,5432
\cHFFFFFF}{\3cH000000}{\4cH000000}How,5430
dream,5426
lucky,5420
sweet,5416
piece,5416
sounds,5401
secret,5392
straight,5389
somewhere,5334
je,5333
wow,5312
của,5277
sense,5269
glad,5261
eye,5261
meeting,5260
law,5250
figure,5250
words,5242
finally,5227
president,5225
calling,5201
hurry,5196
kidding,5190
bet,5175
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}to,5134
cold,5132
catch,5114
sex,5109
road,5108
sign,5081
\3cH202020}I'm,5077
step,5070
rather,5055
l,5039
less,5035
un,5034
choice,5031
có,5025
loved,5016
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Is,5013
questions,5009
longer,5007
York,5007
state,5005
lie,4989
takes,4987
feet,4987
dance,4982
clean,4967
dark,4940
fall,4940
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Yeah,4934
pas,4931
\3cH202020}That,4928
looked,4925
\3cH202020}But,4921
happening,4910
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}A,4906
drop,4903
murder,4897
Jack,4891
picture,4890
write,4879
\cHFFFFFF}{\3cH000000}{\4cH000000}She,4858
future,4838
gentlemen,4825
ladies,4788
worth,4769
vous,4760
land,4753
seven,4749
\cHFFFFFF}{\3cH000000}{\4cH000000}A,4744
ride,4719
le,4713
learn,4711
felt,4701
wonderful,4697
\3cH202020}The,4697
absolutely,4690
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000},4677
\cHFFFFFF}{\3cH000000}{\4cH000000}Why,4654
worked,4646
security,4642
fault,4640
throw,4638
train,4618
poor,4616
amazing,4591
miles,4586
turned,4583
Frank,4579
boss,4565
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}They,4545
seeing,4532
building,4530
\cHFFFFFF}{\3cH111111}{\4cH111111}You,4519
needed,4507
hospital,4506
alright,4502
careful,4488
return,4486
meant,4480
Christ,4477
across,4458
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Do,4440
others,4440
date,4431
uncle,4431
system,4428
changed,4422
beat,4416
evening,4387
ground,4382
y,4380
wake,4363
strong,4358
suppose,4356
dude,4355
wonder,4341
early,4340
\cHFFFFFF}{\3cH000000}{\4cH000000}They,4338
American,4335
works,4318
none,4314
weird,4312
\cHFFFFFF}{\3cH111111}{\4cH111111}And,4295
message,4293
coffee,4291
mad,4290
\cHFFFFFF}{\3cH000000}{\4cH000000}I'll,4283
giving,4280
ones,4247
birthday,4247
\cHFFFFFF}{\3cH000000}{\4cH000000}Don't,4236
given,4234
eight,4233
entire,4232
rock,4229
class,4216
quick,4207
worse,4203
\cHFFFFFF}{\3cH000000}{\4cH000000}Let,4201
forever,4201
hotel,4200
kiss,4191
quiet,4184
upon,4177
voice,4159
goddamn,4149
born,4144
protect,4144
lead,4143
\3cH202020}He,4130
fly,4128
explain,4127
missing,4126
ice,4109
master,4109
calm,4108
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}My,4107
mouth,4100
blue,4099
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Just,4096
\fnTimes,4079
army,4072
George,4056
song,4056
finish,4043
report,4042
fear,4039
imagine,4034
con,4022
thinks,4021
terrible,4004
mm,4003
box,4001
history,3999
information,3999
caught,3994
lovely,3993
wear,3993
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Who,3982
anywhere,3968
expect,3967
\cHFFFFFF}{\3cH000000}{\4cH000000}Do,3966
cover,3964
\fn@Arial,3960
Unicode,3960
pass,3959
watching,3959
floor,3954
mistake,3954
boat,3953
ball,3912
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Let,3912
evidence,3902
middle,3901
act,3896
bag,3888
honor,3886
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}I'll,3884
stick,3883
kept,3875
totally,3870
Christmas,3862
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}All,3862
single,3859
\cHFFFFFF}{\3cH000000}{\4cH000000}Come,3856
officer,3851
deep,3850
pain,3830
attack,3829
tu,3826
movie,3823
simple,3819
blow,3819
sea,3817
\cHFFFFFF}{\3cH000000}{\4cH000000}My,3815
wedding,3811
fair,3810
list,3808
lying,3804
star,3804
queen,3802
completely,3801
key,3800
worried,3796
tired,3794
handle,3787
join,3787
\cHFFFFFF}{\3cH000000}{\4cH000000}Is,3764
\cHFFFFFF}{\3cH000000}{\4cH000000}Yeah,3762
ship,3754
machine,3748
broke,3741
paid,3739
ma'am,3726
table,3724
yo,3723
spend,3715
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Where,3706
ray,3705
Joe,3697
clothes,3693
busy,3689
Michael,3688
missed,3686
prison,3683
David,3680
record,3676
Tom,3671
en,3667
sell,3663
Charlie,3662
dangerous,3655
được,3654
plane,3647
unless,3641
đó,3637
\3cH202020}We,3634
count,3634
sitting,3633
club,3629
government,3620
wearing,3617
đi,3616
month,3609
certainly,3599
\cHFFFFFF}{\3cH000000}{\4cH000000}to,3595
decided,3595
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Don't,3584
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Are,3581
general,3572
sun,3570
killing,3566
c'est,3562
saved,3558
bank,3551
attention,3545
round,3544
short,3540
situation,3540
swear,3537
fish,3534
present,3530
hundred,3521
buddy,3521
peace,3517
ring,3516
\cHFFFFFF}{\3cH000000}{\4cH000000}Where,3514
offer,3507
cause,3503
sing,3502
near,3491
America,3484
seriously,3481
\cHFFFFFF}{\3cH000000}{\4cH000000}All,3474
mama,3470
proud,3461
hide,3453
crime,3452
private,3447
Mary,3445
cop,3441
smart,3435
smell,3435
soul,3421
cops,3420
\cHFFFFFF}{\3cH000000}{\4cH000000}Who,3415
chúng,3412
Harry,3408
share,3406
bought,3405
accident,3403
definitely,3394
fuckin,3393
charge,3393
goodbye,3392
age,3384
talked,3384
force,3383
gold,3381
certain,3370
sẽ,3365
yesterday,3363
stopped,3362
agent,3361
\cHFFFFFF}{\3cH000000}{\4cH000000}Just,3361
London,3358
wall,3357
Peter,3356
window,3355
Sam,3354
te,3350
darling,3344
personal,3334
letter,3328
trip,3322
marry,3316
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Because,3313
bar,3308
chief,3304
surprise,3304
test,3291
dress,3291
bullshit,3288
won,3285
space,3277
enjoy,3270
seat,3264
seconds,3264
và,3252
court,3245
north,3229
ran,3225
mark,3224
interesting,3223
forward,3220
position,3209
mike,3207
strange,3205
fighting,3202
broken,3201
pleasure,3198
realize,3197
except,3188
fell,3181
art,3170
brain,3167
standing,3166
van,3165
detective,3162
fix,3157
hungry,3154
\cHFFFFFF}{\3cH111111}{\4cH111111}What,3153
paper,3152
apartment,3151
south,3141
forgot,3139
slow,3138
card,3137
rules,3129
\cHFFFFFF}{\3cH000000}{\4cH000000}Are,3128
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Come,3124
grab,3124
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Okay,3122
girlfriend,3121
Paul,3119
forgive,3118
afternoon,3116
horse,3113
bloody,3113
thousand,3112
\cHFFFFFF}{\3cH111111}{\4cH111111}It,3111
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}We're,3106
green,3106
lunch,3098
à,3096
nine,3085
service,3083
finished,3082
này,3081
island,3076
moved,3073
truck,3064
station,3061
English,3060
interested,3057
\3cH202020}So,3054
using,3049
lived,3042
likes,3041
during,3040
spent,3037
film,3036
gì,3035
instead,3032
area,3028
cho,3028
feels,3027
bill,3023
o,3022
mess,3019
tree,3002
river,2997
rich,2995
appreciate,2992
calls,2991
TV,2990
walking,2982
field,2977
holy,2972
el,2971
camera,2971
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}I've,2967
driving,2966
relax,2965
group,2965
đã,2965
prove,2962
e,2962
loves,2955
park,2953
third,2943
within,2939
doubt,2938
favorite,2934
mission,2933
favor,2931
gift,2931
foot,2929
cute,2929
agree,2929
\cHFFFFFF}{\3cH000000}{\4cH000000}Get,2925
tea,2924
grand,2923
hole,2916
French,2913
major,2909
một,2908
respect,2904
dying,2895
stuck,2891
cell,2885
books,2879
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Not,2870
quit,2867
\cHFFFFFF}{\3cH000000}{\4cH000000}We're,2862
làm,2862
tough,2859
joke,2859
difference,2857
push,2856
cash,2851
store,2848
college,2845
cat,2843
boyfriend,2841
ben,2839
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}If,2838
\cHFFFFFF}{\3cH000000}{\4cH000000}I've,2838
Bob,2827
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Your,2827
contact,2825
church,2825
normal,2821
asshole,2819
public,2817
starting,2816
drunk,2809
jump,2798
partner,2796
plus,2794
huge,2794
worst,2788
visit,2787
\3cH000000}I,2786
fool,2784
người,2782
evil,2781
sad,2778
du,2778
bus,2759
bunch,2756
scene,2754
listening,2746
carry,2740
dick,2739
James,2737
gives,2736
bear,2719
flight,2718
Max,2717
teach,2714
fat,2714
non,2708
wrote,2708
monsieur,2704
impossible,2701
lo,2701
named,2698
low,2697
Jim,2696
guns,2694
arms,2694
owe,2690
ở,2690
kick,2689
dreams,2684
honest,2681
ma,2680
track,2676
cross,2674
killer,2670
everywhere,2669
eh,2668
west,2666
magic,2663
holding,2660
sake,2659
phải,2659
bigger,2652
liked,2651
es,2647
reach,2639
awesome,2639
choose,2639
Paris,2636
bastard,2636
Subhead\fs14\1cH3CF1F3,2636
grow,2633
final,2633
gay,2630
mmm,2630
I'm,2630
planet,2625
department,2619
weapon,2617
idiot,2614
dollars,2612
\cHFFFFFF}{\3cH000000}{\4cH000000}If,2611
double,2611
putting,2605
wind,2600
problems,2596
involved,2596
quickly,2588
type,2588
professor,2585
rồi,2584
heaven,2584
summer,2583
begin,2582
suit,2582
fucked,2582
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Thank,2582
arm,2582
code,2581
smoke,2579
board,2576
\cHFFFFFF}{\3cH111111}{\4cH111111}The,2575
level,2572
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}or,2570
press,2568
eating,2567
relationship,2566
flying,2565
bomb,2558
sleeping,2555
staying,2554
beginning,2550
beer,2546
difficult,2544
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}for,2543
Jimmy,2531
ooh,2529
Nick,2528
hero,2524
lt,2523
upstairs,2521
themselves,2516
upset,2513
self,2510
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}in,2509
states,2508
promised,2502
lawyer,2496
band,2496
\cHFFFFFF}{\3cH000000}{\4cH000000}Yes,2495
figured,2495
enemy,2494
hat,2493
\cHFFFFFF}{\3cH000000}{\4cH000000}Okay,2493
mate,2491
built,2489
\3cH202020},2489
neither,2488
\cHFFFFFF}{\3cH000000}{\4cH000000}l,2484
mommy,2484
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Now,2484
whose,2477
whether,2471
writing,2470
angry,2470
risk,2468
pictures,2468
ce,2464
beyond,2460
further,2460
allowed,2460
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Yes,2458
roll,2458
orders,2456
picked,2456
names,2455
east,2452
copy,2448
\cHFFFFFF}{\3cH000000}{\4cH000000}Now,2446
bird,2445
marriage,2440
locked,2438
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}When,2434
learned,2434
wondering,2433
shoes,2432
se,2431
speaking,2431
united,2427
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Maybe,2427
race,2425
ourselves,2421
et,2421
fit,2414
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Then,2414
jail,2414
ways,2410
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Did,2407
tight,2405
arrest,2403
became,2403
support,2401
above,2401
dare,2401
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Get,2394
accept,2387
address,2386
helping,2380
Ted,2379
glass,2379
decision,2379
spot,2372
dirty,2369
passed,2365
build,2365
complete,2362
\3cH202020}She,2359
wine,2358
obviously,2356
\cHFFFFFF}{\3cH000000}{\4cH000000}Thank,2355
Henry,2353
judge,2352
twice,2349
lay,2349
gas,2348
đây,2346
hoping,2345
les,2345
usually,2344
herself,2342
\cHFFFFFF}{\3cH000000}{\4cH000000}Then,2342
\cHFFFFFF}{\3cH000000}{\4cH000000}Not,2340
với,2337
ça,2335
colonel,2334
deserve,2325
apart,2324
battle,2323
nose,2322
computer,2320
numbers,2319
price,2315
often,2315
weapons,2315
I.,2313
innocent,2310
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Can,2310
reading,2309
hiding,2309
moon,2305
breathe,2303
Yep,2295
princess,2292
\3cH202020}No,2292
danger,2290
extra,2287
destroy,2284
warm,2284
escape,2281
ridiculous,2280
blame,2279
ra,2279
played,2276
keeping,2276
places,2273
bathroom,2272
experience,2272
corner,2271
pregnant,2269
breakfast,2268
\3cH202020}This,2268
cry,2266
action,2265
leg,2263
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Oh,2262
knife,2261
steal,2260
crap,2253
interest,2252
\cHFFFFFF}{\3cH000000}{\4cH000000}in,2251
showed,2249
form,2244
memory,2244
los,2242
rid,2242
em,2239
energy,2239
search,2232
animal,2228
cô,2227
t,2227
pour,2227
plans,2224
fresh,2222
shop,2221
fired,2221
stole,2220
neck,2217
keeps,2217
lock,2216
\cHFFFFFF}{\3cH000000}{\4cH000000}When,2214
kitchen,2210
keys,2210
\cHFFFFFF}{\3cH000000}{\4cH000000}Because,2209
losing,2206
animals,2204
legs,2202
surprised,2198
nervous,2198
following,2193
\cHFFFFFF}{\3cH000000}{\4cH000000}Your,2192
beach,2190
allow,2187
turns,2185
radio,2184
laugh,2182
prince,2181
sweetheart,2180
\cHFFFFFF}{\3cH111111}{\4cH111111}That,2174
notice,2174
burn,2172
ought,2167
wild,2167
indeed,2165
immediately,2164
trick,2160
duty,2160
video,2160
drinking,2159
nó,2159
tape,2154
greatest,2151
shooting,2150
large,2149
waste,2148
match,2143
tells,2142
nature,2140
spirit,2139
target,2138
decide,2137
Walter,2135
stars,2133
speed,2133
brothers,2132
chicken,2131
empty,2131
guard,2128
taste,2128
weekend,2126
congratulations,2126
especially,2118
continue,2115
\3cH202020}You're,2115
Roger,2115
closed,2115
thế,2114
pants,2112
survive,2108
\3cH202020}How,2107
knock,2107
drug,2107
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Of,2105
mention,2103
taught,2102
account,2100
feelings,2100
willing,2099
Poirot,2097
\cHFFFFFF}{\3cH000000}{\4cH000000}Did,2097
awful,2096
Sarah,2095
lies,2091
drugs,2090
emergency,2084
si,2081
closer,2081
ông,2079
smile,2076
sold,2073
conversation,2073
pop,2068
feed,2066
victim,2065
belong,2065
excellent,2060
lights,2058
asleep,2057
\cHFFFFFF}{\3cH000000}{\4cH000000}For,2057
dogs,2053
ex,2052
bottom,2052
Tommy,2051
super,2047
note,2046
lots,2046
folks,2045
stories,2042
apologize,2041
raise,2039
simply,2039
\cHFFFFFF}{\3cH111111}{\4cH111111}I'm,2038
cook,2037
cost,2036
truly,2036
pressure,2034
Robert,2033
heads,2033
breath,2032
games,2029
trong,2028
il,2025
bother,2025
da,2023
admit,2022
skin,2021
powerful,2020
shh,2015
helped,2012
driver,2012
plenty,2010
biggest,2009
military,2008
balls,2007
itself,2006
sky,2004
\3cH202020}There,2004
possibly,2003
famous,2000
camp,1999
faster,1997
suddenly,1996
pulled,1995
để,1990
Eddie,1990
leaves,1987
lại,1983
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}with,1982
size,1980
est,1977
ne,1976
universe,1972
rain,1965
bottle,1965
center,1964
teacher,1963
angel,1961
mum,1959
bridge,1956
hall,1953
madame,1953
murdered,1952
sight,1951
\cHFFFFFF}{\3cH000000}{\4cH000000}Good,1947
devil,1947
\cHFFFFFF}{\3cH000000}{\4cH000000}Oh,1946
travel,1946
England,1945
\3cH202020}Why,1944
consider,1942
shame,1941
besides,1940
held,1938
Dan,1933
beauty,1928
file,1928
crying,1927
lied,1924
common,1922
seemed,1919
rule,1918
local,1917
arrived,1916
\cHFFFFFF}{\3cH000000}{\4cH000000}Maybe,1907
walked,1907
shirt,1907
natural,1905
hearing,1905
gotten,1905
training,1904
guilty,1903
advice,1898
science,1897
Alex,1896
desk,1891
acting,1891
lily,1891
excited,1891
opportunity,1887
heavy,1886
hardly,1884
sergeant,1883
papa,1878
Danny,1877
thể,1877
\fnFZXiHei,1876
mà,1873
papers,1872
onto,1871
justice,1869
study,1869
nowhere,1867
freedom,1867
knowing,1866
dancing,1866
crew,1865
village,1864
outta,1862
\cHFFFFFF}{\3cH000000}{\4cH000000}Or,1860
mountain,1859
brown,1858
teeth,1857
\cHFFFFFF}{\3cH2F2F2F}{\4cH000000}Good,1856
nào,1856
operation,1855
ocean,1854
twenty,1854
\cHFFFFFF}{\3cH111111}{\4cH111111}We,1853
shows,1850
storm,1850
ghost,1849
bringing,1844
birds,1843
program,1842
breaking,1842
medical,1837
stone,1835
fbi,1835
s,1835
cars,1835
ich,1834
hanging,1833
strength,1833
written,1831
m,1831
\cHFFFFFF}{\3cH000000}{\4cH000000}Can,1830
credit,1830
brilliant,1830
d,1828
Steve,1827
faith,1826
Jane,1824
responsible,1822
turning,1820
command,1820
Holmes,1819
chinese,1819
dig,1817
Richard,1817
Andy,1813
billy,1811
heading,1811
matters,1811
nearly,1811
spoke,1810
afford,1809
motherfucker,1808
treat,1808
dropped,1805
map,1805
stage,1804
sweetie,1804
incredible,1802
bien,1799
beg,1799
main,1798
block,1798
practice,1798
marshall,1795
cup,1795
\3cH3F3F3F}I,1793
\3cH202020}Is,1792
pool,1788
checked,1788
national,1786
Rome,1786
view,1784
towards,1783
đâu,1783
\cHFFFFFF}{\3cH000000}{\4cH000000}Look,1783
fellow,1783
aunt,1782
access,1779
Mrs,1779
career,1778
pardon,1777
\cHFFFFFF}{\3cH111111}{\4cH111111}He,1776
Amy,1774
ho,1773
planning,1772
necessary,1771
al,1771
somehow,1770
base,1768
cream,1768
patient,1766
