word,count
পেরেছি,511
দিলে,511
ফেলবে,507
অন্তত,507
এরা,506
মৃত্যু,505
সময়,502
সেরা,502
এখনি,501
আনতে,499
হয়ত,499
তাকাও,495
ধারণা,491
তুলে,491
পরিবারের,490
গোপন,490
এসেছ,490
পরিবর্তন,490
রাত,490
দোস্ত,489
দোষ,488
হতো,487
বাচ্চাদের,487
জীবিত,486
যত,485
তাঁকে,485
ঠিকই,484
মেয়ের,482
পাওয়ার,482
বদলে,482
অনুমতি,477
চাইলে,477
জিজ্ঞাসা,475
প্রিয়,473
থাম,473
জি,473
কিছুটা,470
বসো,470
মহিলা,470
মাস,469
প্রফেসর,469
বোকা,469
ধরা,468
পরীক্ষা,468
কোনও,468
বিরুদ্ধে,468
চলছে,467
বলেছেন,467
ফেরত,467
এইতো,467
দারুন,466
অসম্ভব,465
পারবেনা,464
পেয়েছে,464
বলছো,463
পৃথিবী,462
সোজা,461
জীবনে,459
ওহ্‌,459
লেখা,459
দিচ্ছে,459
দেখার,458
ব্যবস্থা,457
কালো,457
কয়েক,457
ভেবে,457
সাবধানে,457
গিয়েছিল,456
দিলাম,456
খেয়াল,454
অসাধারণ,454
তেমন,452
হবেনা,452
আসি,451
বন্দুক,451
বয়স,450
লুকিয়ে,448
দিও,447
সামান্য,446
হলাম,445
করছিলাম,445
টাকার,444
দিনের,444
করত,443
বাবাকে,442
বলছেন,442
বলেছিলে,441
করেনি,440
লেগেছে,440
করতাম,440
ধর,440
চার,439
সারা,438
সম্মান,437
ভালই,437
সময়ে,436
রাখবে,436
স্কুলে,435
এইটা,435
চোখে,435
সাবধান,434
বললাম,434
বিক্রি,433
দিবো,431
অধিকার,430
ইয়া,430
এগিয়ে,430
মার,430
চিনি,430
সকালে,430
এইসব,430
কাজটা,430
মজার,429
বাহিরে,429
তে,428
বলেছিল,428
ডলার,428
চেয়েও,427
ফেলো,427
চিৎকার,427
করলো,426
ডঃ,426
নিন,426
গুলো,426
পেলে,424
মরে,424
চেহারা,423
সেকেন্ড,423
সন্দেহ,422
থাকি,421
ইয়াহ,421
পরের,420
করেই,420
ভালবাসি,420
সাধারণ,420
বন্ধুরা,419
দূর,419
কোথায়,418
জাহাজ,418
পাঁচ,417
যাকে,416
পারিনি,416
ঘটনা,415
ভেঙ্গে,414
বোন,413
বলেছ,412
ঝামেলা,411
পুরনো,411
পরিকল্পনা,411
তৈরী,409
হয়েছি,409
মেয়েকে,409
ফেলেছি,408
ভাগ্য,408
ফেলেছে,408
বই,407
গেলাম,407
হায়,407
বুঝেছি,405
দেখলে,405
একেবারে,404
বানিয়ে,404
ভালোবাসি,403
৬,403
দুটো,403
মাধ্যমে,402
ভাগ,402
হবার,402
হয়েছিলো,402
নে,401
পাবেন,400
পালিয়ে,400
যোগাযোগ,400
সময়ের,399
আটকে,399
ভালোবাসা,398
সপ্তাহ,398
বাস,398
চোখের,398
মধ্যেই,396
থাকবো,396
ঘর,396
নও,395
আদেশ,394
লোকদের,394
দুজন,393
ম্যান,393
গিয়েছিলাম,392
পারলে,391
ফেল,391
প্রয়োজন,390
ঘন্টা,390
সমাধান,390
তাঁরা,389
রাজি,389
অবস্থায়,389
প্রধান,388
জন্ম,388
শহরের,385
জোরে,385
কাছাকাছি,384
মতই,384
দেয়ার,384
কোথাকার,384
আসবো,384
দায়িত্ব,384
রাখ,384
এদের,384
উনার,383
জিনিসটা,382
৪,382
দেওয়ার,382
মেনে,381
গরম,381
পড়েছে,380
শহর,379
ঘুরে,379
কই,379
জেনে,378
মুখে,377
আগুন,377
দেখাতে,377
বেরিয়ে,377
এরপর,376
ছেলের,376
শহরে,375
ঘৃণা,375
দেখাও,375
প্ল্যান,375
শান্তি,373
ওরে,373
দিক,372
দেবতা,372
ভেতর,371
জর্জ,371
পারতাম,371
বললো,370
রুমে,370
তোরা,370
পরিচিত,369
লোকজন,369
রকম,368
খোলা,368
রাতের,365
দাঁড়িয়ে,364
চলবে,364
আস,363
মানুষকে,363
নিরাপত্তা,363
যেভাবে,362
যুদ্ধের,362
পরিচয়,361
নিয়েছে,361
পিটার,361
বিরক্ত,360
লক্ষ্য,360
অনুসরণ,359
করতো,359
তাঁদের,359
নিয়ম,358
মরতে,358
রেখো,357
শক্ত,357
থামাও,356
ফেলতে,356
ম্যাডাম,356
সাথেই,356
দেখাচ্ছে,355
ধুর,355
সম্পর্ক,355
পৃথিবীতে,354
জয়,354
বাঁচাতে,354
নয়,353
আল্লাহ,352
হয়তোবা,351
করিয়ে,351
২০,351
বলল,351
এসেছেন,351
দেখেছো,350
মিনিটের,350
আইন,349
হত,348
এজেন্ট,347
লোকের,346
নিউ,346
লর্ড,346
চেয়েছিলাম,346
গাছ,346
লোকটা,345
চুক্তি,345
রেডি,345
চাইনা,344
লাল,344
কবে,344
যতক্ষণ,344
শিকার,344
হাহ,344
পড়তে,343
ঘুম,343
হিসাবে,343
রুম,342
ক্ষতি,341
শরীর,341
থাকব,341
নজর,339
দাম,339
দেখেছ,338
শাস্তি,337
জী,337
জ্বি,337
সমস্ত,337
মাকে,336
কাহিনী,336
দেখবে,336
যেই,336
স্কুল,335
এভাবেই,335
কফি,335
উপহার,335
বরং,335
কিচ্ছু,333
করেছিলে,333
টি,333
মাই,332
যাবার,332
মেয়েটা,332
লোকেরা,332
রাস্তায়,331
সেগুলো,331
বিষয়ে,331
বুদ্ধি,330
লম্বা,330
রাগ,330
হয়না,330
গুড,330
শীঘ্রই,329
গাড়িতে,329
গাড়ির,329
গ্রহণ,328
ঘটেছে,328
সম্পূর্ণ,328
আজকের,328
দেন,328
প্রভু,328
যাবেন,327
কোড,326
কিংবা,326
অর্থ,326
দেখলাম,325
সতর্ক,325
পাঠিয়ে,325
মাস্টার,324
রিপোর্ট,324
কারা,324
লাগলো,324
ছেলেকে,323
মনোযোগ,323
ওদেরকে,323
ফালতু,322
করোনা,322
ওগুলো,322
থেকেও,321
দশ,321
বানাতে,321
জেগে,320
কেউই,320
এজন্যই,320
বিশাল,320
নিয়েছি,319
আবারো,319
ভিন্ন,319
কুপার,318
চা,318
এসেছিল,317
বাল,316
তাকিয়ে,316
সৃষ্টি,316
হামলা,316
পুরোপুরি,316
অল্প,316
বাই,316
আগামীকাল,315
কিছুর,315
অফিসার,314
আলো,314
কাপড়,314
পুলিশের,314
তবুও,313
প্রার্থনা,313
ওয়াও,312
করিস,312
অবস্থান,311
সাবটাইটেল,311
বাচ্চারা,311
পেলাম,311
হাসি,311
পাচ্ছ,310
যাদের,310
আক্রমণ,310
নেবে,309
শুনুন,309
সন্তান,309
পারবনা,309
ডান,308
বেছে,308
একজনকে,308
অবশ্য,308
জায়গাটা,308
চলুন,308
আপ,308
বেবি,307
খাও,307
জরুরী,306
বানানো,306
চিঠি,306
রাখার,305
মালিক,305
প্রতিদিন,304
নেয়া,304
ক্ষেত্রে,304
পড়বে,303
আম্মু,302
পিছে,302
শ্বাস,302
বুঝে,302
কারনে,301
নিচ্ছি,301
প্রেসিডেন্ট,300
গেছেন,299
দু,299
কথাই,298
দিয়েছেন,298
অামি,297
দেশের,297
পেয়েছ,296
চুল,296
প্রেম,296
যেহেতু,295
কাকে,295
দিয়েছিল,295
দিল,295
ব্যথা,295
জানার,294
দিয়েছিলাম,294
ঘণ্টা,294
দৌড়াও,294
মেশিন,294
আমারে,294
মনের,293
সাহেব,293
থামাতে,292
চাবি,292
করেছিলো,292
সবকিছুই,291
মিশন,291
হলেও,291
অসুস্থ,291
এটাও,291
পরবর্তী,291
অনেকটা,291
বুঝেছ,291
রং,290
পাবো,290
হয়ে,290
আমারও,290
কোনটা,289
মারার,289
থাকুন,289
পারছিনা,289
টিম,288
অনুবাদক,288
পাও,288
প্রত্যেক,288
কখনই,287
যেও,287
ফেলবো,287
সবসময়ই,287
কেস,287
পৌঁছে,287
প্রকাশ,287
স্বীকার,286
বুঝলাম,285
ভিডিও,285
অর্ধেক,285
বোমা,285
অফ,285
জেলে,284
রান্না,284
দুইটা,284
পড়ো,284
বন্ধুদের,284
এসেছো,283
দেখিনি,283
আনা,283
হইছে,283
খুঁজতে,282
পিছু,282
বাধ্য,282
ব্যবসা,282
যাচ্ছো,282
মূল্য,282
নিবে,282
স্বামী,281
চালিয়ে,281
হাতের,281
থেকো,281
চরম,280
বুঝলে,280
ঈশ্বরের,280
বলবেন,278
ভবিষ্যৎ,278
বুড়ো,278
বলেছিলেন,277
রেখেছে,277
শয়তান,277
৩০,277
হ,276
কাম,276
চাচ্ছ,275
ক্যামেরা,275
করছিস,274
মেয়ে,273
ভগবান,273
বাঁচাও,273
সুন্দরী,273
বাজি,272
ফেলা,272
নিচু,272
মারো,271
আরেকটু,271
জাদু,271
পবিত্র,270
বিয়ের,270
নিও,270
বলছিলাম,270
প্রবেশ,270
সামলে,270
মাথার,269
ব্যক্তি,269
হিরো,269
মরার,269
বাংলা,269
ওখানেই,269
উদ্ধার,269
ট্রেন,268
স্পর্শ,268
গন্ধ,268
যোগ,268
আইডিয়া,268
নাহলে,268
যোগ্য,267
শত্রু,267
চাপ,267
লেগে,267
উম,267
আব্বু,266
পড়,266
ওঠো,265
বললেন,264
লাইন,264
বলিনি,264
মেয়েদের,264
পাথর,263
ওটার,263
ব্যাগ,262
সেটার,262
দ্যা,261
নিয়ন্ত্রণ,261
নেমে,261
হব,261
খাবে,260
অফিসে,260
হাসপাতালে,260
নেয়,260
অর্ডার,259
রাখুন,259
নিয়ে,259
হবো,259
খাওয়া,259
জানাতে,259
দ্বিতীয়,259
ফ্র্যাঙ্ক,259
আ,259
ভাব,258
অনুবাদ,258
ছেড়ে,258
লাশ,258
রাখে,257
অবশেষে,257
বিশ্রাম,257
অপরাধ,256
উঠো,256
করছিল,256
যত্ন,256
তোদের,256
অন্ধকার,256
ধরণের,255
র,255
বাহ,255
বাস্তব,254
উদ্দেশ্য,254
শুয়ে,254
১৫,254
সত্যিকারের,254
স্যাম,253
ভাবো,253
দিনে,253
ছাড়,253
চিনতে,252
কথাটা,252
ছাড়াই,252
পাঠানো,252
ব্যস্ত,252
স্বাভাবিক,252
হঠাৎ,252
গাধা,252
অনুরোধ,251
ভয়ানক,251
এইযে,251
পারেনা,251
ভিতর,251
সরাসরি,251
নীল,251
১০০,251
মেরেছে,251
বেচে,250
ডক্টর,250
বিপদে,250
৮,249
প্রাণ,249
পড়েছি,249
অন,249
এসবের,249
জিমি,249
গড,249
পানির,249
অন্যান্য,249
মিয়া,249
এনে,248
আসব,248
সাদা,248
ডেভিড,248
ভালবাসা,247
৭,247
অন্যদের,247
মিলিয়ন,247
রেকর্ড,247
মুক্তি,247
চোর,246
চলতে,246
দিয়েছ,246
যেকোন,246
ছেলেরা,246
হই,245
কার্ড,245
সহ্য,245
একটাই,245
মাইল,245
শার্লক,245
মিষ্টি,245
কোথা,245
মদ,244
পুত্র,244
খরচ,244
সবই,244
শপথ,244
আউট,244
কুকুর,244
জেনারেল,243
মিলে,243
যাচ্ছেন,243
দাঁড়ান,243
আওয়াজ,243
আবারও,242
পক্ষে,242
স্থান,241
মুহূর্তে,241
ভাবতে,241
এখানকার,241
নামের,241
সরিয়ে,241
বিপদজনক,241
আচরণ,241
বোঝা,240
জানিস,240
সেদিন,240
করেছিলেন,239
সেখানেই,238
রাজার,238
পুরুষ,238
এক্সকিউজ,238
এক্ষুনি,238
সফল,238
অই,238
ভাবছি,238
ইয়েসাং,238
মতে,238
বাপ,238
ফুল,237
করিনা,237
বিপদ,237
শিক্ষা,237
শুনো,237
ভাষা,237
যুদ্ধে,237
খেলতে,237
কসম,236
দেখিয়ে,236
মাছ,235
মূল,235
চালাতে,234
কতটা,234
তোমার,234
অবাক,234
ভয়ংকর,234
খোল,234
বিখ্যাত,234
ভাবছিলাম,233
ব্যাংক,233
দেখেছিলাম,233
সামনের,233
কোরো,233
অভিনন্দন,233
৯,232
বাছা,232
কপি,232
সেও,232
সমান,232
শুনলাম,232
সপ্তাহে,232
আনন্দ,232
ক্লান্ত,232
ফেলব,232
পটার,231
সুস্থ,231
ছয়,231
জনি,231
চাকরি,230
কিনে,230
পাইনি,230
ব্যর্থ,230
মাটিতে,229
ব্যাথা,229
ডিম,229
পালা,229
প্রতিটি,229
দেশ,229
প্রেমে,229
ঘটে,228
পাঠিয়েছে,228
দুর্বল,228
আত্মা,228
গভীর,228
ইঞ্জিন,228
উপভোগ,228
কথায়,228
সিস্টেম,228
দুঃখ,228
ছিলনা,227
গতকাল,227
মামা,227
বাড়ির,227
তখনই,227
১২,227
দিলো,227
আগেও,227
এনেছি,226
ছেলেটা,226
পারলাম,226
যায়না,225
ঠাণ্ডা,225
শুধুই,225
মতোই,225
লাফ,224
পরিস্থিতি,224
খাওয়ার,224
একজনের,224
পার্টি,223
নেওয়া,223
ঠান্ডা,223
পারেনি,222
একাই,221
সারাজীবন,221
করবি,221
দেশে,220
হোমস,220
চাইবে,220
লাগল,220
চাচ্ছে,219
দলের,219
হুমম,219
ইচ্ছে,219
এজন্য,219
চালাও,219
মাল,219
তাও,219
সুতরাং,219
ঢুকে,219
মিসেস,219
দিয়ে,218
ঘুমাতে,218
৫০,218
অনুযায়ী,218
দেরী,218
গেছো,217
ভাগ্যবান,217
টেনে,217
সাত,216
ফাইল,216
বিশ্বের,216
চাস,216
চার্লি,215
গিয়েছিলো,215
চাচ্ছিলাম,215
হুমকি,215
মুছে,214
ব্ল্যাক,214
করল,214
হচ্ছি,214
স্মৃতি,214
ছড়িয়ে,213
এমনটা,213
কোটি,213
বাবু,213
পালাতে,213
বাহিনী,213
আমরাও,212
উনাকে,212
হৃদয়,212
জাহাজের,212
যায়নি,212
লাখ,212
আলোচনা,212
শেষে,212
সবগুলো,211
ত্যাগ,211
কয়েকটা,211
চিন্তিত,211
যাত্রা,211
অপেক্ষায়,211
জ্ঞান,210
নোংরা,210
কেও,210
সাহায্যের,210
জোর,209
ঢুকতে,209
সরো,209
মানুষদের,209
উঠতে,209
যেনো,209
তাইলে,208
করবেনা,208
ব্যক্তিগত,208
পাব,208
মেয়েরা,208
বিষয়টা,208
বুঝি,208
কাছেই,208
পিচ্চি,208
ভরসা,208
হোন,208
ঘন্টার,208
প্রমান,207
থাকেন,207
তদন্ত,207
পালাও,207
শিখতে,206
বৃষ্টি,206
নিব,206
লজ্জা,206
অামার,206
চিহ্ন,206
পোশাক,206
নির্দেশ,206
বিল্ডিং,205
যায়,205
কতদিন,205
থাকতো,204
সরি,204
বাতাস,204
স্ত্রীর,204
পারিনা,204
বসুন,204
ইঁদুর,203
সিরিয়াস,203
লিখে,203
আগ,203
জানলে,203
প্রতিটা,202
বন্দী,202
ড.,202
সু,202
যেমনটা,202
পায়ের,202
মাংস,202
জন্মদিন,202
সংকেত,202
গ্রামে,202
এইমাত্র,202
প্রতিশোধ,201
দুনিয়ার,201
তাছাড়া,201
পড়ছে,201
ভাইজান,201
জমি,201
পাচ্ছো,201
ইয়েস,201
পিকে,200
বাড়িতে,200
অনুমান,200
করতেই,200
আমরাই,200
বাধা,200
জানতো,200
বড়,199
নেবো,199
চাইনি,199
দয়া,198
বাচ্চার,198
ভাড়া,198
স্পেশাল,198
পরিণত,197
টার্গেট,197
জিন,197
গাড়িটা,197
গায়ে,197
পক্ষ,197
করেছিস,197
পড়া,197
ধরেছি,196
ভাইয়ের,196
বব,196
মোটেও,196
খোলো,196
রেখেছি,195
আই,195
দাদা,195
দিয়েই,195
খোঁজ,195
ব্র্যান্ড,195
০০০,195
কল্পনা,195
ঘটবে,195
করাতে,195
বার্তা,195
ধারনা,194
যাবেনা,194
দিবেন,194
রাখি,194
হারাতে,194
ম্যাম,193
সবুজ,193
যেরকম,193
মরবে,193
পাখি,193
ব্যাবহার,193
পার্থক্য,193
মিথ্যে,193
রাখবো,192
জবাব,192
পারবি,192
স্কুলের,192
যোদ্ধা,192
সার্জেন্ট,192
প্রশ্নের,192
সূর্য,191
নিরাপদে,191
মার্ফ,191
ওটাকে,191
যেত,191
পিতা,191
অভিযোগ,191
দীর্ঘ,191
হেনরি,191
রানী,190
পাশ,190
জটিল,190
গলা,190
বাম,190
হচ্ছিল,190
তিনটা,189
জেমস,189
বলতো,189
যিনি,189
প্রতিজ্ঞা,189
ঘুমিয়ে,189
এইবার,189
আজব,189
অত্যন্ত,189
নেব,189
লাগিয়ে,189
ডেকে,189
মিটিং,189
লি,188
ঠিকাছে,188
কারও,188
পাঠাতে,188
কালকে,188
ভেঙে,188
বানর,188
বাঁচতে,187
অপরাধী,187
এরিক,187
বেড়ে,187
চাচ্ছেন,186
ঐটা,186
টম,186
দেখবো,186
থাকবেন,185
রক্তের,185
আছিস,185
সমস্যাটা,185
হারিয়েছি,185
গ্রেফতার,184
আসেন,184
স্যুট,184
বন্ধুর,184
দেখেছে,184
দাড়িয়ে,184
ভর্তি,184
শুন,184
প্রস্তাব,183
তোমাদেরকে,183
জঘন্য,183
নাক,183
ওসব,183
মেরি,183
কন্ট্রোল,183
পেয়েছিলাম,183
দুরে,183
শরীরের,183
দেখছো,183
চার্লস,183
নেওয়ার,182
ভয়,182
পারছ,182
দায়ী,182
সরকার,182
