sentence,count
Поздравления.,18250
Къде си?,18210
Тук.,18162
Кое?,18069
Пусни ме!,17993
Никога.,17834
Не мога да повярвам.,17789
Напротив.,17609
"Да, така е.",17585
По-бързо!,17287
Слушай.,17282
Кой е?,17118
Виждаш ли?,17118
Насам.,17054
Всичко наред ли е?,16812
Аха.,16726
Побързай!,16662
Какво имаш предвид?,16454
Обещавам.,16429
Чакайте!,16273
Какво беше това?,16082
Не се притеснявай.,15941
Наздраве.,15921
Трябва да тръгвам.,15903
Хайде де.,15899
Не се тревожи.,15765
Както и да е.,15704
Разбираш ли?,15617
Майната ти!,15575
Не съм.,15562
Няма начин.,15512
Край.,15471
Идвам.,15463
Разбрах.,15461
Ох!,15232
"О, Господи!",15181
Заповядай.,15154
Прав си.,15141
Просто...,15129
До скоро.,15077
"Да, знам.",15059
Какво ти става?,14660
Какво правите?,14563
Невероятно.,14562
Тихо!,14495
Заповядайте.,14357
Правилно.,14188
Ставай!,14166
Кога?,14162
Назад!,14159
Направи го.,14099
Шегуваш ли се?,14028
Бягай!,13993
Именно.,13787
Как се казваш?,13780
Уау.,13573
Окей.,13573
Стой!,13429
Какво се е случило?,13386
Става ли?,13351
Добре ли сте?,13291
Как сте?,13291
Как така?,13267
Продължавай.,13234
Отлично.,13224
Какво мислиш?,13212
Какво ще правим?,13092
Какво става тук?,12982
Погледни ме.,12945
Кажи ми.,12898
Знаеш ли?,12886
Не е вярно.,12805
Тате!,12781
Влизай.,12713
Божичко!,12655
Огън!,12599
И какво?,12528
Приятно ми е.,12444
Къде е той?,12397
Какво е станало?,12378
Това...,12359
Дръж се!,12338
Джак!,12266
Добър ден.,12244
Тук съм.,12238
Готов ли си?,12098
Къде беше?,12073
Нима?,12037
И аз.,12021
Вижте.,11989
Сигурна ли си?,11970
Това е добре.,11950
Прекрасно.,11876
Сам.,11807
Забрави.,11577
Това е всичко.,11486
Харесва ми.,11369
Какво ще кажеш?,11310
Добър вечер.,11284
Помогни ми.,11273
Разкарай се!,11197
Не мисля.,11181
Кучи син!,11175
"Да, добре.",11120
Амин.,11114
Пази се.,11010
Чуй ме.,10998
"О, Боже мой.",10980
Виж това.,10963
Влез.,10913
Колко?,10901
Успех.,10795
Много съжалявам.,10764
Трябва да вървя.,10662
Добра работа.,10648
"О, боже.",10620
Абсолютно.,10605
Ами ти?,10598
Чуваш ли ме?,10570
Откъде знаеш?,10554
Пуснете ме!,10535
Слушам.,10493
Може ли?,10471
Проклятие!,10448
Джон!,10386
Добре тогава.,10361
Всичко.,10351
Точно.,10200
Полиция!,10150
Погледни.,10148
Капитане.,10140
Видя ли?,10099
Скъпа.,10092
"Не, сър.",10072
Какво е?,9890
ОК.,9874
Какво означава това?,9795
Къде е тя?,9786
Знаех си.,9779
Не е.,9756
Почакайте.,9668
Готови?,9592
Нямам представа.,9578
Ела с мен.,9520
Внимателно.,9445
Какво се случи?,9411
"Разбира се, че не.",9366
Ок.,9319
Хм.,9260
Радвам се да те видя.,9219
Това е лудост.,9194
Какво значи това?,9192
Как е?,9158
Добре е.,9152
"Хайде, хайде.",9123
Много.,9094
Няма нужда.,9084
Копеле!,9080
Права си.,9050
Вярно.,9001
Ще го направя.,8939
Не може да бъде.,8926
Аз ли?,8921
Това ли е?,8916
Всичко ще е наред.,8902
Ето така.,8880
Какво по дяволите?,8870
Не зная.,8862
Оу.,8824
Къде отиваме?,8806
Харесва ли ти?,8775
Събуди се!,8696
Господине!,8675
Седнете.,8643
Помогнете ми!,8629
Всичко ще бъде наред.,8626
Предполагам.,8489
Вярно е.,8472
Кой е той?,8440
Казах ти.,8421
Не искам.,8382
Странно.,8366
Момент.,8354
Леле!,8315
"Не, не е.",8299
Сядай.,8296
Извини ме.,8286
Не го прави.,8209
Един момент.,8196
Трябва да поговорим.,8179
Никой.,8133
Исусе!,8025
Как се чувстваш?,8019
С удоволствие.,7980
Напред!,7950
Не ми пука.,7941
Момчета!,7896
Няма да стане.,7878
И аз те обичам.,7838
Естествено.,7825
Ясно ли е?,7813
"Какво, по дяволите?",7779
"Не, няма.",7764
Върни се!,7758
Хмм.,7742
Още не.,7730
Внимание!,7716
Изчезвай!,7657
"Е, и?",7656
Кой е това?,7653
Отново.,7614
Да бе.,7585
"Не, не съм.",7548
Ти също.,7529
Побързайте!,7528
Какво да правя?,7524
Надявам се.,7521
Тръгваме.,7517
И така...,7503
Какво говориш?,7495
Там.,7490
Да го направим.,7461
Възможно е.,7457
"А, да.",7435
Няма защо.,7434
Чарли!,7400
Остави го.,7398
Да видим.,7347
Дадено.,7342
Майко!,7326
Сара.,7311
Много благодаря.,7275
Ето я.,7248
Три.,7246
Дай ми го.,7233
Мога ли да ви помогна?,7232
Пусни го!,7231
Трябва да тръгваме.,7224
Не съвсем.,7199
Шефе!,7187
Вън!,7155
Две.,7133
Вървете!,7131
Тишина!,7068
Определено.,7065
Вземи.,7034
Това е страхотно.,7016
Невъзможно.,7011
Не мога да го направя.,7001
Давайте!,6976
Скъпи.,6969
Сериозно ли?,6965
Късмет.,6955
Отвори вратата!,6955
"Да, точно така.",6942
Става.,6940
Елате.,6937
Какво искате?,6930
Ах!,6920
Какви ги говориш?,6914
Тръгвайте!,6908
Всички.,6869
"Чакай, чакай.",6850
Какво ще правиш?,6844
Готова ли си?,6842
Какво правите тук?,6831
Кой е този?,6811
Толкова съжалявам.,6806
Мърдай!,6796
Добре дошли.,6794
Мислиш ли?,6792
Това е невъзможно.,6769
Съгласен съм.,6768
Госпожо.,6753
Ще видим.,6744
Задръж.,6712
Кълна се.,6703
Приятен ден.,6698
За нищо.,6694
Малко.,6686
Трябва.,6685
Така ли е?,6674
"Едно, две, три.",6645
Ще те убия!,6644
Напълно.,6641
Кой е там?,6607
Нещо такова.,6595
Майкъл.,6591
Глупак!,6580
Докторе!,6563
Не мисля така.,6558
Повярвай ми.,6532
Шегувам се.,6513
Интересно.,6510
Всичко свърши.,6500
Мили Боже!,6491
Така мисля.,6477
Как се казва?,6462
Това е той.,6430
Бягайте!,6416
Привет.,6373
Идиот!,6346
Мъртъв е.,6287
Престанете!,6282
Ние?,6253
Не е така.,6252
Това е чудесно.,6205
Искаш ли?,6188
Нещо друго?,6185
Не ме интересува.,6180
Шегуваш се.,6152
Честит рожден ден.,6097
Тръгвам.,6095
Едно.,6019
Махайте се!,6006
Обърни се.,6004
Той...,5991
Говори.,5989
Не сега.,5939
Аз просто...,5938
Пазете се!,5917
Мм.,5905
Гледай.,5901
Добре ли е?,5893
Движение!,5892
Франк.,5883
Стой тук.,5873
Ето там.,5857
Успокойте се.,5850
Тук е.,5825
Дейвид!,5817
Ще се оправя.,5816
Да започваме.,5808
Това съм аз.,5807
Влезте.,5788
"Да, добре съм.",5787
Остави ме!,5765
Не е честно.,5760
Сбогом.,5752
Истина е.,5740
Нали така?,5727
Вече не.,5707
Господарю!,5682
Прости ми.,5667
Не съм сигурен.,5660
Но защо?,5648
Ще се видим по-късно.,5634
Добро момче.,5632
Много смешно.,5631
Алекс!,5618
"Да, госпожо.",5614
Коя си ти?,5606
Ще се оправиш.,5597
Ммм.,5595
Ето тук.,5592
Жалко.,5587
Господа.,5582
"Да, господине.",5572
Ела насам.,5565
Много ви благодаря.,5564
Не точно.,5563
Стани!,5557
Луд ли си?,5548
"Добре, благодаря.",5529
"Да, благодаря.",5510
Виждам.,5510
Добре де.,5507
Помниш ли?,5500
Защо го направи?,5500
Качвай се.,5485
Добра идея.,5481
Кой знае?,5470
Идеално.,5426
Той е.,5400
Какво направи?,5395
Лъжеш.,5393
Не е зле.,5376
Уоу.,5376
Майк.,5361
Веднага се връщам.,5352
Прието.,5352
Не стреляйте!,5331
Слушайте.,5327
Внимавайте!,5320
Нещо не е наред.,5320
Макс!,5320
Нито пък аз.,5314
Хванете го!,5309
Стоп!,5280
Как върви?,5272
Отдръпнете се!,5270
Ето ги.,5256
Слава Богу.,5248
Няма проблеми.,5246
Хари!,5246
Ще се видим.,5229
Яко.,5226
Утре.,5215
Том!,5215
Има ли някой?,5202
Какъв е проблемът?,5197
Довери ми се.,5194
Кучка!,5188
Не можеш.,5181
Стига де.,5179
Кой сте вие?,5176
Приятно ми е да се запознаем.,5176
Майната му.,5139
Ваше Величество.,5125
Бен!,5102
Вземи го.,5102
Залегни!,5100
Джо!,5081
Коя е тя?,5079
Изненада!,5077
Весела Коледа.,5025
"Хайде, да вървим.",5016
Какво не е наред?,5010
Не знаех.,5003
Задник.,5002
Сега какво?,4988
Махни се от мен!,4985
Дай да видя.,4956
Готови ли сте?,4942
Хенри.,4936
Братко!,4931
И още как.,4925
"Знам, знам.",4917
Това ли е всичко?,4915
И какво от това?,4910
Време е.,4904
Защото...,4901
Дръж.,4900
Вие...,4889
Да се махаме.,4877
"Мисля, че да.",4876
Махни се!,4875
Ти си...,4870
Сигурен съм.,4865
Ти си луд.,4855
И на мен.,4835
Къде са?,4825
Върви си.,4819
Защо си тук?,4818
Ха!,4809
Питър.,4804
Влизайте.,4800
Това е ужасно.,4790
Излизай!,4789
Разбрахте ли?,4775
Зная.,4775
Почти.,4753
Виждате ли?,4735
Винаги.,4734
Не ме докосвай!,4730
Браво на теб.,4723
Долу!,4723
Извинявам се.,4719
Вероятно.,4712
Продължавайте.,4709
Стига бе!,4708
Оттук.,4697
Със сигурност.,4696
Дани!,4690
Това е невероятно.,4678
Не става.,4678
Какво да направя?,4672
"Давай, давай!",4624
Успяхме!,4622
Пак заповядай.,4616
Това са глупости.,4610
Какво ще правим сега?,4606
Така е по-добре.,4596
Казвай.,4586
Чувате ли ме?,4581
Започваме.,4580
Остави ме на мира.,4564
Чуваш ли?,4562
Стреляй!,4550
Много мило.,4546
Сигурно.,4542
"Слушам, сър.",4539
Опитвам се.,4532
Беше.,4511
Кажи.,4507
Горе ръцете!,4506
Тръгвам си.,4497
"Здравей, скъпа.",4489
Няма го.,4487
Как е той?,4476
Разбра ли ме?,4468
Ник!,4467
Излез!,4465
Чисто е.,4457
Не още.,4455
Така изглежда.,4448
Може ли да поговорим?,4443
Сега се връщам.,4416
Какво прави?,4404
Как мина?,4399
Къде сме?,4397
Не знам за какво говориш.,4394
Така че...,4390
"Не, разбира се.",4371
Кажи го.,4347
"Благодаря, сър.",4337
Не мърдайте!,4337
Перфектно.,4335
Радвам се.,4331
Не ти вярвам.,4317
Кои сте вие?,4306
За какво говорите?,4305
Не може.,4300
Къде съм?,4284
И защо?,4282
Тя...,4274
Вода.,4267
Грешиш.,4265
Тогава...,4265
Къде отивате?,4263
Знаете ли какво?,4241
А вие?,4241
Готов съм.,4232
Дишай.,4210
Джейн.,4199
Имаме проблем.,4197
Да се махаме оттук.,4190
Не е възможно.,4187
Ще се върна.,4176
Вярно ли е?,4165
Чакайте малко.,4158
Отвори!,4157
Знам го.,4156
Чисто.,4152
Аз не...,4150
Познаваш ли го?,4150
Какви ги вършиш?,4147
Мхм.,4141
Какво си направил?,4139
Това беше.,4138
ФБР!,4134
От какво?,4134
Страх ме е.,4130
Не много.,4130
Все още не.,4117
Хванах те.,4111
Джейк!,4111
Ще видиш.,4110
Може.,4108
Как я караш?,4096
Идваш ли?,4085
Следващият.,4057
"Хайде, момчета.",4052
Ще се видим утре.,4049
Я стига!,4041
Отпусни се.,4040
Джими!,4039
Гадост.,4037
Убий го!,4034
Той е тук.,4032
"Е, добре.",4032
Много ти благодаря.,4031
Не си.,4022
Какво по дяволите е това?,4015
"Да, но...",4004
Разбираш ли ме?,4004
Мразя те!,4004
Чу ли това?,3992
Всичко ще се оправи.,3989
Кой беше?,3980
Колко е часът?,3977
Съмнявам се.,3967
Пусни я!,3966
Какво искаш от мен?,3965
Джордж.,3961
"О, по дяволите.",3955
Ааа!,3953
Готови сме.,3952
За мен?,3946
Имам идея.,3946
Това е нелепо.,3934
Почакай малко.,3933
Къде отиде?,3929
Идва.,3924
Разбирате ли?,3923
Вземи това.,3920
Добре дошъл.,3908
Без майтап.,3905
Идват.,3894
За Бога!,3876
Госпожице!,3856
Сега ли?,3854
Обади ми се.,3846
Наистина съжалявам.,3846
Звучи добре.,3843
Благодаря Ви.,3841
Дръжте се!,3839
Знам това.,3834
Бинго!,3833
Нищо особено.,3823
Видях го.,3817
Не се страхувай.,3814
"Не, не, не, не.",3810
Мили боже!,3809
Пол?,3800
Стига толкова.,3791
Отговори ми!,3790
Чу ли?,3788
Скачай!,3771
Ще се справя.,3768
Кафе?,3760
Кейт.,3752
Как е тя?,3750
Полудя ли?,3745
А сега?,3742
"Да, аз съм.",3742
Това е за теб.,3740
Направих го.,3738
"Не, всичко е наред.",3734
Откъде да знам?,3729
Знаеш.,3725
Ще се оправи.,3719
Дали?,3716
Учителю!,3714
Мери!,3713
Понякога.,3709
Какво ти е?,3708
Не се шегувам.,3703
Джеймс!,3702
Каква?,3699
На мен също.,3694
Не говори така.,3679
Не се притеснявайте.,3667
Не разбираш ли?,3663
Движи се!,3660
Вярвам ти.,3655
Страхотно е.,3654
Как е възможно?,3650
Дай ми това.,3645
Кого?,3644
Отивай.,3644
Трябва да вървим.,3642
Това не е вярно.,3640
Пет.,3636
Ъм...,3628
Погледнете.,3628
Незнам.,3627
Боже Господи!,3626
Всъщност...,3620
Какъв?,3617
До утре.,3610
Какъв е проблема?,3607
Опитай.,3604
Късно е.,3603
В никакъв случай.,3600
Боби!,3599
Приятели?,3596
Коя?,3595
Знаеш ли защо?,3592
Изчакай.,3591
Виж ти.,3591
Лейтенант.,3588
Какво по...,3573
Искам да кажа...,3560
За теб.,3557
Пристигнахме.,3556
Приятел.,3552
Точно тук.,3551
Четири.,3550
Върви по дяволите!,3549
Какво гледаш?,3542
Разбирам те.,3542
Значи...,3542
Това е хубаво.,3538
Липсваше ми.,3538
"Да, да, да.",3535
Ами аз?,3526
"Не, не си.",3522
На колене!,3504
Оо.,3494
Такси!,3490
Фантастично.,3489
Били!,3488
Ура!,3481
Той е мъртъв.,3478
Не се тревожете.,3465
Най-накрая.,3460
Аз ще го направя.,3459
Ана!,3456
Вижте това.,3451
Елате с мен.,3450
Какво ще направиш?,3448
Защо не ми каза?,3447
Пич!,3443
Крис.,3440
Още веднъж.,3433
Рейчъл.,3431
"Здравейте, момчета.",3429
Така е добре.,3428
Сигурен ли сте?,3424
Какво искаш да направя?,3423
Изправи се.,3411
Завинаги.,3401
Не е смешно.,3393
Дядо!,3392
Не е твоя работа.,3388
Например?,3384
Така ли мислиш?,3383
Е и?,3378
"О, господи.",3367
Бабо!,3366
Има.,3363
Пари.,3363
"Хей, хей.",3358
От кого?,3358
Ти как мислиш?,3358
Какво значение има?,3355
Бум!,3354
За кое?,3353
Хора!,3352
Боли.,3348
Как беше?,3345
Нямаме време.,3344
Така си е.,3344
Изчакайте.,3330
Обещавам ти.,3328
Не се безпокой.,3324
Прав е.,3324
Уил!,3321
Томи!,3319
"О, мамка му.",3313
Слушай ме.,3312
Ами да.,3311
Какво чакаш?,3310
Дръпни се!,3308
Не е това.,3304
Едва ли.,3302
Джони!,3301
Къде тръгна?,3300
Може ли да вляза?,3298
Какво друго?,3295
Радвам се да се запознаем.,3290
Човече.,3286
Нищо ми няма.,3285
Искам.,3277
Красиво е.,3277
Погледни това.,3274
Още малко.,3268
Сержант!,3268
Можеш.,3266
Рей!,3264
Намерих го.,3264
"Не, аз...",3263
Шон!,3256
Ерик!,3255
Още.,3250
Не знам какво да кажа.,3249
Еди!,3247
Тони.,3246
Благодаря ви много.,3245
Лъжец!,3234
След мен!,3233
"Не, не мога.",3230
"Не, добре съм.",3227
Ваше величество.,3224
Нека позная.,3222
Видя ли това?,3215
Наред ли е всичко?,3211
Деца!,3208
"Да, наистина.",3207
Опа.,3202
Изглеждаш добре.,3200
Това си ти.,3193
"О, така ли?",3188
"Да, бе.",3187
Отворете вратата!,3176
Прав ли съм?,3175
Това е заповед.,3174
Какво имате предвид?,3172
Това е странно.,3170
Това е абсурдно.,3170
Как разбра?,3167
Карай!,3167
Натам.,3166
"Здравей, мамо.",3161
Защо го правиш?,3155
Отивам.,3154
Не можем.,3152
Възразявам.,3148
Тя е...,3143
"Да, моля.",3139
Умирам от глад.,3137
Какво ще кажете?,3136
Ооо!,3133
И сега какво?,3133
Отворете!,3132
Честито.,3132
Важно е.,3131
Очевидно.,3129
Джим.,3124
Ще се справиш.,3122
Честно.,3119
Слушам те.,3119
Направи нещо!,3118
Кой се обажда?,3115
Няма смисъл.,3108
В какъв смисъл?,3108
Съжалявам за това.,3106
Мен?,3094
Можеш ли да повярваш?,3091
Проблем ли има?,3090
Боб?,3071
От тук.,3069
Ужасно.,3066
Какво да правим?,3064
Това ли искаш?,3061
Отдръпни се.,3058
Днес.,3057
Действай.,3053
Ти ми кажи.,3052
Слава богу.,3049
Емили.,3046
Ужас!,3043
Хванах го.,3040
Ще ти се обадя.,3039
Там ли си?,3036
Оценявам го.,3033
Скоро.,3033
Трябва да затварям.,3031
Невъзможно е.,3030
Как се казвате?,3018
С кого?,3012
Знаеш го.,3011
Недейте!,3007
Леко.,3002
Хубаво е.,3000
Как смееш?,2998
Благодаря много.,2992
Приятна вечер.,2990
Добро момиче.,2989
Обещаваш ли?,2987
Бавно.,2982
Случва се.,2980
Закъсня.,2979
Какво за него?,2975
Какво е това място?,2975
Нещо?,2974
"Моля те, недей.",2972
Марк.,2972
"О, боже мой.",2972
По-живо!,2972
Ще ти помогна.,2971
Не съм сигурна.,2970
Не разбираш.,2967
Какво искате да кажете?,2966
Вината е моя.,2965
Баща ми.,2963
Трябва да ти кажа нещо.,2963
Гладен ли си?,2959
Няма да го направя.,2955
Накъде?,2952
Отвратително.,2947
"О, добре.",2946
Радвам се да ви видя.,2945
Съгласен.,2945
Отвори го.,2944
Говоря сериозно.,2944
Погледни се.,2942
Защо питаш?,2942
Кои?,2941
Ще тръгвам.,2927
Последвайте ме.,2924
Каквото и да е.,2918
Извинявайте.,2917
Исусе Христе!,2915
От къде знаеш?,2914
На кого?,2914
Бил.,2912
Да се махаме от тук.,2901
Тъй вярно.,2900
"Съжалявам, че закъснях.",2893
Невероятно е.,2892
Стой там.,2891
В смисъл?,2889
Каква изненада.,2883
Даниел.,2883
Чуйте ме.,2873
Няма за какво.,2873
Никой да не мърда!,2869
"Добре, чао.",2866
Прекрасно е.,2865
Все тая.,2860
Не стреляй!,2856
Не си спомням.,2850
С какво?,2845
Не помня.,2844
Мат!,2843
Защо аз?,2838
Схванах.,2836
Дявол да го вземе!,2835
Ето те и теб.,2832
Сигурно се шегуваш.,2832
Кажи нещо.,2827
Я виж ти.,2826
Няма време.,2824
Просто така.,2822
Впечатляващо.,2820
Стойте!,2820
Заемам се.,2820
Държа те.,2819
"Добре, да вървим.",2819
Нямам.,2817
Аз знам.,2816
Няма страшно.,2814
Кевин.,2814
Залегнете!,2812
Успях!,2807
Не знаем.,2803
Виждаш ли това?,2790
Не бях аз.,2789
Уолтър!,2788
Мисля...,2787
Какво е то?,2787
Чичо!,2784
Какво виждаш?,2784
Спрете го!,2783
Съгласна съм.,2780
Затвори вратата.,2777
До после.,2773
Колко мило.,2766
"Благодаря ви, сър.",2759
Той е прав.,2756
Остави я.,2754
Чу ли ме?,2753
Помниш ли ме?,2752
Не знам какво да правя.,2748
Помогнете!,2748
Свърши се.,2746
Зависи.,2745
Така да бъде.,2744
Пий.,2743
"Ами, да.",2742
Не спирай.,2736
Адам.,2734
Ужасно е.,2732
Какво мислите?,2730
Мама.,2728
Много хубаво.,2727
Свърши ли?,2724
Как го направи?,2723
Как мислиш?,2722
Хана!,2722
Някой?,2722
Шест.,2721
На земята!,2719
"Да, разбирам.",2718
"Ей, ти!",2718
Свободно.,2718
Това е истината.,2718
Не е нужно.,2717
Ричард!,2714
Нямам идея.,2714
Яж.,2712
Генерале.,2711
Ани!,2708
Така си и мислех.,2701
Красота.,2701
Идвам с теб.,2698
Липсваш ми.,2698
Има ли значение?,2696
Забавлявай се.,2693
И още нещо.,2691
Все едно.,2691
Аз бях.,2690
"Хайде, скъпа.",2689
Покажи ми.,2688
Хвърли оръжието!,2688
"Добре, хайде.",2686
Аз съм тук.,2685
Не е ли така?,2679
Да ти го начукам!,2678
Как изглеждам?,2677
Добре си.,2676
Не е тук.,2675
Убийте го!,2674
Виждам го.,2673
Карл.,2671
Какво става там?,2671
Гордея се с теб.,2670
А така.,2668
Изслушай ме.,2657
Ето го и него.,2657
Дълга история.,2651
Забравих.,2650
Кои са те?,2645
Дочуване.,2643
Не плачи.,2641
Седем.,2636
Анди!,2628
Аз съм добре.,2625
"Извинете, сър.",2611
И двамата.,2610
Твой ред е.,2610
Сигурна съм.,2607
Всичките.,2606
Кларк.,2606
Изглеждаш страхотно.,2603
Какво толкова?,2599
Тоест?,2597
Красива е.,2588
Ти ли си?,2587
И после?,2582
Засега.,2581
Остави.,2581
Както кажеш.,2580
Какво ще кажеш за това?,2576
"Хайде, давай.",2575
Мария!,2573
Заклевам се.,2570
Влизай вътре.,2569
Тук сме.,2564
Ейми!,2562
Млъкнете!,2558
Люк!,2556
Полковник.,2554
Затваряй си устата!,2553
Какви?,2553
Работи.,2552
Нещо не е наред ли?,2550
Познавам те.,2549
Еха!,2548
Имам.,2546
Къде сте?,2546
Няма я.,2542
"Моля, седнете.",2542
Това ми харесва.,2532
Както искаш.,2532
Пуснете го.,2532
Не прави това.,2531
Нищо подобно.,2530
Ти сериозно ли?,2530
Имам нещо за теб.,2521
"Едно, две...",2520
Идвам веднага.,2520
Умолявам те.,2520
Мога.,2516
Трябва да говоря с теб.,2514
Нямаме много време.,2510
Махай се оттук!,2510
Започва се.,2505
"О, човече.",2499
Радвам се да го чуя.,2499
Пак ли?,2498
Джеси!,2496
Замълчи!,2493
Нека ти помогна.,2492
"Не, чакай.",2490
да.,2488
Излизайте!,2487
Но как?,2483
Какво имаме?,2483
Гладен съм.,2482
Истината.,2476
Върнах се.,2468
Ще ми помогнеш ли?,2467
Не е за вярване.,2465
"Да, г-не.",2462
Ъ?,2461
Охрана!,2458
Дръпнете се!,2456
Готов?,2450
"Да, защо?",2450
Направете път!,2449
Грешка.,2444
Готова съм.,2443
"Здравей, татко.",2441
"Да, шефе.",2441
Знаете ли?,2438
Навън.,2437
Добър въпрос.,2434
"О, съжалявам.",2427
Атака!,2427
Не те разбирам.,2425
"Не, недей.",2421
И двете.,2415
Защо правиш това?,2415
Просто го направи.,2414
"Какво става, по дяволите?",2411
Чакай тук.,2410
Ще дойда с теб.,2410
Видяхте ли?,2408
Влизай в колата.,2406
Какво следва?,2405
"Хайде, човече.",2400
По-силно!,2397
Нищо не съм направил.,2390
Движете се!,2390
Ема!,2388
Дай ми я.,2386
Простете.,2384
Имам предвид...,2382
Копелета!,2379
Погледни го.,2377
Помисли си.,2376
Оставете ме!,2375
Елате тук.,2373
Лошо.,2373
Не думай.,2373
Нямах избор.,2368
Съвсем не.,2367
Ще се видим там.,2365
Какво каза той?,2363
"Не, нищо.",2360
Приключихме.,2359
"Хайде, да тръгваме.",2357
Мамка ти!,2356
Даа.,2355
Стига вече.,2353
Дръжте го!,2353
Мърдайте!,2349
Само секунда.,2348
Странно е.,2343
Заедно.,2343
Това не е добре.,2340
Хвани го!,2340
Мога да го направя.,2340
Какво по дяволите правиш?,2339
Това ли?,2338
Любов.,2337
Ето те.,2335
Забавлявайте се.,2335
Добре сме.,2335
Ето ме.,2334
Или...,2330
Можеш да го направиш.,2330
Колко жалко.,2326
Пригответе се.,2325
Момичета!,2322
Приемам.,2321
За бога!,2316
Аз ще отида.,2316
Ау!,2313
Майка ми.,2310
Бях.,2307
Всичко е под контрол.,2307
Какво имаш?,2305
Съжелявам.,2297
Всичко хубаво.,2295
Беше ми приятно.,2292
Дами.,2289
Име?,2288
Полека.,2287
Спешно е.,2285
Ти не разбираш.,2284
"Не, не мисля.",2284
Какво казва?,2282
Аби.,2281
Разбрахме ли се?,2280
Аз ще се погрижа.,2276
"Здравей, скъпи.",2274
Мирно!,2274
Ще го убия.,2270
Др.,2268
Не знаеш?,2268
"Какво, по дяволите, е това?",2268
Какво става с теб?,2265
По-добре.,2263
Ни най-малко.,2261
Какъв ти е проблема?,2261
По-късно.,2260
Кажи му.,2258
Луис.,2258
Не мога повече.,2258
Какво ти има?,2256
Ти как си?,2256
Не е добре.,2255
Това е тя.,2255
Алис!,2246
"Съжалявам, сър.",2239
Сложно е.,2239
Махай се от тук!,2227
Не мога да дишам.,2226
Не бързай.,2225
Да или не?,2222
Защо ли?,2220
Предавам се.,2219
Джейсън!,2218
Както винаги.,2218
Осем.,2217
Имам работа.,2214
Мадам.,2214
Или какво?,2213
А това?,2212
Слизай!,2207
Къде са те?,2206
Отче!,2205
"Да, татко.",2203
Какво направих?,2199
Тук ли?,2198
Бременна съм.,2198
Елизабет.,2197
Искам да ти покажа нещо.,2195
За теб е.,2195
Сетих се.,2195
Ваше Височество.,2194
Дами и господа.,2191
Какво казваш?,2191
Не трябва.,2190
Катрин.,2189
Спри колата!,2189
"Да, аз също.",2188
Почти стигнахме.,2187
Убиец!,2187
Ужасно съжалявам.,2185
