sentence,count
Sľubuješ?,542
Steve.,541
Strih!,541
Lepšie.,541
Môžeš.,541
Nechoď.,539
Otvor!,539
"Dobre, ďakujem.",539
Beckettová.,538
Ránko.,538
Tomu neverím.,538
Nič viac.,538
Je po všetkom.,537
Sean!,537
Navždy.,537
Vôbec nič.,535
Choď do riti!,534
Čo také?,533
Napríklad?,533
Cítim to.,533
Alebo nie.,533
Štyri.,533
Thomas!,533
Sú tu.,532
Potrebujem tvoju pomoc.,532
Už ide.,532
Alice!,531
To nedáva zmysel.,531
Poručík.,531
Rose?,530
Kde to som?,529
Čo si povedal?,528
Netreba.,528
Nenávidím ťa.,527
Povedz mi to.,527
Mark!,527
Ústup!,527
Buď opatrný.,525
Pokoj.,525
Záleží na tom?,524
Zvláštne.,523
Tak do toho.,523
Peniaze.,523
Lucy!,522
A prečo?,522
Nehovor.,521
Mám ju.,521
To dúfam.,521
Čo ešte?,520
Hurá!,519
"No tak, poďme.",516
Vedela som to.,514
A čo teraz?,513
Je čas.,513
Zastavte!,513
Čo robí?,512
"Nie, nie, nie, nie, nie.",512
Skoro.,512
Ďakujem pekne.,512
Nastúp.,511
To určite.,511
Zavolaj mi.,510
Dávaj si pozor.,510
To nevadí.,510
Tak ako?,509
Už musím ísť.,509
Ugh!,509
Daj mi pokoj.,507
Chýbaš mi.,507
Za mnou!,507
Pohni sa!,507
Určite nie.,506
Škoda.,506
"Áno, presne tak.",506
Kávu?,505
Ty nie.,504
Verím ti.,504
FBI.,504
Hello.,504
Kelly.,503
Pomôžte mi niekto!,502
Alebo...,502
Chcem ísť domov.,502
Do kelu!,501
Je to on.,500
Čo do...,499
Billy!,499
"Ach, áno.",498
Čo budeš robiť?,498
Späť!,497
Nič nevidím.,496
Pekný deň.,496
Vieš prečo?,495
To bolí.,495
A čo toto?,495
To je divné.,495
Si OK?,494
Dobré dievča.,494
Vidíme sa.,494
Abby.,493
A vieš čo?,493
Je to zlé?,492
S radosťou.,492
Poznáš ho?,492
Čisté.,491
Povedz.,491
Musím už ísť.,491
Vôbec.,491
Ako sa to stalo?,490
Chcem.,489
Tu to je.,489
"Áno, ale...",489
Pohni!,489
A sme tu.,488
Nie tak celkom.,488
Dobrú.,488
Toto je...,487
"Dobre, dobre, dobre.",487
Neverím ti.,486
Pohni si!,485
Je to úžasné.,485
Ahojky.,484
Kašli na to.,484
Musím ti niečo povedať.,484
Tak je.,484
Asi.,484
Ozaj?,483
Páči sa mi.,483
že?,481
To mi je ľúto.,480
Pre teba.,479
Dobrá.,479
Niekedy.,477
"Hej, ty!",477
Adam.,477
Poďte dnu.,477
Prichádzajú.,476
Pre mňa?,476
Ponáhľajte sa!,476
Aj ty.,476
Ukáž mi to.,475
Ahh!,475
To je pekné.,474
Vitaj.,474
Zlez zo mňa!,474
Čo myslíte?,474
Chyťte ho!,474
Klamár!,474
Otvor to.,473
Je to jednoduché.,473
Ale je.,473
Rozumieš mi?,473
Dopekla.,473
"No tak, no tak.",472
Ó!,472
Emily!,472
Psst.,472
Mýliš sa.,471
Som pripravený.,471
Koho to zaujíma?,470
Počuješ to?,469
Prepáč mi.,469
Vráťte sa!,468
No teda.,467
To viem.,466
Asi nie.,465
Koľko máš rokov?,465
Skús to.,463
Ale nič.,462
To vidím.,462
Na kolená!,462
Dúfam.,461
Zabi ho!,461
Zavolám ti.,461
Prečo ja?,460
Ja tiež nie.,460
Musíš.,460
Martin!,460
Pardón.,460
Ty a ja.,460
Choďte preč!,459
Mali by sme ísť.,459
Zbláznili ste sa?,459
Choď už.,459
Čakaj.,458
Je neskoro.,458
Šesť.,457
Vlastne...,457
To snáď nie.,456
To je zlé.,456
Poďte za mnou.,456
To nemôžeš.,456
Kvôli čomu?,456
Daj to sem.,455
Pani.,455
Ó môj bože.,454
Ne...,454
Čo si urobil?,454
Je mi fajn.,453
Nepáči sa mi to.,453
Mŕtvy.,453
Pomôžem vám?,452
Veliteľ.,452
Ako to myslíte?,451
"Počkať, počkať.",451
Idem s tebou.,450
Pozri na mňa.,450
Bojíš sa?,449
"Nie, nemôžem.",448
To je mi ľúto.,447
Možno nie.,447
To je hrozné.,446
O čo ti ide?,446
Čo máš za problém?,446
Čoskoro.,446
"Nie, ešte nie.",446
Ako prosím?,445
"Och, môj Bože.",445
Čo máš?,445
Videli ste to?,444
To nemôžem.,444
Námietka.,444
Padaj!,444
Polož to!,443
"Ja viem, ja viem.",442
Vidíte to?,442
"Oh, dobre.",441
Všetky.,441
Pracujem na tom.,441
Ako vám môžem pomôcť?,441
Čo to tu máme?,441
Sara!,440
No vidíš.,440
"Ó, áno.",440
A toto?,439
Wau.,439
"Myslím, že nie.",438
Ray!,438
Čo si o tom myslíš?,438
"Och, áno.",437
Jenny!,437
Veď vieš.,437
Nemám.,437
"Ach, nie.",437
Som na ceste.,437
Ó áno.,436
To ma mrzí.,436
Znovu.,436
Kámo.,435
Videl som to.,435
Strieľaj!,435
Neplač.,435
S čím?,435
A ja...,435
Aký?,434
To som nepovedal.,434
Carl.,434
Niečo sa stalo.,433
Dnes večer.,432
Nefunguje to.,430
Rád vás spoznávam.,430
Postav sa.,430
"Jasné, že nie.",430
Lisa!,429
Milé.,429
Robíš si zo mňa srandu?,428
Nie teraz.,428
Taxi!,428
Sedem.,428
Tu sú.,428
Úsmev.,428
Gibbs.,428
Dieťa.,428
"Ďakujem, že ste prišli.",427
Skoč!,427
Môj otec.,427
Zdvihni to.,427
Kde je teraz?,427
Ukľudnite sa.,427
Mám ťa rád.,426
Neskoro.,426
Môj pane!,426
Debil.,425
Nemáte za čo.,425
To si píš.,425
Vau.,424
Chloe.,423
Aké to bolo?,423
To nič nie je.,422
Nevieme.,422
Som hladný.,422
Chceš?,421
Rodney.,421
Povedz niečo.,421
Už je neskoro.,420
Čo si to urobil?,420
Nemôžeme.,420
Justin.,419
Meno?,419
Niečo sa deje.,419
Hovno.,419
Hneď to bude.,418
Netráp sa.,418
"Viem, viem.",417
Ako vždy.,417
Počuli ste to?,416
Takmer.,416
Vodu.,415
Sústreď sa.,415
Generál.,414
Stefan.,414
Prečo si to urobil?,414
Dámy.,414
Nič mi nie je.,413
Katie.,413
Nechaj ma na pokoji.,413
Odpovedz mi!,413
"Poď, poď.",412
Sme v pohode.,412
To teda nie.,412
"Prosím, prosím.",411
"Och, Bože.",411
Ako to šlo?,411
Čisto.,411
Zabite ho!,410
Niečo také.,410
"Ahoj, zlato.",410
To nemyslíš vážne.,410
Odkiaľ to máš?,410
Ja to viem.,410
Tak trochu.,410
Komu?,409
To je nechutné.,409
Dávajte pozor.,409
Idem domov.,409
Pst!,409
Nemôžem to urobiť.,409
Veľmi vtipné.,409
Si tu?,409
Hajzel!,408
Je mi to veľmi ľúto.,408
Žartujete?,408
Zvládneme to.,408
Andy!,407
Kde sme?,407
Je v pohode.,407
Máme ho.,407
Vynikajúce.,406
Poďme domov.,406
Potrebujem ťa.,406
Majster!,405
Ako vyzerám?,405
Sprav to.,404
Poznám ťa.,404
Poď za mnou.,404
To je absurdné.,403
Sme pripravení.,402
Hovorte.,402
Skurvysyn!,402
Podaj mi ruku.,402
Ja to urobím.,401
Je to moja chyba.,400
Laura!,400
Ehm...,400
Clark.,400
Budem tam.,400
Aké?,400
Pusť ma!,399
Potvrdzujem.,398
Dan.,398
Bol.,398
Ako to mám vedieť?,398
Nemáme čas.,398
"Oh, do riti.",397
Dobrú chuť.,396
Jasnačka.,396
Potom...,396
Kto to povedal?,395
Nie nie.,394
Som tehotná.,394
Poď už.,394
Čoho?,394
Nie som si istá.,394
To bolo dobré.,393
"Ach, Bože.",393
Čo odo mňa chceš?,393
To je pre teba.,393
Brian.,392
Hocičo.,392
Elena.,391
Ó môj Bože.,391
Ako sa opovažuješ?,390
Ty bastard!,390
Je to nebezpečné.,389
Rád ťa spoznávam.,388
Neverím tomu.,388
Smrť.,387
"Počkaj, počkaj, počkaj.",387
Čo vidíš?,386
V čom je problém?,386
Tak zatiaľ.,385
Josh!,385
To je fuk.,384
Kde sú všetci?,384
Počkaj chvíľku.,384
Odíďte.,384
Pravdu.,383
Čo chceš robiť?,383
Práve teraz.,383
Vpred!,383
Odpovedz!,383
Potrebujem pomoc.,382
Len do toho.,382
Vyzerá to dobre.,382
Julia!,382
To je zvláštne.,381
Jess!,381
Zabudnite na to.,381
Čo sa tu stalo?,381
Je nažive.,380
Žartujem.,380
Som doma.,380
Nespomínam si.,379
Čo to kurva?,379
Hank!,378
dobre?,378
Je to skvelé.,378
Odišiel.,378
Teba.,378
No čo?,378
Oni...,377
Dovolíte?,377
Dvakrát.,376
Ako sa cítite?,376
Pane bože.,375
To je OK.,375
Rob!,375
Zmiznite!,375
Pôjdem.,375
"Myslím, že hej.",374
Čo povieš?,374
Ako vieš?,374
Dámy a páni.,374
To je lepšie.,373
O môj bože.,373
Skončil si?,373
Tu to máme.,373
Elizabeth.,373
"Áno, rozumiem.",373
Ani ja nie.,373
Ed!,373
Tak je to.,372
"Rýchlo, rýchlo!",372
Cítiš to?,372
Ale prosím ťa.,372
Čo ti je?,372
Akú?,371
"Nie, vôbec nie.",371
Ahoj zlatko.,371
Pozrime sa na to.,371
Môžete ísť.,371
Čo vy na to?,371
Ó Bože.,371
Milujem to.,370
Takže čo?,370
Sám.,370
Hlupák!,370
"Dobre, v poriadku.",370
Odkiaľ si?,369
Krása.,369
Zabudni.,369
Ako to vyzerá?,369
Johnny!,368
A prečo nie?,368
Bez problémov.,368
A potom čo?,367
Neverím.,367
Pozrite na to.,367
Tak to je.,366
Úprimne?,366
Marcus.,366
Si si tým istý?,365
Pozriem sa.,365
Zadržte.,364
Už?,364
Máme to.,364
Chalani!,363
Je to šialené.,363
Musíš mi veriť.,363
Viac.,362
Oh nie.,362
Môžeš ísť.,362
Počul si ma?,362
Očividne.,362
Si na rade.,362
Nerob si starosti.,362
"Oh, naozaj?",361
