sentence,count
கவலைப்பட வேண்டாம்.,9
எதிர்மறை.,9
செல்லலாம்.,9
நான் சத்தியம் செய்கிறேன்.,8
கீழே இறங்கு!,8
சை!,8
கிரேட்.,8
"சரி, சரி.",8
கேள்.,8
", உடையில் கொள்ளவும்.",8
நாம்சரியானஉன்னைதிரும்பஅழைக்கிறேன்,8
உட்காருங்கள்.,8
அம்மா!,8
வா. வா.,8
மேட்?,8
இருந்தன.,8
"இல்லை, ஐயா.",8
"போ, போ, போ!",8
"இல்லை, நீங்கள் இல்லை.",8
பிடி.,8
பிரச்சினை இல்லை.,8
த்தா.,8
உள்ளது.,8
"நீங்கள் கூட தெளிவான, சுற்றி பார்க்க முடியும்.",8
நீங்கள் ஒப்புக்கொண்டால் ...,8
நீங்கள் என்ன நினைக்கிறீர்கள்?,8
நீங்கள் விக்கிப்பீடியாவில் பார்க்கலாம்.,8
நீங்கள் அவரை போன்ற ஒரு காதலி கண்டுபிடிக்க முடியாது.,8
யார்?,7
ஹே,7
வெளியேறு.,7
நீ நன்றாக இருக்கிறாயா?,7
நீ யார்?,7
பாருங்கள்.,7
மெர்ரி கிறிஸ்துமஸ்.,7
ப்ளீஸ்.,7
நீங்கள் சரியான?,7
நீ என்ன செய்தாய்?,7
மிகவும் நன்றி.,7
சரி நீங்கள்?,7
இந்த பாருங்கள்.,7
ஒரு நிமிடம்.,7
இழு!,7
ஓவர்.,7
கவனமாக.,7
இங்கே வந்து.,7
"ஆமென்,ஆமென்",7
காலை.,7
ஆமென்.,7
எனக்குத் தெரியும்.,7
அது நல்லது.,7
அது சரி.,7
உதவி!,6
உண்மையில் இல்லை.,6
மனநிலை காதல் இன்றிரவு.,6
தான் நேரத்தை வீணாக்க வேண்டாம்.,6
உங்களை வரவேற்கிறேன்.,6
என் இருதயம் ...,6
பின்னர் உங்கள் இடது பக்கத்தில் உள்ள வசிக்கிறார்கள் வந்து.,6
உங்களை சந்திப்பதில் மகிழ்ச்சி.,6
இவான்.,6
பொறுத்திருங்கள்.,6
என் கதை பாருங்கள்.,6
என்ன தவறு?,6
இருந்தது ...,6
நீங்கள் விழுங்க.,6
மாலை வணக்கம்.,6
"இந்த வாழ்க்கை, இனியவளே அனுபவிக்கட்டும்.",6
நீங்கள் இல்லாமல் ...,6
மேலும்...,6
இங்கே வாருங்கள்.,6
ம்ம்ம்ம்?,6
இங்கும்.,6
ரைட்.,6
"ஆமாம், நான்.",6
வாயை மூடு.,6
ஆமாம் ஐயா.,6
அது வாழ முடியாது.,6
அது நன்றாக உள்ளது.,6
ஹே பெண்.,6
அது.,6
நீங்கள் என்னை ஒரு மந்திரம் விட்டேன்.,6
"♪குழந்தை,வாழ்க்கைமிகவும்குறுகிய",6
நாம் காலையில் வீட்டில் பெற வேண்டும்.,6
சியர்ஸ்.,6
"நான் நீங்கள் பார்க்க ஒவ்வொரு முறையும், என் கண்களில் கண்ணீர் மழை கிடைக்கும்.",6
கவனமாக இருங்கள்.,6
ஒவ்வொரு முறையும் யாரோ உங்கள் பெயரை குறிப்பிடுகிறார்.,6
காதலியை பற்றி கேட்க வேண்டாம் ...,6
ஒருபோதும்!,6
காத்திரு.,6
"நில், நில்.",6
கணம் பேரின்ப தான்.,6
அடக்கடவுளே.,6
ஏ சிறுவன்.,6
நகல்.,6
ஜெயராம்!,6
ஏன் இல்லை?,6
நீ ஏன் அவனை குத்துவேன் இல்லை?,6
தயாரா?,5
இது.,5
நான் மிகவும் வருந்துகிறேன்.,5
மைக்?,5
நான் புரிந்துகொள்கிறேன்.,5
♪ஓ,5
அது என் தவறு தான்.,5
ரோஜர் என்று.,5
நான் தீவிரமாக இருக்கிறேன்.,5
ஜென்டில்மென்.,5
"ஆம் , ஐயா .",5
"ஆமென்,ஆமென்,ஆமென்",5
நான் என்ன செய்ய வேண்டும்?,5
நான் என்ன செய்தேன்?,5
நம்பிக்கை.,5
நாதன்?,5
அவரது பெயர் என்ன?,5
அவசரம்.,5
வெளியே போ!,5
அதை பற்றி கவலைப்பட வேண்டாம்.,5
இது எனக்கு உள்ளது.,5
என்னை?,5
மிகவும் வருந்துகிறேன் நான்.,5
பார்.,5
என்னால் முடியாது.,5
என்ன விஷயம்?,5
நீங்கள் என்ன பேசுகிறீர்கள்?,5
எஸ்.ஜி.ஐ,5
நீங்கள் சரியா?,5
ஐ ..,5
நீ எப்படி இருக்கிறாய்?,5
நீ எங்கே இருக்கிறாய்?,5
நீ இங்கே என்ன செய்து கொண்டிருக்கிறாய்?,5
நீங்கள்தனியாகஇல்லை.,5
நீயும் நானும்,5
உண்மையாவா?,5
உண்மையாகவா?,5
நீ.,5
"ஓ, மலம்.",5
நில்!,5
ஒரு',5
புரிந்தது.,5
ஒருவேளை.,5
"இல்லை, நான் இல்லை.",5
போக !,5
இறங்கு!,5
இருக்கலாம்.,5
இயேசு!,5
நாம் போக வேண்டும்.,5
இயக்கவும்!,5
நீங்கள் என்ன சொன்னீர்கள்?,5
இந்தா.,5
திரு ஜனாதிபதி.,5
