sentence,count
אימא!,10652
אני לא מבין.,10640
אני לא יכולה.,10608
"הו, אלוהים.",10536
לא ממש.,10515
מכאן.,10477
טוב מאוד.,10323
תודה רבה לך.,10224
אמן.,10205
בואו.,10191
ג'ון.,10170
את בטוחה?,10142
הוא בסדר.,10113
לא משנה.,10099
"כן, כמובן.",10025
אני כאן.,10018
איפה אתה?,9944
זה הוא.,9880
מה אתה חושב?,9880
אין מצב.,9878
"לא, זה בסדר.",9810
אני מבטיח.,9805
יודע מה?,9793
תראה את זה.,9715
כמה?,9698
מזל טוב.,9653
איפה היית?,9627
זהו.,9626
בואי הנה.,9593
מה איתך?,9541
"לא, אדוני.",9533
מוכן?,9447
לכי.,9433
מדוע?,9427
"כן, נכון.",9415
שוב.,9398
אני מבינה.,9384
אל תדאגי.,9373
מה שמך?,9367
הנה זה.,9327
בואו נזוז.,9312
אמרתי לך.,9275
נפלא.,9270
שיט!,9236
מה קורה פה?,9191
"כן, בסדר.",9190
איפה היא?,9156
זה לא משנה.,9123
ואתה?,9121
זה לא נכון.,9102
אנחנו...,8980
מה קורה כאן?,8923
זה מדהים.,8906
זה מגוחך.,8837
אין סיכוי.,8837
שטויות.,8815
חכו!,8764
אתה צוחק?,8738
אל.,8724
פשוט...,8694
מה הבעיה?,8686
מושלם.,8618
נו באמת.,8493
אתה רציני?,8466
אוו!,8418
הבנת?,8352
אני לא מאמין.,8334
את יודעת מה?,8314
למה את מתכוונת?,8292
גם אני לא.,8251
בוודאי.,8163
היא בסדר.,8147
את צודקת.,8083
מה קרה לך?,8080
תקשיב לי.,8044
תקשיב.,8010
ידעתי.,7975
עבודה טובה.,7946
תפסיקי.,7933
שיהיה.,7932
החוצה!,7873
אל תעשה את זה.,7868
נו?,7853
סלחי לי.,7777
עבור.,7764
מממ.,7759
סלחו לי.,7746
מה העניין?,7713
מייקל.,7706
מה עכשיו?,7701
בשביל מה?,7690
זה מטורף.,7669
"היי, היי.",7637
בן.,7636
די.,7625
מה אתה עושה פה?,7622
מדהים.,7621
"היי, מותק.",7613
לאן?,7584
צא החוצה!,7567
משטרה!,7527
אף אחד.,7447
ערב טוב.,7446
תיזהר.,7412
לאן את הולכת?,7405
אלוהים ישמור.,7395
תראי.,7374
אתה מוכן?,7358
"היי, חבר'ה.",7349
הכל.,7329
לכל הרוחות!,7309
נתראה.,7200
בוא נזוז.,7191
שרה.,7108
טוב לראות אותך.,7096
זה מוזר.,7090
לכו!,7073
כמו מה?,7061
אחי.,7030
מה דעתך?,7030
איך אתה יודע?,7028
זה לא.,6975
ברכותיי.,6974
חכי רגע.,6969
לא נראה לי.,6924
"או, אלוהים.",6923
השתגעת?,6914
חבר'ה!,6908
מה הבעיה שלך?,6869
אני לא מבינה.,6869
היא...,6829
זה בלתי אפשרי.,6828
הכול בסדר?,6805
"לא, לא, לא, לא.",6738
מה נעשה?,6737
"הו, לא.",6736
שבי.,6729
גדול.,6716
מה את עושה כאן?,6673
מה הוא אמר?,6660
נכון מאוד.,6631
בואי נלך.,6630
ממש לא.,6626
זה מספיק.,6564
אתה לא.,6555
אני כן.,6535
אוי לא.,6520
מובן?,6511
יאללה.,6507
אין בעד מה.,6502
תסלח לי.,6499
את יודעת?,6464
זה נחמד.,6448
תשתוק.,6446
סאם.,6433
ששש.,6426
תן לי את זה.,6420
אני אוהב את זה.,6409
אנא.,6382
יהיה בסדר.,6376
בחיי.,6371
"כן, גברתי.",6348
אתה רואה?,6344
עצרו!,6344
"כן, אני בסדר.",6305
אני אטפל בזה.,6304
אתה צוחק עליי?,6298
עזוב אותי!,6297
שלוש.,6278
"לא, אתה לא.",6258
ה,6251
פיטר.,6249
הכל יהיה בסדר.,6248
מי את?,6247
אני חייב ללכת.,6235
אתה שומע אותי?,6228
קצת.,6226
כולם.,6215
מר.,6199
"הו, כן.",6168
מה זה לעזאזל?,6165
המפקד.,6143
תראו.,6105
מה יש לך?,6081
"נו, באמת.",6068
פרנק.,6030
תמשיך.,6026
לגמרי.,6015
"לא, זה לא.",5993
אתה לא מבין.,5961
א.,5937
כמובן שלא.,5930
לעולם לא.,5926
בטוח.,5900
הנה היא.,5898
תראו את זה.,5827
אידיוט.,5807
אלכס.,5768
מישהו?,5765
היכנס.,5763
לא עכשיו.,5756
ככה.,5743
מיד.,5710
רוץ!,5706
מצויין.,5702
אנחנו בסדר.,5658
יודעת מה?,5658
תפסתי אותך.,5647
אני פשוט...,5638
איפה זה?,5629
"תודה, אדוני.",5628
איך אתה מרגיש?,5621
תפסיקו!,5617
סע!,5606
זה אתה.,5589
תעשה את זה.,5556
גברתי.,5496
על לא דבר.,5487
מייק.,5480
זה הכול.,5479
הגיע הזמן.,5472
לאט.,5448
לא רע.,5392
איכס.,5390
"כן, תודה.",5374
שתיים.,5370
קח את זה.,5349
"היי, אבא.",5344
נעים מאוד.,5339
הנרי.,5336
זה לא הגיוני.,5315
מוכנים?,5271
"כן, כן, כן.",5269
גם אתה.,5229
בכלל לא.,5228
תירגעי.,5176
שמעת אותי?,5165
"לא, אני בסדר.",5153
ישו.,5134
זה לא הוגן.,5083
זה נורא.,5031
מה הוא עושה?,5024
מקס!,5021
הוא צודק.,5003
שכח מזה.,4994
דוקטור!,4994
הוא כאן.,4985
מה אתם עושים?,4978
מעניין.,4977
אני כל כך מצטער.,4967
טום.,4967
בערך.,4959
את מבינה?,4927
אתה יודע את זה.,4903
קפטן.,4902
כן אדוני.,4899
אני רציני.,4898
זה לא בסדר.,4894
רק...,4885
נעים להכיר אותך.,4881
אתה תהיה בסדר.,4878
ראית את זה?,4873
לעזאזל עם זה.,4862
"אחת, שתיים, שלוש.",4861
מה נשמע?,4857
אני לא מאמינה.,4857
מה את רוצה?,4841
הארי!,4840
יש לי רעיון.,4838
היא מתה.,4824
אני בטוח.,4802
משהו לא בסדר.,4784
זה לא טוב.,4772
אני מקווה.,4771
בום!,4768
אני נשבע.,4764
"קדימה, קדימה, קדימה!",4764
אתה משוגע?,4761
יפה מאוד.,4743
לא בדיוק.,4742
אני רק...,4734
מה לעזאזל אתה עושה?,4723
איי.,4713
מוזר.,4712
לכאן.,4710
תשתקי!,4708
אחת.,4705
"כן, גם אני.",4684
שלי.,4671
אפשר?,4663
אוי.,4662
דבר.,4655
מחר.,4650
איך זה?,4621
מה את אומרת?,4606
אני לא חושב.,4605
בוא לכאן.,4575
יש לי.,4569
בוא איתי.,4563
תמיד.,4558
את צוחקת?,4554
אפשר לעזור לך?,4552
זה מצחיק.,4552
אחורה!,4551
ג'ו.,4550
עשינו עסק.,4544
"כן, זה נכון.",4538
אני לא בטוח.,4538
למה עשית את זה?,4526
צא!,4512
צדקת.,4509
אני אעשה את זה.,4498
כבר לא.,4492
מוכנה?,4470
הפתעה!,4451
זה כואב.,4450
צ'ארלי!,4449
חבל.,4441
משהו?,4440
"מה זה, לעזאזל?",4423
ואת?,4423
עזור לי.,4421
מי שם?,4415
מה עוד?,4410
מאוד.,4410
שלום לך.,4387
רוצו!,4379
מי יודע?,4371
"כן, אני יודעת.",4370
אני חושב שכן.,4368
"כן, בהחלט.",4361
הוא לא.,4359
אני רואה.,4350
אני מבטיחה.,4339
אני כל כך מצטערת.,4338
קלייר.,4336
אני מסכים.,4310
הנה אתה.,4305
לא ידעתי.,4301
אתה צוחק עלי?,4290
ילד טוב.,4287
למטה!,4284
מה זה אמור להביע?,4282
תודה שבאת.,4273
מה עשיתי?,4271
יום הולדת שמח.,4267
מי זה היה?,4263
אנחנו צריכים לדבר.,4251
זה בשבילך.,4239
ג'יין.,4233
"או, כן.",4220
משהו כזה.,4213
"היי, היי, היי.",4210
אני בפנים.,4201
אני לא יכול לעשות את זה.,4194
אתה מבין אותי?,4187
אוי אלוהים.,4179
קח.,4178
אני בא.,4175
אוי ואבוי.,4173
עוד משהו?,4169
אני מנסה.,4166
מה השעה?,4159
אני מטפל בזה.,4156
קווין.,4144
ידיים למעלה!,4135
ודאי.,4130
מאוחר מדי.,4126
תיכנס.,4125
אני הולך.,4114
אני חושב.,4111
"טוב, טוב.",4094
ללכת.,4091
ימין.,4090
זה טירוף.,4085
ג'ייק!,4075
איך קוראים לך?,4068
תודה לכם.,4056
אתה מטורף.,4052
דני.,4052
תן לי לראות.,4045
זה עובד.,4043
הוא יהיה בסדר.,4036
כלומר...,4035
זה לא מצחיק.,4030
כריס!,4026
"רגע, רגע.",4025
ואז...,4011
חכו רגע.,4008
תתעורר!,4008
אתה חושב?,3999
אנה.,3995
בוא נעשה את זה.,3965
רד ממני!,3962
איפה הם?,3961
אופס.,3957
רעיון טוב.,3953
אבי.,3944
ניק.,3942
לי.,3938
איך הולך?,3933
ב,3923
למי אכפת?,3923
לאן אנחנו הולכים?,3922
מי זאת?,3920
איפה את?,3908
עוד לא.,3902
לא הרבה.,3898
הנה זה בא.,3896
זה נפלא.,3891
כנראה.,3889
אני אהיה בסדר.,3883
הם...,3882
טוני.,3882
אני מניח.,3878
אני מכיר אותך.,3874
מה אתה?,3869
מה את חושבת?,3856
אני אהרוג אותך!,3853
לא חשוב.,3852
לא אני.,3852
למען השם.,3837
נשמע טוב.,3820
"כן, בבקשה.",3806
"בסדר, תודה.",3804
אני אלך.,3795
תסתובב.,3795
ג'ימי.,3771
רגע אחד.,3771
זה היה...,3764
כל דבר.,3757
כמעט.,3749
"הו, אלוהים שלי.",3744
מבין?,3741
למעלה.,3739
אממ...,3733
אני צריך ללכת.,3732
תסתכל עליי.,3729
קייט.,3725
שמעת את זה?,3723
תסתכל.,3722
קרה משהו?,3714
כלבה!,3711
בואו נעשה את זה.,3710
מרי.,3705
את רצינית?,3704
תפסיק עם זה.,3698
עשה זאת.,3694
"לא, בבקשה.",3692
הגענו.,3687
תקשיבי.,3683
אני רוצה.,3671
זה פשוט...,3671
מה זה משנה?,3669
עצרי!,3667
מה המצב?,3662
ועוד איך.,3643
אל תזוזי.,3637
שלילי.,3635
תחשוב על זה.,3634
זה חשוב.,3623
ריי.,3621
ג'ים.,3619
לא יאומן.,3615
לא עוד.,3614
למה אתה עושה את זה?,3614
אני מתנצל.,3613
"היי, אמא.",3611
"טוב, תודה.",3609
עזרה!,3608
איפה אני?,3604
מה את עושה פה?,3601
ג'יי.,3596
בי.,3588
אלוקים.,3587
שון!,3583
מי הוא?,3582
קלארק.,3581
בינגו.,3579
התנגדות.,3577
בובי.,3572
בוא נראה.,3567
תראי את זה.,3563
אני חייבת ללכת.,3558
פתח את הדלת!,3554
בוקר.,3547
זה לא יקרה.,3533
רבותיי.,3531
"היי, חבר.",3530
חג מולד שמח.,3529
מים.,3526
אני מעריך את זה.,3524
תגיד לי.,3523
דניאל.,3522
איך ידעת?,3521
איפה אנחנו?,3514
רייצ'ל.,3511
יצאת מדעתך?,3511
ג'יימס.,3507
לך מפה.,3499
אני צריכה ללכת.,3497
"לא, הוא לא.",3493
כמה זמן?,3492
לך לעזאזל.,3486
חברים.,3485
בטח שכן.,3484
היום.,3468
אחד.,3465
תתרחק!,3460
מה תעשה?,3458
זה שלי.,3452
תחזיק מעמד.,3448
אני מוכן.,3439
מצאתי.,3434
יו.,3433
חבר.,3419
ילדים.,3417
תקשיבי לי.,3412
תסלחו לי.,3412
תסתכל על זה.,3405
איך זה קרה?,3400
אף פעם.,3397
את רואה?,3392
את תהיי בסדר.,3380
ברוך הבא.,3369
סיימנו.,3361
הוד מעלתך.,3358
פול.,3357
אכפת לך?,3356
"כן, בדיוק.",3356
איך את מרגישה?,3348
בזהירות.,3340
נתראה מחר.,3327
טומי!,3326
זה מושלם.,3319
"היי, מה קורה?",3308
אני יודע את זה.,3304
הנה הם.,3294
זוכר?,3287
קפה?,3285
לא טוב.,3281
אינני יודע.,3277
מה לא בסדר?,3270
סוף סוף.,3261
לא לזוז!,3260
אני יכול.,3256
זה העניין?,3254
זה קורה.,3248
אתה יכול לעשות את זה.,3232
אין צורך.,3225
סם.,3223
אתה לא יכול.,3219
בשמחה.,3216
מצחיק.,3215
ניסיתי.,3214
הבא בתור.,3214
תעזור לי.,3202
יכול להיות.,3202
אחלה.,3202
היזהר.,3201
גם אותך.,3201
סתום את הפה!,3199
עשינו את זה.,3197
נעים להכיר.,3187
שמור על עצמך.,3185
אמת.,3182
אני כבר חוזר.,3178
הוא נעלם.,3174
אל תיגע בי!,3174
ברוכים הבאים.,3172
אני לא רוצה.,3171
את מוכנה?,3171
"חכה, חכה.",3163
לא תודה.,3159
"לא, אני...",3155
"או, לא.",3153
זה כלום.,3152
תסלחי לי.,3148
וולטר.,3147
רוצי!,3144
הלילה.,3141
אדי.,3139
סגור.,3136
לבד.,3123
יש לנו בעיה.,3122
את לא.,3121
ברור שלא.,3120
כסף.,3116
גם לי.,3111
אדם.,3109
אתה משקר.,3108
צ'רלי.,3104
תרגע.,3097
תשכח מזה.,3095
ביל.,3086
אתה לא יודע?,3071
את מה?,3071
איך את יודעת?,3070
קאט!,3067
זה שלך.,3060
תעזוב אותי!,3040
עזרו לי!,3033
לפעמים.,3028
מס,3026
לא ייאמן.,3026
אותי?,3021
הצלחתי.,3020
"אני יודע, אני יודע.",3018
יש בעיה?,3009
זה היה מדהים.,3003
ממ.,3000
הירגע.,2997
מת.,2990
"לא, את לא.",2988
מתחילים.,2987
יש לי את זה.,2986
תן לי.,2974
חמש.,2972
איימי.,2966
סיימת?,2958
מה איתו?,2957
ילדה טובה.,2954
לא יכול להיות.,2954
ואז מה?,2952
היכנסי.,2951
בוס.,2945
בוב.,2941
לעולם.,2940
סבבה.,2933
הרבה.,2913
היא תהיה בסדר.,2904
איך עשית את זה?,2902
לואיס.,2902
אריק.,2901
זוזי!,2899
אלי!,2894
זה עבד.,2888
אמילי.,2887
מי אתם?,2880
אדוני הנשיא.,2873
אתה מכיר אותו?,2873
גם אני אוהב אותך.,2873
היא צודקת.,2872
דיוויד.,2870
ג'וני!,2865
הם באים.,2855
אני אחזור.,2853
יותר טוב.,2852
סיימתי.,2852
בקרוב.,2844
מה היא אמרה?,2844
ארבע.,2843
מה שתגיד.,2839
אתה יכול.,2838
וזה...,2838
אתה טועה.,2836
"בבקשה, לא.",2833
אולי לא.,2832
טעות שלי.,2826
לסגת!,2809
המשך.,2807
אנדי.,2805
מה שלומו?,2805
"תודה, אבא.",2804
בשבילי?,2802
אלן.,2795
אני אוהבת את זה.,2794
אני בדרך.,2792
מאט.,2792
תאמין לי.,2789
תעצור!,2782
עשית את זה.,2780
זה שום דבר.,2777
גם אני אוהבת אותך.,2771
זה מגניב.,2770
מה יש?,2767
היכן הוא?,2767
בילי!,2763
תקשיבו.,2759
"קדימה, מותק.",2758
זה יהיה נהדר.,2747
זה אמיתי.,2746
אנחנו לא.,2744
גם לך.,2743
אין.,2740
ג'סי!,2735
תורך.,2734
פה.,2733
דין.,2732
אני בספק.,2731
לא עשיתי כלום.,2726
מה דעתך על זה?,2723
אני לא זוכר.,2720
גברת?,2717
שמעת?,2715
בהחלט לא.,2713
בשבילך.,2710
נקי.,2708
זה לא עובד.,2705
במה?,2705
ואוו.,2703
זה מגעיל.,2701
שש.,2693
ואני...,2691
זה ברור?,2688
וויל!,2686
תן לי לנחש.,2679
מונית!,2679
מהר יותר!,2675
קומי.,2673
בולשיט.,2668
אני יכול לעזור לך?,2666
אני בסדר גמור.,2665
אל תזוזו!,2661
בלתי אפשרי.,2661
מה אנחנו עושים?,2660
על זה אני מדבר.,2658
אני בטוחה.,2656
אני לא חושבת.,2656
אל תעשי את זה.,2653
אתה שם?,2652
הייתי.,2651
אני אעשה זאת.,2651
האומנם?,2646
אני באה.,2644
את זה.,2643
צאו!,2639
זו אני.,2635
בואי איתי.,2634
"אלוהים, לא.",2630
לך מכאן.,2628
מה אני עושה?,2627
למי?,2626
אכן כן.,2614
קייל.,2609
תתרחק ממני!,2603
יום טוב.,2601
ספר לי.,2592
"רגע, רגע, רגע.",2590
אליס.,2585
ריק.,2584
כמו...,2581
איזה יופי.,2578
ג'רי.,2574
טעות.,2574
בראבו!,2569
מה אתה רוצה ממני?,2563
לוק!,2562
אתה יודע למה?,2559
האם זה נכון?,2554
לך על זה.,2552
אני מקשיב.,2552
לזוז!,2550
תתכופף!,2548
כרצונך.,2545
אתם בסדר?,2544
נתראה בקרוב.,2540
פנוי.,2540
סטיב.,2537
רואים?,2536
זה היה טוב.,2531
אנני.,2531
עשיתי את זה.,2530
אני צודק?,2529
הם כאן.,2528
שכחתי.,2527
מה לעשות?,2525
נראה.,2523
סבתא!,2523
ג'ייסון.,2522
מארק.,2522
מ...,2522
תפסתי אותו.,2518
בנות.,2513
טיפש.,2508
שמעתי.,2505
הנה את.,2505
למה אני?,2504
שקרן!,2501
מה לא בסדר איתך?,2498
את לא מבינה.,2496
"כן, טוב.",2494
לוסי.,2493
היכן?,2490
זו האמת.,2487
אם...,2486
רוז!,2484
אבל למה?,2483
האמנם?,2478
אמה.,2477
אתה מת.,2475
"בסדר, קדימה.",2474
"זה בסדר, זה בסדר.",2473
ועכשיו?,2468
קלואי.,2466
הכל טוב.,2464
"מ""מ.",2460
תפסו אותו!,2452
בחייכם.,2451
אעשה זאת.,2447
צ'אק.,2436
מצחיק מאוד.,2433
אנחנו חייבים ללכת.,2427
אווה!,2417
אתה רעב?,2415
טעיתי.,2412
לך הביתה.,2411
גם את.,2410
אני יכול לעשות את זה.,2409
מה העניינים?,2407
היא כאן.,2403
אני אשמח.,2398
בואי לכאן.,2395
סקוט.,2393
טד.,2390
מה קרה לו?,2386
לא לא.,2381
קארל.,2378
מבטיח.,2376
מה קורה איתך?,2375
אני זוכר.,2373
אתה נראה טוב.,2372
אתה לא יכול לעשות את זה.,2372
אני רצינית.,2371
חיובי.,2371
איך אתה יודע את זה?,2370
זה יפה.,2368
"כן, גבירתי.",2367
"היי, מה שלומך?",2366
"לא, חכה.",2364
היא לא.,2360
כמובן שכן.,2360
ג'ין!,2359
זה יהיה בסדר.,2359
מה קורה שם?,2357
מה אתה רואה?,2356
דוק!,2351
יש לך את זה.,2346
אני לא יודע על מה אתה מדבר.,2345
פעמיים.,2343
רואה את זה?,2342
מה אתה מדבר?,2332
אני מבטיח לך.,2327
מה הולך פה?,2327
אני פה.,2321
זה רע.,2319
"אה, באמת?",2314
שניים.,2312
מה הוא עשה?,2312
עזוב.,2311
אין זמן.,2311
זה אפשרי.,2309
מגי.,2309
תמשיכי.,2306
פיט!,2303
אנחנו צריכים ללכת.,2298
שתקי!,2298
זה מה שאני עושה.,2297
ילד.,2295
כי...,2294
"היי, אתה.",2294
פיל.,2291
מה שמו?,2281
על מה אתה מסתכל?,2281
איני יודע.,2279
אתם יודעים מה?,2277
זה מעולה.,2276
סמל.,2275
להתרחק.,2273
שבע.,2271
אנחנו מוכנים.,2265
מה לעזאזל קורה כאן?,2264
אהבה.,2264
מה יש לנו?,2263
יודעים מה?,2263
קחי.,2263
איך היה?,2262
שימו לב.,2260
כל הזמן.,2259
זה כן.,2259
אל תירו!,2257
גבירתי.,2255
מתוקה.,2255
מדוע לא?,2255
הוא שם.,2252
"כן, אני...",2252
האם אתה?,2249
"לא, לא, לא, לא, לא.",2248
אתה רואה את זה?,2244
חזרת.,2242
עדיין.,2242
מוסכם.,2241
אני עובד על זה.,2240
ל...,2240
"סלח לי, אדוני.",2239
אני כל-כך מצטערת.,2239
אני הולכת.,2239
את מי?,2237
לא היום.,2236
שניכם.,2234
ממתי?,2229
צאו החוצה!,2227
על הרצפה!,2227
מה שלומה?,2226
אני צוחק.,2226
שמונה.,2225
שלך.,2220
ביי ביי.,2219
"קדימה, חבר'ה.",2210
לחלוטין.,2204
מרשים.,2204
האם...,2203
'ג'ורג.,2199
אנחנו כאן.,2194
בני.,2194
כולם בסדר?,2192
# צפייה מהנה #,2192
שבו.,2189
מי זו?,2187
בריאן.,2186
תחזיק חזק.,2184
איך הלך?,2182
"בסדר, טוב.",2177
אחות!,2177
הביתה.,2177
"בסדר, בסדר, בסדר.",2175
בדיוק שם.,2175
"רגע, מה?",2170
יבוא.,2166
זו אשמתי.,2165
מה אתה הולך לעשות?,2164
זה לא יעבוד.,2161
תיזהרי.,2159
זאת אני.,2159
למה אתה מחכה?,2154
אני ממש מצטער.,2153
זה לא עניינך.,2153
תפוס אותו!,2150
לנצח.,2149
נתראה מאוחר יותר.,2149
נלך.,2147
מה הוא אומר?,2144
אני לא בטוחה.,2143
אני אקח את זה.,2142
לא כאן.,2141
עוד.,2141
תתרחקו!,2134
זה לא חשוב.,2134
את יודעת את זה.,2132
מיד אחזור.,2129
אני מתכוון...,2128
"לא, לא ממש.",2127
בוא לפה.,2126
איפה כולם?,2125
מה אמרתי לך?,2125
מה פתאום.,2125
אתה כן.,2124
זה יפהפה.,2122
"לא, עדיין לא.",2121
אי.,2121
אני חושבת.,2118
תזדרז.,2116
תסתכל עלי.,2116
זה כאן.,2113
ג'וש.,2112
את שומעת אותי?,2111
זה מסובך.,2110
לא אמרתי את זה.,2109
הם לא.,2108
לאן הוא הלך?,2108
זונה!,2106
יש לך?,2105
כולכם.,2103
את נראית נהדר.,2101
אני בחוץ.,2100
דייב.,2099
אוון!,2097
בנאדם.,2097
קיבלת.,2093
מה איתי?,2093
זו...,2089
אתה בא?,2087
ממה?,2087
בדיוק כך.,2086
"אה, לא.",2086
"סליחה, אדוני.",2084
זה רעיון טוב.,2084
"אה, נכון.",2083
תני לי את זה.,2082
חזרתי.,2079
המתן.,2077
הכול.,2077
ליסה.,2075
פנו דרך!,2074
כנס.,2073
עם מי?,2069
חבל מאוד.,2068
"תודה, מותק.",2066
כנראה שלא.,2066
אני חושבת שכן.,2066
תעשה לי טובה.,2065
זה לא אני.,2065
זה לא מספיק.,2062
אני לא חושב כך.,2062
אתה אוהב את זה?,2061
זו לא אשמתך.,2061
היכנסו.,2058
אום...,2058
"טוב, קדימה.",2057
"כן, זה אני.",2056
זה הגיוני.,2056
יש שם מישהו?,2055
אני מניח שכן.,2055
זה בטוח.,2054
ארתור!,2053
מה אמרתי?,2051
אין לך מושג.,2051
הידד!,2050
מצאת משהו?,2048
"לא, היא לא.",2047
מס ',2044
חדשות טובות.,2043
"לא, אנחנו לא.",2039
האם אתה בסדר?,2039
את צוחקת עליי?,2038
או שלא.,2032
"כן, אני כן.",2031
צא מכאן!,2028
זה יעבוד.,2027
לילי.,2027
זה קשה.,2026
אני רעב.,2025
ראיתי את זה.,2024
איחרת.,2024
הקשב!,2023
אן.,2023
"תודה, תודה.",2022
בואי נזוז.,2021
מולי.,2018
העונג כולו שלי.,2018
הייתי שם.,2018
לעשות מה?,2017
מה שלומכם?,2013
אוה.,2013
לשם.,2011
ממש כאן.,2010
תפסתי.,2010
אני שונאת אותך!,2010
מי אני?,2008
"בבקשה, בבקשה.",2007
ברגע זה.,2006
תחזור!,2002
דן.,2002
לא התכוונתי.,2001
"כן, באמת.",2000
למה אתה כאן?,1999
מה לעזאזל קורה פה?,1998
הצלחת?,1993
הוא חי.,1993
תהנה.,1991
אנחנו לא יודעים.,1991
חברה?,1985
אני לא מבין את זה.,1983
נתראה אחר כך.,1981
זה מה שחשבתי.,1981
ראית אותו?,1978
אֲנִי לֹא יוֹדֵעַ.,1976
תגיד את זה.,1975
"לא, באמת.",1975
אבא שלי.,1975
זאת היא.,1974
זה שונה.,1972
תראה אותך.,1972
לשם מה?,1971
תשכחי מזה.,1970
אליסון.,1966
זה לא זה.,1964
ניצחת.,1964
אתה עשית את זה.,1963
שיהיה לך יום טוב.,1963
לא איכפת לי.,1960
מה יש לנו כאן?,1959
עוף מפה!,1959
מה אתם עושים כאן?,1958
מאיפה השגת את זה?,1957
איזו הפתעה.,1955
זה לא יכול להיות.,1955
"תודה לך, אדוני.",1953
זאת...,1953
מה ראית?,1951
שמישהו יעזור לי!,1945
כיצד?,1943
האמת?,1942
תנשום.,1942
אישור.,1940
ג'ני!,1937
עזוב אותו.,1936
צאי החוצה.,1936
