sentence,count
अंदर हो जाओ!,7
यहाँ आते हैं.,6
उसे बताओ।,6
"सर, कृपया।",6
यह मत छुओ!,6
चोर!,6
चलो मेरे पास!,6
उसे ले लो?,6
चलो वापस जाने के हैं!,6
यह सब क्या है?,6
यह सब ठीक है.,6
"चलो, चलो, चलो!",6
एंडर!,6
उसे जाने दिया.,6
जल्दी आओ!,6
यह कहाँ है?,6
ताजी मछलियां!,6
डैडी!,6
डा.,6
आपसे मिलकर अच्छा लगा.,6
"ठीक है, तो.",6
मैक्स.,6
मैडम।,6
इस बाहर की जाँच करें.,6
... इसी तरह ...,6
जीवन की हार में रहते थे क्या है?,6
यह बहुत शांत है...,6
जिस तरह से आप अपनी माँ और पिता का सम्मान करते हैं ...,6
सही है है.,6
"जागो, छोटे से छोटू!",6
यह तुम्हारा है.,6
"जाओ, जाओ!",6
यहाँ पर.,6
उसे पकड़ो!,6
यह प्यार इसे टुकड़ों में बिखर गया है।,6
जसपाल सिंह,6
समझा...,6
क्या मतलब है तुम्हारा?,6
... एक उपवास या दान दे।,6
किस लिए?,6
के अस्पताल में चलते हैं।,6
कृपया हमें शादी मिलता है।,6
कृपया मेरी बात सुने।,6
वह कुछ भी लायक नहीं है।,6
वह कैसा है?,6
कुछ आ रहा है!,6
ओके.,6
किसके लिए?,6
वह चला गया है.,6
ओरेकल!,6
ओलिंप गिर गया है.,6
शास्त्री।,6
वह यहाँ है!,6
कि क्या मतलब है?,6
वहाँ कौन जाता है?,6
ओवर।,6
"ओह, बकवास.",6
वाकर रात!,6
कहा पे?,6
"ओह, हाँ।",6
वे वास्तव में कर रहे हैं कुछ!,6
वे एक दूसरा मौका माफी माँगने के लिए नहीं मिलेगा और मैं तुम्हें प्यार करता हूँ।,6
वरना क्या?,6
लानत है।,6
यहाँ से बाहर चले जाओ!,6
क्या बकवास?,6
सब कुछ ठीक है.,6
एक तीर्थ यात्रा पर जाने के लिए आप एक अच्छा काम करते हैं ...,6
सज्जनों.,6
सच में नहीं है.,6
क्या हम?,6
क्या मुसीबत है?,6
हम आदमी खाते हैं.,6
एक दूत.,6
यो.,6
रहने भी दो,6
रिच?,6
ऐसा क्या?,6
क्या कहा तुमने?,6
एक भेड़िया!,6
एक राक्षस!,6
श्री जयराम।,6
कोई समस्या नहीं है.,6
एकजुटता हमेशा हमेशा,6
रूथ.,6
रे!,6
एक।,6
शुभ रात्रि.,6
मैं बहुत शर्मिंदा हूं!,6
मैं बस...,6
धत् तेरे की।,6
अब जाओ.,6
देवियों और सज्जनों...,6
देख?,6
"हाँ, मैं करता हूँ.",6
दूसरों को बताना.,6
मुझे परवाह नहीं है।,6
"हाँ, मुझे भी.",6
त्वरित!,6
पापा।,6
तो फिर तुम मेरे साथ क्या करेंगे।,6
आप क्या कर रहे हो?,6
"हाँ, ज़रूर.",6
अभी भी रहो!,6
अभी नहीं।,6
मुड़ जाओ.,6
आप पागल हो गयी है?,6
तुम्हें छू कुछ क्या?,6
पीछे रहो।,6
भारती।,6
निरस्त करें!,6
आपको पता है कि?,6
"हाँ, मैं हूँ.",6
पता है।,6
"नहीं, तुम नहीं कर रहे हैं.",6
मां!,6
नीचे खड़े हो जाओ!,6
माफ करना.,6
पकड़ो!,6
"नहीं, शुक्रिया।",6
माहौल।,6
आप कर रहे हैं.,6
हाइ।,6
"नहीं, कावेरी।",6
ध्यान रखें,6
मुझसे दूर रहो!,6
आप कहते हैं कि यदि हाँ ...,6
"अरे, तुम!",6
"हाँ, साहब!",6
आप कहां से हैं?,6
मुझे अच्छा लगा.,6
नहीं धन्यवाद।,6
नमस्कार महोदय।,6
अभिमन्यु।,6
मेरा दिल यादों की कैद में गिर गया।,6
तुम्हें कैसे पता?,6
अच्छा लगता है.,6
तुम मेरी माँ और पिता भी सम्मान करेंगे।,6
तुम ठीक तो हो?,6
तुम क्या सोचते हो?,6
अच्छा लगा.,6
तुम क्या कर रही हो?,6
मैं तुम्हारे बिना शांति नहीं है।,6
बहुत बढ़िया.,6
हम घिरे हैं!,6
अंदर आओ,6
बहुत अच्छे!,6
©@ पीआर एम एन डी,6
हॉल्ट !,6
बाहर निकलो!,6
मैं तुम्हें कैसे नरमी से प्यार किया है,6
मैं नहीं ...,6
हो सकता है.,6
तीन।,6
©@ पीआर एम एन,6
तुम मेरे दिल चुरा कर ले गए हैं।,6
अपना सिर नीचे रखना!,6
हांक?,6
मैं अपने पैरों को महसूस नहीं कर सकते हैं।,6
मेरे पास है.,6
तुम्हारा क्या मतलब है?,6
हमें अकेला नहीं छोड़िए!,6
बहुत अच्छा।,6
फिर मिलेंगे प्रिये।,6
अब क्या?,6
मेरे दिन और रात तुम्हारे बिना बेचैन कर रहे हैं।,6
तुमने क्या कहा?,6
हम्म।,6
बकवास।,6
बस यही बात है.,6
मैं कर लूंगी.,6
वो क्या है?,5
"अरे, हाँ!",5
वेन्डी.,5
अब चलो.,5
हेनरी!,5
शांत हो जाओ।,5
और अब...,5
ऐसा मत करो!,5
शाबाश!,5
हार्ले!,5
अरे नहीं।,5
हे हे.,5
हू हू!,5
और आप...,5
आओ मुझे मिलो,5
सुश्री लिली।,5
उसके बारे में क्या?,5
आप सही हैं.,5
साफ!,5
हम में से एक.,5
हम चलें?,5
इसे खोलो.,5
सुनो।,5
इस तरह.,5
आराम से।,5
शुभ संध्या।,5
सैम?,5
स्कडूश।,5
आराम करें.,5
हम क्या करें?,5
स्टॉर्मफ़्लाइ!,5
आपने ऐसा क्यों किया?,5
हम?,5
आपका नाम क्या है?,5
आप समझ में नहीं आता.,5
उसे छोड़ दो!,5
आप सब सही हैं?,5
आप यहाँ क्या कर रहे हो?,5
हां भाई।,5
श्री वेन!,5
एक',5
एक बार ...,5
आप के आदी।,5
आप को खेद है?,5
आप को देखो.,5
एक.,5
"हाँ,",5
आप क्या मतलब है?,5
ऊह.,5
ऊ.,5
"हा, हा.",5
हा हा हा!,5
"आप फिर से पूछो, मैं हाँ कह देंगे।",5
आप बाहर निकलें?,5
उसे बंद करो!,5
वे यहाँ हैं!,5
खोलो!,5
वे कहाँ हैं?,5
मैं नहीं जानती.,5
नहीं साहब।,5
मुझे अकेला छोड़ दो।,5
मुझे का पालन करें.,5
धन्यवाद महोदय।,5
मुझे धोखा।,5
"मुझे पता है, मुझे पता है.",5
थोड़ी देर रुको.,5
मुझे बल्ला दो.,5
तो फिर जीवन शुरू होता है,5
तो ठीक है.,5
तो अपनी पहचान और स्थिति बताएँ।,5
मुझे याद है.,5
तुम्हें यकीन है?,5
में जाओ!,5
मेरा दिल सिर्फ तुम प्यार किया है।,5
मेरा विश्वास करो.,5
तुम्हारे साथ क्या गलत है?,5
तुम्हारे लिए!,5
मेरी मदद करो।,5
मेरे दिल की ...,5
तुम्हारी समस्या क्या है?,5
तुमने देखा?,5
मेरे साथ आओ.,5
मैं अभी वापस हो जाएगा.,5
मैं उसे मिल जाएगा.,5
मैं गंभीर हूँ.,5
मैं जानता / जानती हूँ.,5
मैं तुम्हें करने के लिए इस्तेमाल कर रहा हूँ ...,5
मैं तो बस ...,5
मुझसे बात करो.,5
मिल गया!,5
"नहीं, मैं ठीक हूँ.",5
पो!,5
बिलकुल!,5
बाहर निकालो.,5
बाहर देखो!,5
"बहुत, बहुत शुक्रिया।",5
बेवकूफ.,5
बहुत हो गया!,5
बहुत बढ़िया।,5
बैठ जाओ।,5
बैठिए.,5
बढ़िया।,5
भगवान का शुक्र है.,5
फिर कहते हैं कि तुम खेद है।,5
प्लीज...,5
पुलिस को बुलाओ!,5
माफ़ करना!,5
पीछे हटो।,5
पीछे हटो !,5
मत जाओ.,5
पीछे आ जाओ!,5
मतलब?,5
पागल!,5
ममम,5
पक्का वादा?,5
पक्का?,5
पकड़ो उसे!,5
नीतू!,5
नाथन?,5
माता,5
तीन...,5
मैं नहीं पता है.,5
वे कहाँ जा रहे हैं?,5
डेविड...,5
क्योंकि यह भगवान की इच्छा है।,5
क्या हुआ है?,5
ये झूठ है।,5
क्या तुम हो?,5
क्या ऐसा है?,5
क्या आप तैयार हैं?,5
क्या आप के बारे में?,5
क्या आप...,5
"रुको, रुको.",5
रुद्र!,5
रूको!,5
रेड.,5
कॉपी करें.,5
रोजी?,5
लंबे समय तक रहना सांसद रुद्र!,5
कैरोल।,5
लेकिन क्यों?,5
वह क्या था?,5
किसका?,5
वह मर चुका है.,5
वह यहाँ नहीं है.,5
कितने?,5
कि कॉपी करें.,5
काई...,5
कमबख्त नरक.,5
कभी नहीँ।,5
"और बादल वाक़ई कितने सफ़ेद होंगे,",5
विंस्टन।,5
और कौन जानता है?,5
क्लार्क।,5
बिलकुल सही।,5
चलो घर चलें।,5
यह आपके लिए है.,5
मैं यह जानता था.,5
"ठीक है, मैं समझ गया.",5
मैं वहीं होऊँगा।,5
ठीक है ठीक है।,5
ठीक आप?,5
मैं हूँ।,5
"ठहरो, ठहरो.",5
मैंने तुमसे कहा था!,5
ट्रेवर ?,5
मैल्कॉम।,5
यदि आपको यह संदेश मिल रहा हो...,5
टेम्पलटन!,5
टेक,5
जून,5
चलो भी!,5
यह खत्म हो गया है.,5
जारी रखें।,5
यह दंगा-फ़साद नहीं है!,5
जाएं.,5
यह पागलपन है.,5
जय हो!,5
यह मत करो।,5
यह मेरी गलती नहीं है।,5
चुप हो जाओ.,5
चुप!,5
चिंता मत करो।,5
चाचा,5
यहाँ क्या हो रहा है?,5
00 बजे हैं।,5
