sentence,count
Skal bli.,921
Nydelig.,921
"Nei, vent.",914
Det lover jeg.,914
Hva synes du?,913
Flink gutt.,913
Du hadde rett.,913
Yeah.,912
Hva mener du med det?,912
Ha det bra.,912
Idiot!,910
For hva?,908
Som du vil.,906
Hva gjør vi nå?,905
Ingen fare.,905
Vi...,903
Hyggelig.,901
Ben.,897
Jeg sverger.,896
Gikk det bra?,894
Takk for at du kom.,894
Jaha.,893
Din jævel!,891
Gå nå.,889
Jeg har deg.,888
"Hei, pappa.",887
Hva skal det bety?,886
La meg være!,883
Faen også.,883
Ikke tenk på det.,882
Han har rett.,881
Han...,878
Hva som helst.,874
Ikke jeg.,868
Hva er det der?,865
Det går fint.,862
Hva feiler det deg?,861
Enig.,856
Så bra.,856
Jeg har det.,855
Unna!,855
Jeg gjorde det.,854
Kanskje det.,854
Opp med hendene!,850
Kom deg vekk!,849
Slipp!,845
Hvor er den?,843
Jeg er straks tilbake.,840
Jeg klarer meg.,839
Hva vil du ha?,839
Kjære.,838
Har du?,836
Vi får se.,831
Gå vekk!,831
Hva holder du på med?,828
Hopp inn.,827
"Hei, mamma.",824
Det vet jeg ikke.,820
Hva gjorde du?,819
"Nei, det går bra.",817
Ikke nå lenger.,817
Jeg må snakke med deg.,814
En gang til.,812
Lukk opp!,809
Jeg aner ikke.,808
Jeg prøver.,808
Dette.,806
Der borte.,804
Absolutt ikke.,804
Endelig.,802
Det...,801
Nå er det nok.,799
Mike!,795
Drep ham!,795
Åh!,794
Du tuller.,790
Hva syns du?,789
Hold ut.,788
Doktor.,784
Er du der?,784
"Å, Gud.",782
Du forstår ikke.,781
Det var alt.,781
Du er gal.,780
Hvor er vi?,780
Politiet.,779
Bli der.,778
En.,777
Godt å se deg.,776
Vi klarte det.,770
Pass på!,770
Faen heller.,768
Hvordan visste du det?,767
Gratulerer med dagen.,767
Det er nok.,766
Hva gjør vi?,765
Bra jobbet.,762
Her borte.,761
Wow.,761
Jeg er redd.,756
Javisst.,755
Hvor er det?,754
Tro meg.,754
Alex!,754
Er du sulten?,753
Reis deg.,752
Interessant.,749
Se på deg.,749
Deg.,749
Politi!,747
Har du det bra?,746
Du lyver.,745
Snu deg.,744
Tja...,744
Forstår du det?,744
Det er utrolig.,743
Vi går.,743
Når da?,742
Jeg bryr meg ikke.,740
Kom deg opp!,738
Sarah?,735
Jesus.,735
Det er riktig.,735
De kommer.,732
Jeg må stikke.,731
Max!,731
Så du det?,731
Faen ta!,730
Jeg er med.,729
God idé.,727
I morgen.,727
Hørte du det?,725
Oh!,725
Ferdig.,724
Gudskjelov.,724
Det kan jeg ikke.,722
Okei.,721
Hold deg fast!,721
Pent.,720
"Ja, det gjør jeg.",718
Gutter!,716
Hvordan føler du deg?,713
Han er her.,713
Nei vel.,712
La ham være.,711
Liker du det?,710
Der er du.,710
Samme det.,709
Våkn opp!,708
"En, to, tre.",707
Kaffe?,707
Pass deg.,707
Jeg må dra.,704
"Ja, takk.",700
Anna!,700
Niks.,698
Nesten.,697
Er du?,695
Er det forstått?,694
Jeg håper det.,693
Det er ikke mulig.,691
Ikke si det.,691
Fem.,689
Om hva?,689
Fire.,689
Er det noe galt?,688
Pokker ta!,687
Jeg har den.,687
Supert.,684
Hva har du?,684
Er du OK?,684
Stemmer det?,683
Hold munn!,682
Det er viktig.,679
Det er flott.,678
Hvor lenge?,678
"Hei, hei.",678
Jeg blir med.,677
Det gjør jeg ikke.,676
Bravo!,676
Hyggelig å møte deg.,673
Tror du det?,672
Jeg har en idé.,671
Få se.,669
Er det deg?,669
Hva sa jeg?,669
Hvor mange?,668
Hvem vet?,668
Jeg tar den.,664
Jim!,664
Flytt dere!,663
Ærlig talt.,659
Strålende.,658
Jake!,656
"Hei, du.",655
Fyr!,655
Jeg kommer tilbake.,654
"Nei, det er det ikke.",654
George.,653
Vet du hvorfor?,652
Død.,651
Du tar feil.,651
Hva gjør dere?,651
Bare gå.,650
Hvorfor er du her?,649
Kjenner du ham?,647
Hvor gammel er du?,646
Selvfølgelig ikke.,644
Mr.,643
Jeg kan ikke tro det.,641
Jeg er glad i deg.,641
Det er fint.,640
Jeg går.,640
Der er hun.,639
Jeg er ferdig.,638
Snart.,637
Jeg er sulten.,634
Jeg elsker deg også.,634
Det er ingen fare.,634
Se på ham.,634
Alene.,633
Alltid.,632
Hvor er jeg?,630
Jeg er så lei meg.,630
Nok!,630
Han kommer.,629
Bare...,629
Hvem er dere?,628
La være.,628
Det er jeg.,627
Pisspreik.,626
Hva vil du gjøre?,624
Hva heter han?,623
Samme her.,622
Det tror jeg ikke.,621
Chris.,621
Ikke faen.,620
Hva tenker du på?,619
Greit nok.,618
Det er bare...,618
Takk for hjelpen.,618
Bill?,617
Will!,617
Godt gjort.,616
Så flott.,616
Hei sann.,616
Jeg skjønner ikke.,616
Vi ses i morgen.,616
Det er for sent.,615
Jeg husker ikke.,614
Pust.,613
Claire!,612
Hvorfor gjør du dette?,612
Fortere!,611
Takk for det.,611
Det er OK.,611
Sjef.,611
Synd.,609
Hun er død.,608
Du store.,608
Jeg trenger hjelp.,607
Bare bra.,605
Thomas!,604
Hva gjør han?,604
Var det alt?,604
Hold fast!,603
Husker du?,603
Jada.,601
Nemlig.,601
"Ja, det stemmer.",601
Ring meg.,600
Fort deg.,600
Vi sees.,599
Bare gjør det.,599
Egentlig ikke.,598
Jeg ser det.,598
Hvordan står det til?,598
James.,597
Vann.,597
Husker du det?,596
Hopp!,596
Jeg er ikke sikker.,593
Nick!,591
Kom igjen nå.,590
Uansett...,590
Neppe.,589
Nå holder det.,589
Jeg vet ikke hva jeg skal si.,588
Det ordner seg.,587
Eller hva?,584
Jeg er enig.,584
Dukk!,583
Slipp meg ut!,582
Ikke egentlig.,580
Der er det.,579
For hva da?,576
Vi må snakke sammen.,576
Hvem er hun?,576
Det er fantastisk.,574
Unna vei!,571
Bingo.,569
Ikke vær dum.,569
"Ja, selvsagt.",568
Ikke bekymre deg.,568
Det er slutt.,567
Vi må gå.,566
Hva gjelder det?,565
Jeg er på vei.,564
I kveld.,562
Trenger du hjelp?,562
Hva har jeg gjort?,561
Ikke gå.,560
Jeg stikker.,560
Jeg elsker det.,559
"Nei, vær så snill.",558
Ta dem.,558
Elskling?,558
Henry.,557
"Hei, gutter.",556
Billy!,555
Kommer du?,554
Dæven.,554
Jeg antar det.,554
Søren.,553
"Hei, kjære.",553
Han er borte.,552
Joe.,552
Aldri i livet.,552
Eller...,551
Det er ikke det.,551
Jimmy!,551
Frue.,551
"Vent, vent.",551
Jeg hater deg.,551
Jeg er...,549
Du klarer det.,548
Ha en fin dag.,548
Det er deg.,548
Martin!,548
Dere!,547
Det gjør vondt.,546
Som hva da?,546
Er det greit?,545
På en måte.,545
Det var ikke meg.,545
Kom dere ut!,543
Paul?,543
"Hei, kompis.",542
Om hva da?,542
Slik.,542
Morsomt.,541
Tenk på det.,540
Sitt.,539
Så søtt.,539
Fordi...,538
Denne?,536
FBI.,535
Dessverre.,535
Herre.,534
Veldig.,534
"Ja, men...",533
Hmm.,531
Hva gjør dere her?,531
Ta denne.,531
"Hei, vennen.",530
"Kom igjen, da.",530
Jeg må.,530
Jeg drar.,530
Jeg har noe til deg.,528
Hvorfor sier du det?,527
Ingen ting.,526
Jeg er lei meg.,526
Ray!,526
Jeg vet ikke hva du snakker om.,525
Slipp ham!,525
Våkne!,525
Danny.,524
Kan du høre meg?,524
Kødder du?,522
Er du sprø?,522
"Nei, det gjør jeg ikke.",522
Så synd.,522
Tiden er inne.,522
Vet du det?,521
Der er den.,521
Din drittsekk!,521
Gå inn.,520
Rolig nå.,520
Hva skal jeg si?,520
Alt sammen.,519
"Nei, jeg...",518
Hvem er de?,517
Med en gang.,515
Jeg ber deg.,515
Kanskje ikke.,515
Svar!,515
lngenting.,514
Vi er klare.,514
Jeg vet ikke helt.,513
Ti stille.,513
Jeg har ham.,512
Bedre.,512
Blir du med?,511
Gå tilbake.,511
"Kom igjen, kom igjen.",511
Mine damer og herrer.,511
Rachel?,511
Feil.,510
Der er de.,510
"Ok, ok.",509
Det har jeg.,509
Det er ingenting.,508
Jeg gjør ikke det.,508
Er det noen der?,507
Gjør du det?,506
Det gjør ikke noe.,505
Hun...,504
Hva er det for noe?,503
Hvordan går det med deg?,502
Velkommen tilbake.,502
Hva er det du snakker om?,502
Maria!,501
"Hei, skatt.",501
Ikke gjør dette.,501
Husker du meg?,500
Hva foregår her?,500
Vi snakkes.,500
I helvete!,498
Hva ser du?,497
Snakk.,496
Jeg tok feil.,494
Gjorde du?,494
Merkelig.,493
Skyt ham!,493
Seks.,493
Sara.,493
Alle.,492
"Nei, det gjør du ikke.",492
Jeg trenger deg.,492
Johnny!,492
La meg gjette.,492
Det er ikke morsomt.,491
Er du sikker på det?,490
Slett ikke.,490
Hvem bryr seg?,490
Svar meg!,489
Jeg har savnet deg.,489
Hva behager?,488
Sånn er det.,488
Gode Gud.,487
Hva sa hun?,487
Vil du ha?,487
Vi ses senere.,487
Vet det.,486
Tony!,486
Bare et øyeblikk.,486
For helvete!,485
Vil du det?,484
Det var...,484
Doc!,484
Glimrende.,483
Godt jobbet.,483
Folkens!,482
Vi har et problem.,482
Hva venter du på?,482
Ser du det?,482
Skitt!,482
Overraskelse!,481
Jeg har ikke gjort noe.,480
Kate.,479
Smil.,477
Han er ikke her.,477
De er her.,476
Hva er det du sier?,476
Vi gjør det.,476
Hvor skal dere?,476
Vil du?,475
Hvordan føles det?,475
Det visste jeg ikke.,474
Hva faen gjør du?,474
Carl.,473
Stilig.,473
"Så, så.",472
Din tur.,472
Jeg forstår det.,472
Åpne den.,471
Æsj!,471
Begge to.,471
Det trengs ikke.,471
Det gjorde jeg.,471
Jeg skal hjelpe deg.,470
Der ser du.,470
"Å, jøss.",470
La meg hjelpe deg.,469
Så hyggelig.,469
Det er en ordre.,469
Bob.,468
Deres Majestet.,468
Eddie!,467
Du vet hva jeg mener.,466
Hold deg unna.,466
Jeg tar meg av det.,465
Det gjør ingenting.,465
Gjør noe!,465
Sant.,463
Jeg vet ikke hva jeg skal gjøre.,463
"Hei, folkens.",462
Penger.,462
Si noe.,462
Skatt?,462
Av sted!,462
Det er det ikke.,461
Jeg fikser det.,461
Er du med?,461
Tommy.,460
Er dere klare?,460
Kan du?,460
Ah!,460
Stikk av.,458
Jeg må legge på.,458
General.,457
Jeg skal drepe deg!,456
Daniel.,456
Jane!,456
Drit i det.,456
Hun har rett.,456
Simon?,455
Jeg er ok.,454
Jeg kjenner deg.,454
Tull.,453
Her er den.,453
Ikke bra.,452
Flink jente.,452
Takk skal dere ha.,452
Mary.,452
Lukk øynene.,452
Jeg trenger din hjelp.,452
Takk for at dere kom.,451
Det er lenge siden.,451
Dritt!,450
Jeg ordner det.,450
Hjem.,450
Har du det?,450
Altså...,450
Jeg vet hvem du er.,449
Hva har vi her?,449
Pass opp!,449
Hva er det du vil?,449
Vi er ferdige.,448
Kjempebra.,448
Hva skjer nå?,446
Hører du det?,445
Slipp henne!,445
Imponerende.,443
Hva mer?,442
Klare?,441
Senere.,441
Vekk!,441
Nå går vi.,441
Åpne!,440
Det er ikke nødvendig.,440
Morn.,440
Robert.,440
Straks tilbake.,439
Borte.,439
Ikke helt.,439
Velkommen hjem.,439
Er du ferdig?,439
Ser man det.,439
Jeg blir med deg.,438
Vent et øyeblikk.,437
Du kan ikke.,437
"Ja, frue.",437
Er alt bra?,435
Hvor var du?,434
Den veien.,434
Da drar vi.,434
Bare fortsett.,432
Kan du hjelpe meg?,432
Her er jeg.,431
Får jeg lov?,430
"Ja, det er jeg.",429
Hva er i veien med deg?,429
Hva hendte?,429
Dean.,429
Noen?,428
Okey.,428
Legg igjen en beskjed.,427
Da setter vi i gang.,427
I dag.,427
Den er min.,427
Noe mer?,427
Mer.,426
Legg deg ned.,426
Fred.,425
Det er mulig.,425
Til hva?,425
Jeg kommer snart.,424
Med hva?,423
Er du redd?,423
Sov godt.,423
Drit og dra.,422
Helvete heller!,422
Det var bra.,422
Kjære vene.,422
Hva faen er dette?,421
Maggie!,421
Høyre.,421
"Ja vel, sir.",421
Løgner!,421
La meg.,420
Drikk.,420
Ikke rør dere!,418
Mark!,418
Jeg så det.,418
Hvem faen er du?,418
Jeg forstår det ikke.,417
Skal vi?,417
Ikke tale om.,416
Ta deg sammen.,416
Bobby.,415
Veldig morsomt.,415
Steve.,415
"Jo, det gjør du.",415
Lucy!,415
Holdt!,415
Du må hjelpe meg.,415
Jøsses.,414
Jeg liker deg.,414
Prøv igjen.,413
Spiller ingen rolle.,413
La henne være.,413
Hvor kommer du fra?,413
God ettermiddag.,412
Mener du alvor?,412
Visste du det?,411
Jeg hørte det.,411
Du ser bra ut.,411
Gjør meg en tjeneste.,410
Walter.,409
Kommer.,409
Ikke i det hele tatt.,409
Jeg skal prøve.,409
Du klarte det.,408
Kan jeg?,407
Scott.,407
Ellers takk.,407
Vent på meg!,407
Kom ut!,407
Ikke her.,406
Du må.,405
Jeg savner deg.,405
Åpne døra!,404
Den var god.,404
Noe er galt.,404
Hvordan er det mulig?,404
Prøv.,404
Jeg skal gjøre det.,404
"Nei, jeg tror ikke det.",404
Beklager at jeg er sen.,403
Ti.,403
Jeg kan ikke gjøre det.,403
Det høres bra ut.,402
Trekk unna!,402
For sent.,402
Det er vakkert.,401
Navn?,401
Richard!,401
Du er død.,400
Hva var det jeg sa?,399
Hva heter hun?,399
Følg med.,399
Jeg hadde ikke noe valg.,399
Hyggelig å se deg.,399
Og nå?,399
Hvordan var det?,398
Alt er i orden.,398
"Ja, ikke sant?",397
Jeg blir her.,397
Amy!,397
Kjør på.,397
La oss se.,397
Hank.,397
Glad i deg.,396
Det gjorde jeg ikke.,395
Det er ikke bra.,395
Det kan du ikke.,394
Er han død?,393
"Jo, det er det.",393
Dette er...,393
Ta vare på deg selv.,393
Trekk tilbake!,393
Jeg lytter.,392
Hvem der?,392
Det var det jeg sa.,392
Jeg er opptatt.,392
Det er min feil.,391
Frodo!,391
Jacob?,391
Vi er her.,390
Det var meg.,390
Det er sent.,390
Pokker også.,390
Jeg tror deg ikke.,390
Det var bedre.,389
Slipp den!,389
Sersjant.,388
Det er han.,388
Dra hjem.,388
Liker du den?,387
Er du okay?,386
"Hei, alle sammen.",386
Andy!,386
Jeg tror deg.,385
Gleder meg.,384
La oss gjøre det.,384
Det er henne.,384
Bli med.,383
Vennen.,383
SDI Media Group,383
Gå hjem.,383
Oberst.,383
Du kan gå.,382
Venstre.,382
Jeg sa jo det.,382
Det gjør du ikke.,382
Gjorde du det?,382
Matt!,382
Det er urettferdig.,381
Er det noen her?,381
"Ja, det gjorde jeg.",380
Jeg liker det ikke.,380
Alt er bra.,380
Åja?,380
Jeg skal vise deg.,379
Jeg venter.,378
Noe annet?,378
Helt utrolig.,378
Det var et uhell.,378
Hva er klokka?,378
"Ja, ja, ja.",377
La meg være i fred.,377
Hurra!,377
Reis deg opp.,376
Ta det.,375
Få opp farten!,375
Det er klart.,375
"Ja, ok.",375
Og hva så?,374
NORSK,374
Det er rart.,374
Gode nyheter.,373
Da så.,373
Det er jeg ikke.,372
Slå deg ned.,372
Klapp igjen.,372
Jeg er stolt av deg.,372
Hold dere fast!,372
Vi har ikke noe valg.,372
Hvem sa det?,372
Skal vi se.,372
Venner?,371
Hvorfor spør du?,371
Du er...,371
Hva med meg?,371
Du og jeg.,370
Pokker heller.,370
Marty.,370
Da går vi.,370
Hva står det?,370
Inn med deg.,369
Det er latterlig.,369
Du ser godt ut.,368
Hva prater du om?,368
Stopp der.,368
Hva gjør han her?,367
Løytnant.,367
Hvordan våger du?,367
Topp.,366
Hva står på?,365
Én.,365
Jeg har...,365
Det er opp til deg.,364
Det skal jeg gjøre.,364
Hva faen er det?,364
Hva sier han?,363
Der har vi det.,363
Du sier ikke det.,363
Blås i det.,363
Åtte.,363
"Nei, ikke ennå.",362
Hva kan jeg gjøre for deg?,362
Kutt!,362
EN ORIGINALSERIE FRA NETFLIX,362
Slipp våpenet!,362
Av hvem?,362
Høres bra ut.,361
Ild!,361
Som hva?,361
Tror du?,361
Hva sier du til det?,361
Jeg vil...,361
Jeg klarer det ikke.,360
Det er gjort.,359
Hva ser du på?,359
Hvor er du fra?,359
Vil du ha noe?,359
Du blir her.,358
Hva kan jeg hjelpe deg med?,358
Er det ham?,358
Ikke dårlig.,358
Spis.,357
Hva har du der?,357
Noe sånt.,357
Tullprat.,357
Sammen.,356
Spiller det noen rolle?,356
Det er ikke din feil.,356
Hei der.,355
Slipp meg inn!,355
"Ja, det er meg.",355
Du vet det.,355
Gjør det nå.,354
"Hei, det er meg.",354
Hva pokker?,354
Ikke i dag.,354
"Ja, faktisk.",354
Det liker jeg.,354
Å gud.,353
Med glede.,353
Men hvorfor?,353
Jeg kan hjelpe deg.,353
Ikke verst.,352
Hjelp oss!,352
Kom da.,352
Ro dere ned.,350
Min feil.,350
En til.,350
Vet dere hva?,350
Jeg klarer det.,350
Angrip!,350
Overhodet ikke.,349
Faen i helvete!,349
Ikke tull.,348
Inn i bilen.,348
Helsike.,348
Det er en lang historie.,348
Alice.,348
Det er enkelt.,348
Åpne døren!,348
En ting til.,348
Ethan!,347
Hva er planen?,347
"Nei, ikke gjør det.",347
Hallo der!,347
Fem minutter.,346
Gjør det vondt?,346
Det ser bra ut.,346
Det tviler jeg på.,346
Det er komplisert.,346
Akkurat nå.,346
Det går greit.,345
Oss.,344
Helt sikkert.,344
Bestemor!,344
Det er jeg også.,344
Helt klart.,344
God aften.,344
Sannheten.,344
Nå drar vi.,343
"Ja, nettopp.",342
Luke!,342
"Nei, dessverre.",341
Vi må gjøre noe.,341
Drep meg.,341
Bare vent.,341
Emma.,340
Han lever.,340
Hva er du?,340
Kan jeg komme inn?,340
Jeg er ikke sulten.,340
Jeg tror...,339
Hva vil dere?,339
Bli.,339
Vi må stikke.,338
Jeg vil snakke med deg.,338
"Nei, det har jeg ikke.",337
Du store min.,337
"Ja, greit.",337
Vi har ikke tid.,337
Dette er galskap.,336
Høyere!,336
Det stemmer ikke.,336
"Å, Herregud!",336
Det er perfekt.,336
Ikke du.,335
"Ja, jeg tror det.",335
Jeg vil ikke snakke om det.,335
For alltid.,335
Eric.,335
Det var ikke meningen.,335
Du er sen.,335
Vi vet ikke.,334
Jeg er ikke redd.,334
Bare slapp av.,333
Tror ikke det.,333
Smart.,333
Ha det gøy.,333
De er borte.,332
"Kom igjen, gutter.",332
Vil du ha en drink?,331
Er du uskadd?,331
Hva kan jeg gjøre?,331
Se på dem.,331
Hun er borte.,331
Hva har skjedd med deg?,331
Dette er latterlig.,330
Jeg kan gjøre det.,330
Det er ikke rettferdig.,329
La meg gå.,329
"Ja, det har jeg.",329
Annie.,329
Pass på deg selv.,329
Hvilken?,329
Opp med farten!,329
Jeg sa det.,329
Jeg setter pris på det.,329
Å faen.,328
Er du gift?,328
Er det et problem?,328
Barn?,327
Drep!,326
Raskt!,326
Vil du ha noe å drikke?,326
Vi ses snart.,326
Kan ikke.,326
Hun er her.,326
Det går nok bra.,325
Du gjorde det.,325
Hvordan fant du meg?,325
Det gikk bra.,325
Får jeg?,325
Du godeste.,325
Jeg er imponert.,324
"Du, da?",324
Nå skjer det.,324
Noe nytt?,324
Hva har hendt?,323
Professor?,323
Jason!,323
Spørsmål?,323
Jeg er gravid.,323
Korrekt.,323
Taxi!,323
Vet du hvem jeg er?,323
Julia!,323
Ikke si noe.,322
Til deg.,322
