sentence,count
میں پیدا ہوا تھا جب  میرے والد دور فرانس کو دوڑا,7
کوئی اندراجات، کوئی پچھلے سزا,7
میں نے ایک ساتھ مل کر تمام ڈور ھیںچتی کہ ایک لمحے اگر وہاں سوچ رکھنے,7
کو آگ کے ساتھ ادا کیا اور جلا دیا گیا,7
کمپیوٹر کی چیزیں.,7
میں نے اپنی دادی کے ساتھ اشتراک ہے کہ ایک مماثلت,7
کمیونٹی کی خدمت کے 50 گھنٹے,7
کوئی نہیں وہ کون تھا,7
کلے,7
کل رات تم نے اچانک غائب ہو گیا اور...,7
میں نے اسے کبھی نہیں ملے / میں.,7
کسی کو ہمیشہ آپ کو ھیںچو چاہئے,7
کس طرح حقیقی کے لئے ہے، میں تم مجھ سے کہہ رہا ہو کیا بات ہے کہ جانتے ہیں؟,7
کون ہوں میں,7
میں چھوٹا سا ایک پر اعتماد نہیں ہے!,7
"کس طرح ""مٹی"" کے بارے میں؟",7
کوپن ہیگن؟,7
میں نے اسے بنایا ہے کس طرح آپ جانتے ہیں؟,7
میں نے ایک ماہر نفسیات سے نہیں ہوں.,7
میں نے ایک نیٹ ورک تک رسائی سکتے تھے پولس کے باکس کے ساتھ,7
کوئی نظام کو محفوظ ہے,7
میں پوشیدہ تھی.,7
کوئی زیادہ جادو چالوں.,7
میں نے سب کچھ جا رہا تھا ایسا کرنے کا طریقہ جانتے ہوتے تو,7
کوئی سوال؟,7
کب؟,7
میں نے مزید کسی بھی نہیں جا سکتا,7
میں نے تمام کانوں  کے تھا,7
میں نے پاس ورڈ پھٹے ہیں,7
میں نے پہلے ہی تم پاگل ہو نے کہا کہ!,7
میں نے گواہ تحفظ پروگرام ہو جاؤ!,7
میں نے ہمیشہ ایک سپر ہیرو بننا چاہتی تھی,7
کوئی خیال,7
میں نے تم سے کبھی نہیں ملا تھا کی خواہش!,7
میں پوشیدہ رہتی  کے,7
کوئی بھی آپ کے بارے میں ایک لات دی کیونکہ,7
میں پولیس آپ کو پکڑ لیا ہے سوچا!,7
میں نے ایک گدی ہوں.,7
کوئی جادو چالوں اب,7
کوئی لاشیں موجود ہیں نہیں!,7
کوئی ثبوت نہیں!,7
کوئی مسئلہ نہیں!,7
کوئی بھی کہنا ہے کہ کر سکتے ہیں!,7
کوئی نام,7
میں پھر بنیامین بننا چاہتا ہوں,7
میں پھر سے پوشیدہ ہونا چاہتے ہیں,7
کوئی بھی سراغ لگایا جا سکتا.,7
کوئی نظام محفوظ ہے.,7
کبھی کبھی ہم کسی سے مل گیا تو تنگ ایک تصویر منعقد,7
وہ خود تمام ہیں سوچ ایک سے زیادہ شخصیات پڑا.,7
کاٹنا-کاٹنا!,7
وہ ہمارے درمیان ہیں!,7
وہ پوری طرح پاگل ہے!,7
وہ کچھ بھی نہیں ہے!,7
وہ کیا ہو رہا ہے کوئی اندازہ نہیں ہے.,7
وہ کیوں آتی ہے؟,7
وہ گزشتہ سالوں بہت سے بین الاقوامی اہداف میں کے طور پر ہیک کیا.,7
کٹ کاٹو!,7
وہ ہر 3 سیکنڈ میں ان کے مقام کا تبدیل کر رہا ہے!,7
وہ ہیگ سے اور کسی کے لئے تلاش کر رہے ہیں!,7
وہ نوجوان تھا کے بعد سے.,7
وہ یورپ میں 100 مختلف سرورز کو استعمال کرتا,7
وہاں سے یہ سنہرے بالوں والی!,7
ٹام!,7
ٹکٹ، براہ مہربانی!,7
نے تقریبا اس کے ہیں.,7
نیچے!,7
نیویارک سے,7
وہ واقعی اچھے ہاتھوں پر ہے.,7
وہ نوجوان تھا جب وہ مر گیا,7
میں کوئی نہیں سوچا ممکن ہے کہ چیزیں کرنے کے لئے کرنا چاہتا تھا.,7
وہ جانچ پڑتال کی ہے.,7
وہ سب سچ میں واقعی دکھ کی بات ہے.,7
وہ جھوٹ کبھی نہیں کہا کہ اس بچہ ہے.,7
وہ سب میری ذاتی تفصیلات ہیں!,7
وہ جنگل میں پایا گیا تھا.,7
..وہ شام,7
وہ صرف آپ سے بات کرنا چاہتا ہے,7
وہ مل گیا ..,7
وہ جانچ پڑتال کی تو؟,7
وہ میرے کمپیوٹر ہے!,7
وہ جانتے ہیں کہ میں کون ہوں، ہم سب ہوگا یہاں سے چلے جاؤ!,7
وہ تمام ویڈیو فائلوں اور بائیں کسی چیز کو خارج کر دیا.,7
وہ بوٹ تک وقت لیتا ہے.,7
وہ ایک تشخیص کرنے کے لئے مجھ چاہتا تھا.,7
وہ اہم چیزوں پر توجہ مرکوز کر سکتے  کے اتنے  کے.,7
وہ اس کا منہ کھول نہیں کرتا!,7
وہ آپ سب ہیں!,7
پاس ورڈ یا ایڈریس کی طرف سے قبول.,7
پاسورڈس، خفیہ معلومات، ان کے اعداد و شمار,7
نیلی آنکھوں کے لئے,7
میں ہیگ کی طرف سے ایک فون کال موصول.,7
چند گھنٹوں میں آپ کو ایک فری مین ہیں!,7
نفسیاتی بیماریوں کے ہونے گواہ تحفظ پروگرام سے خارج ہیں افراد,7
نشے میں مہمانوں بن گیا؟,7
وہ دوسروں کے پیچھے چھپاتا.,7
میں یہاں ہوں ایک وجہ.,7
چیرس!,7
چیزوں کو کس قسم کی؟,7
ڈینش فیڈریشن کے فیلو.,7
پال,7
میں گواہی تحفظ پروگرام حاصل، کہ تم نے جو کہا ہے!,7
میں کیا کہہ سکتے ہیں؟,7
ڈینش پیپلز فرنٹ!,7
میں کون ہوں جانتے نہیں!,7
کئی محرکات موجود ہیں,7
میں کون ہوں,7
کاش,7
"نہیں ""آپ""، ""ہم""!",7
چلتے رہو!,7
چاہتے سوار لینے؟,7
چاکلیٹ کے ساتھ ان لوگوں کے لئے وہ دستیاب نہیں تھے.,7
نیا نام، نیا شہر,7
پاگل!,7
پاگل پاگل,7
پریزنٹیشن کے لیپ ٹاپ,7
پوشیدہ,7
پوشیدہ دوبارہ,7
پھر دنیا آپ کے قدموں میں ہے,7
پھر کوئی.,7
پہلے اس نے مواصلات زائد پرنٹرز ہیرا پھیری کی ہے پروٹوکول,7
پہلے سے دیر ہو!,7
پیزا برڈ!,7
چابیاں!,7
نہیں، میں آپ کے ساتھ کام کرنے کے لئے خوش ہوں!,7
نہیں وہ مر چکے ہیں!,7
چاکلیٹ سے حیرت لے لو!,7
وہ گزشتہ ماہ میں آپ اکثر ملاقات کی ہے کہ اعلان کر دیا؟,7
1 ملین مرتبہ دیکھی !,7
کچھ ادویات بھی مضبوط علامات بنا سکتے,7
کچھ مزہ تلاش کرنے کے لئے.,7
ہم ایک سودا تھا!,7
ہم تمام پوشیدہ ہیں!,7
ہم تھوڑا سا دیر ہو گئی!,7
ہم ذیل میں سے ملیں گے!,7
ہم راز میں ملنا بند کرنا ضروری ہے!,7
ہم سب یہ دن آئے گا کہ جانتا تھا.,7
ہم سے ایک پوشیدہ رسی تھی کے درمیان طرح  لیکن یہ تھا,7
ہم شعر کی ماند میں حاصل کرنے کے لئے تھا.,7
ہم صرف بننا چاہتا تھا...,7
ہم ناکام کر سکتا.,7
ہم نے اس کو پسند کر لیا تھا.,7
ہم نے ان کو پکڑ لیا!,7
ہم نے ایک بڑے بینک کو ہیک کر سکتا ہے!,7
ہم نے تم کو ترک نہیں کرتے!,7
ہم نے کیا,7
ہم نے کیا ہے چاہئے ریکارڈنگ,7
ہم واقعی اسے بنایا,7
ہم ٹھگ نہیں ہیں؟,7
ہم چالوں کے اپنے بیگ میں دل کی گہرائیوں سے پہنچنا تھا,7
ہم کہاں ہدایات مل سکتا ہے.,7
ہم کے لئے تھا اس سے پہلے  لیکن تمام ثبوت کو تباہ,7
ہم ہیگ کے راستے پر تھے,7
ہم، کچھ چھو کچھ لینے اور صرف پرنٹروں پر تبدیل نہیں کرتے انہوں نے کہا کہ!,7
ہمارا اگلا ہدف ایک بگ فارما کمپنی تھی.,7
ہمارے استاد آپ کے بارے میں بھول گئے!,7
ہم ایک ساتھ تھے یہ حقیقت ہے کہ، کوئی اسے پتہ ہونا چاہئے.,7
ہم ان پر اعتماد کر سکتے ہیں اگر تم نہیں جانتے!,7
ہم اصلی بھاری چیز پر ایک حملہ کی ضرورت ہے!,7
گواہ تحفظ پروگرام لفظی ایک پروگرام ہے,7
کے ہلاک,7
کے ہم اس کے کمپیوٹر تک رسائی حاصل کرنے کے قابل ہو سکتا ہے.,7
کے ہم نے کوشش کی کئی طریقے,7
کے ہم پر ہمارے ہاتھ ملا سب کچھ ہیک,7
کے ہم کچھ بھی نہیں لیا اور کسی کو بھی سنجیدگی,7
کے ہیک میرا پہلا نظام  کے,7
کے ہیکرز میں سے زیادہ تر صرف کے ذریعے منتقل,7
کے یہ جانے بغیر دوسروں,7
کے یہاں میں میں چاہتا تھا جو کوئی بھی ہو سکتا /.,7
گروپ کو تلاش کرنے کے لئے 4 عرفی نام,7
گزشتہ ایک اب بھی نامعلوم ہے.,7
گواہ تحفظ پروگرام کے لیے آپ کو نااہل یہ ہمارے معاہدے کا مطلب ہے کہ,7
ہم اسے واپس لانے گے!,7
ھینی!,7
ہر عمل، وہ تم تھے!,7
ہر وقت کی سب سے بڑی سماجی انجینئرنگ چال,7
ہر کوئی سیکیورٹی چاہتا ہے.,7
ہر کوئی وہ دیکھنا چاہتے کاموں کو دیکھ رہا !,7
ہر کوئی وہ کیا چاہتے ہیں.,7
ہم.,7
ہم  اسی ہیکروں ملوث ہیں پتہ چلا کہ,7
ہم  ہیکنگ کے لئے ایک جگہ کی ضرورت ہے,7
ہم اب بھی ایک نام کی ضرورت ہے.,7
ہم اتنے مختلف تھے، اگرچہ ہم میں عام کچھ تھا,7
ہمارے نئے تحقیقات، کم از کم ایک کے مطابق,7
ہمارے پرانے جعل سازی کے طریقوں,7
ہمم.,7
یہ وہاں سے نکلنے کو بند کرنے کے لئے بہت پہلے ہفتے میں ایک اچھا خیال نہیں تھا.,7
یہ ثابت کرنے کے لئے آسان ہے کہ کچھ نہیں ہے!,7
یہ ثابت کرو!,7
یہ سب صرف ایک اسکینڈل ہے.,7
یہ سب مذاق کے بارے میں اور اس وجہ سے ماسک کی ہے کیونکہ,7
یہ سب میری غلطی ہے!,7
یہ سٹیفین کار پر مبنی ہے کہ سمجھا جاتا ہے!,7
یہ صرف اس کی غلطی ہے!,7
یہ صرف دروازے ہے.,7
یہ منصوبے کا حصہ نہیں تھا!,7
یہ میری رات تھی,7
یہ میری غلطی تھی,7
یہ ٹھیک نہیں تھا,7
یہ بنجمن جاتا ہے,7
یہ پرانے وقتوں کی یاد دلاتی ہے.,7
یہ پکڑو!,7
یہ کافی  ہے,7
یہ کافی نہیں تھا!,7
یہ کیسے جادو چال کام کرنا چاہئے؟,7
یہ ہمارے بارے میں نہیں ہے!,7
یہ ہے کہ آپ مجھ سے وعدہ کیا ہے!,7
یہ ہے کہ آپ ہمیشہ چاہتے تھے سب کو ہے!,7
یہاں تم جاؤ، آپ کی بلی!,7
یہاں تک کہ میں ان لوگوں میں سے نصف نہیں جانتے.,7
یہاں سے چلتے ہیں!,7
یہ بہت ہوشیار ہے کیا جو شخص.,7
یہ ایک نیا فروخت پچ ہے؟,7
ہمیشہ کے لئے بند کر تمام دروازے کی طرح.,7
یا ہر روز زیادہ موت کی پیروی کریں گے.,7
ہمیں اندر آنے دو!,7
ہو!,7
ہیکر کی چوکیدار,7
ہیکنگ جادو کی طرح ہے,7
ہیکنگ کے ساتھ تم نے کیا کر رہے ہیں کہ مجھ سے وعدہ,7
ہیگ میں کسی بھی لات ہوٹل میں!,7
ہیں؟,7
یا آپ کو زندہ نہیں چھوڑوں گا.,7
یا آپ کو کسی نے آپ کے لئے امتحان کے سوالات چوری کرے گا امید کرتے ہیں؟,7
"یا اس سے بہتر ""اپنے فرشتہ"" کہا؟",7
یا شاید آپ کو میری ضرورت ہے!,7
یہ آسان ہے!,7
یہ اینجل کے بارے میں ہے,7
یہ آپ پر منحصر ہے!,7
یہ آپ کا کام ہے!,7
یہ آپ کو اب جانا کہ بہتر ہے.,7
یہ آپ کو ہے جیسے دنیا کو ایک پلیٹ پر خدمات انجام دیں ہے.,7
یہ اب مذاق نہیں ہے!,7
یہ اتنا آسان نہیں ہے!,7
یہ ان کی پارٹی ہے!,7
یہ اور وہ,7
یہ اپنے آپ کو تم پر اعتماد صرف اس صورت میں کام کرتا ہے!,7
یہ ایرر رینالٹ طرح نہیں ہے!,7
یہ این ہے!,7
کے ہر ایک مکھی فلیپ,7
.  کے کہ اولمپس  کے کیا گیا تھا,7
کے کچھ بھی نہیں تبدیل کر دیا گیا.,7
کے اس وقت میں حقیقی دنیا میں سویا,7
کے اختتام...,7
کے ارد گرد اس وقت وہ کھیل داخل ہوا,7
کے اس تمام وقت کا سب سے بڑا توڑ کہاوت  کے تھا!,7
کے اس سب کچھ کا ایک مرکب ہے,7
کے اس سے کوئی برا نہیں ہو سکتا,7
کے اس ماسک کے پیچھے چھپاتا کون,7
کے اس نے اپنے سب سے بڑے بت سے قدردانی چاہتے تھے,7
کے اس نے مجھے اپنا نجی چینل  کے تک رسائی دے دی؟,7
کے اس نے مجھے بتایا کہ وہ کس طرح کا آغاز کیا ہیکنگ کے ساتھ,7
کے اس نے کچھ نہیں لیا یا کسی کو سنجیدگی,7
کے اس نے کہیں سے ہے,7
کے اس کا ساتھی غیر ملکی ممالک سے لائے تین گولی ڈبے ہیں,7
کے آپ ان کو کیا کہیں گے,7
کے اس کی سب سے زیادہ مشہور نقل میں سے ایک تھا ایک سماجی نیٹ ورک کے حملے  کے,7
کے اس کے امیر باپ ایک یتیم خانے میں چھوڑ دیا,7
کے اس کے ماسک  کے گر گی,7
کے اس کے والد نے دوسری عالمی جنگ کے میں مر گیا / میں,7
کے انسان فطری طور سے قابل بھروسہ اور اعتماد ہے,7
کے اچانک، یہ تھا واضح,7
کے ایک آغاز ہے کہ سب کچھ ختم ہے,7
کے ایک باہر,7
کے ایک خفیہ ملازمین فہرست,7
کے ایک پاگل,7
کے ایک پوشیدہ صافی نے اپنی سرحدوں کو خارج کرتا طرح پھر یہ ہے کے بعد,7
کے آپ کسی بھی مچھلی کو پکڑنے کر سکتے ہیں,7
میں نے آپ کو ثابت کرنا چاہتا تھا!,7
کے بارے میں میں پرواہ نہیں ایک شہر کی صفائی کا مطلب کمیونٹی کی خدمت میری 50 گھنٹے,7
کیا آپ کیا نام لینے گئے تھے؟,7
کچھ ملازمین فہرست کی قسم ڈاؤن لوڈ کیا تو اور میرے پاس ہے...,7
کھلے ذہن رہو!,7
کہ 34،28 ہو جائے گا,7
کہ آپ کو ہے!,7
کہ اس کے جسم کے بارے میں پایا گیا تھا.,7
کہ سپرمین کی طرف سے ہے!,7
کہ سپرمین ہے.,7
کی جرمن دلوں میں جلنے گا کہ ایک چھوٹے سے شعلے!,7
کی میں اتفاق کرتا ہوں کا کہنا ہے کہ.,7
کیا آپ میرے ساتھ آتے ہیں؟,7
کیا آپ کو ہوٹل کے کمرے میں دیکھا,7
کیا آپ کے لئے انتظار کر رہے ہیں,7
کیوں نہیں.,7
کیا تم سمجھ گئے ہو؟,7
کیا تم نے اس کے بارے میں مجھے بتا سکتے ہیں؟,7
کیا تم ٹھیک ہو؟,7
کیا تم گواہ کی حفاظت کے پروگرام میں چاہتا ہوں,7
کیا تم گھر واپس ٹرین لینا پڑا پھر اور,7
کیا تم یہ سمجھ ایک بار ، آپ جانتے ہیں,7
کیا دوسری نیٹ ورک؟,7
کیا ہیکنگ کے ساتھ کیا کرنے کے لئے اس کے پاس ہے؟,7
کیونکہ ایک بچہ دانی کے مرض کا,7
کیوں آپ کو ایک پورش گاڑی چلا رہے ہیں؟,7
کیوں اپنے آپ کو گاڑی کی چابیاں تھے؟,7
کے ایک ہارے ہوئے,7
کے بچے رونا مقابلے,7
کے کوئی کامیابی,7
کے وہ تھا ایک حقیقی ستارہ,7
کے صرف ایک حقیقی ہیرو مجھ  کے لیے وہاں تھی,7
کے طور پر اگر زمین اسے ہڑپ کر لیا تھا!,7
"کے لئے"" کون ہے؟",7
کے مانند مجھے، وہ جلد ان کی ماں کو کھو دیا.,7
کے میری ایک مسئلہ  کے تھا,7
کے میں پی سی پر دن اور رات گزارے,7
کے نا تمہیں نکال دیا جائے ایک بار پھر,7
کے ناممکن کے لئے مقصد,7
کے وہ  کے سنسنی سے محبت کرتا تھا.,7
کے وہ ایک ایک آن لائن فارمیسی جوڑتوڑ کرنے کے لئے استعمال استحصال تھا,7
کے وہ تمام لائنوں میں خلل پیدا ہوگیا ہے لیکن ایک,7
کے وہ دوسروں کو دھوکہ دینے کے بارے میں دونوں ہیں,7
کے سٹیفین سافٹ ویئر کا ماسٹر تھا,7
کے وہ دونوں دوسروں کو دھوکہ دینے کے بارے میں ہیں,7
کے وہ سب کے سب مر چکے ہیں,7
کے وہ سے ہے صرف میموری اس کے,7
کے وہ مجھے یاد کریں گے.,7
کے وہ کسی چیز کو تبدیل کرنے کے بغیر کے نظام میں ظاہر,7
کے وہ ہر ہیکروں کے درمیان سپر ہیرو تھا,7
کے وہ ہمیشہ مکمل طور پر پاگل ہو گیا ہے  کے.,7
کے پاس بچوں,7
کے پال ہارڈ ویئر بیکار  کے تھا,7
کے پرنٹنگ کے لئے دو منٹ,7
کے کام ..,7
کے سییلی ین نے آنکھیں نہیں تھا زیادہ,7
"کے سٹیفین ""حاملہ گھوڑے"" درخواست بلایا",7
کے بہترین مواد کے لئے .,7
کے ریٹا لن جاگ ہمارے رکھا,7
کے بیرون ملک کسی دوسرے کھلاڑی نہیں تھا,7
کے تم ان سے پوشیدہ ہیں  تم ان کے لئے ایک کوئی نہیں  کے ہیں!,7
کے تمام میں سب سے اوپر ہے کہ ایک حملہ کرتے ہیں!,7
کے جرمن فوج کے سرورز پر حملوں کے پیچھے بھی ہیں جو,7
کے حقیقت میں میں نے پہلے ہی ایک سپر پاور تھا,7
کے حقیقی بڑی چیز کی پیدائش,7
کے حقیقی میں زندگی میں لوگوں کے درمیان ایک صفر تھا,7
کے دائیں بیت کے ساتھ,7
کے دھماکے,7
کے دیکھتا,7
کے رکن کی نمائندہ کے والدین,7
کے ریٹا لن حاصل کرنے کے لئے,7
کے سماجی انجینئرنگ,7
کے زیادہ سے زیادہ ایک خیال تھا,7
کے زیادہ سے زیادہ تھا صحیح,7
کے زیادہ سے زیادہ درست تھا.,7
کے زیادہ سے زیادہ مجھ سے کل کے برعکس تھا,7
کے زیادہ سے زیادہ کی طرح رہو,7
کے زیادہ سے زیادہ کے ذریعے ڈال دیا جا سکتا ہے تو,7
کے زیادہ سے زیادہ، پال، سٹیفین  ہماری چال  ناکام بنا دی,7
کے ساتھ مل کر بہت خوش ہو جائے,7
کے سب لوگ برباد کیا جو ان کے ورلڈ وائڈ ویب پر وقت,7
کے سب کچھ بدل جو لمحے,7
کے سب کچھ کسی نہ کسی طرح منسلک ہے,7
میں نے اس سے یہ ثابت کرنا چاہتا تھا!,7
میکس آپ مشین زبان میں پڑھ سکتے ہیں انہوں نے کہا کہ؟,7
میں نے آپ سے کچھ سوال پوچھنا چاہوں گا.,7
ایک اور بات...,7
اولمپس تک پہنچنے کے قابل کچھ!,7
اوہ یہاں ہے جو دیکھو!,7
اپنی زندگی کے ساتھ کچھ کرو!,7
اگر آپ اب بھی امتحان پاس کرنا چاہتے ہیں؟,7
اگر آپ اس طرح ایک جھٹکا ہو!,7
اگر آپ اس کو پسند ہے؟,7
اگر آپ چاہتے ہیں جو کوئی ہو سکتا ہے!,7
اگر مجھے یہاں کھڑے کریں گے؟,7
اہم خطرے کا سامنا کرنے کی درخواستوں یا سرورز میں نہیں کر رہا ہے,7
ایسی بات نہیں ہے!,7
ایک احتیاط,7
ایک اور وائی فائی نیٹ ورک سے منسلک ہونا ضروری,7
ایک کوئی ایک,7
ایک اچھی شام ہے!,7
ایک بار پھر,7
ایک بچے کی طرح مت بنو!,7
ایک جادو چال کا استعمال کرتے ہوئے,7
ایک ساتھ  کے یہی تھا ہماری پہلی کارروائی,7
ایک سپر پاور کے ساتھ   کے,7
ایک سے زیادہ شخصیت خرابی,7
ایک غیر معمولی لڑاکا سائبر مافیا کے خلاف,7
ایک فاتح,7
ایک مشہور کمپنی کے پیسے!,7
ایک ناکامی تھا!,7
اور یہ میری کہانی ہے  کے,7
اور یہ میری کہانی ہے,7
اور یہ میرا سپر ہیرو کار ہے یا شاید میں نے بھی ایک سپر ہیرو ہوں ہاں...,7
اور ڈیٹا چرایا,7
انہوں نے اس کے بیمار ہو!,7
انہوں نے مجھے تلاش کر لیں گے!,7
انہوں نے کہا کہ کسی بھی درخواست میں ایک مسئلے سے مل سکتا ہے.,7
انہوں نے کہا کہ کسی بھی نظام میں ہیک کر سکتا,7
انہوں نے کہا کہ ہمیں یہ واضح کرنا چاہتے تھے,7
انہوں نے کہا کہ ہیکنگ کے ساتھ کیا جاتا ہے کا دعوی ہے.,7
انہوں نے ہمیں پکڑنے تک یہ یہ صرف وقت کی بات ہے,7
اور آپ کو ایک پرواہ نہیں تھی,7
اور آپ کو ہو سکتا ہے کسی بھی چیز,7
اور آپ؟,7
اور اگر تم ایک گدی پسند ہے!,7
اور بعد میں میں نے اس کا خیال رکھا.,7
اور بھی ہمارے کور چھوڑ دو!,7
اور بہت سے ایک یادگار لینے,7
اور تم میں کون ہوں...,7
اور روسی سائبر مافیا کی طرف سے استعمال.,7
اور میں اسے حل کر سکتا,7
اور میں درمیان میں ہوں,7
اور میں نے بھی ایک سپر ہیرو کاسٹیوم نہیں تھا.,7
اور میں نے سوچا کہ...,7
اور ناممکن کے لئے مقصد!,7
اور وہ اکیلے ان کی گندگی مٹی تعمیر کس طرح ان کو بتائیں,7
اور پھر سرور,7
ایک کمپیوٹر پالنے یا کچھ اور ہو رہی ہے.,7
ایک گدا، آسکر نہ ہو!,7
انٹرنیٹ نہیں ایک قانونی بلیک ہول ہے,7
تم نے مجھ سے وعدہ کیا تھا!,7
تم بحال کر رہے ہیں.,7
تم بھاڑ!,7
تم بیمار ہو!,7
تم سٹیفین ہیں!,7
تم صرف اسے حاصل کرنے کے لئے ہے!,7
تم عدالت کرنے کے راستے پر ہیں کہ   کے,7
تم لوگوں کو ہیک؟,7
تم معطل کر رہے ہیں!,7
میں نے آخر میں کچھ تبدیل کرنا پڑا,7
تم نے ایک بار کہا کہ,7
تم نے ایک کوئی نہیں ہوں سوچا!,7
